rgn_id,year.x,habitat.x,km2.x,habitat.y,year.y,km2.y
1,2019,saltmarsh,0,NA,NA,NA
2,2019,saltmarsh,0,NA,NA,NA
3,2019,saltmarsh,0,NA,NA,NA
4,2019,saltmarsh,0,NA,NA,NA
5,2019,saltmarsh,0.873250771580149,NA,NA,0
6,2019,saltmarsh,1.746501543160298,NA,NA,0
7,2019,saltmarsh,0,NA,NA,NA
8,2019,saltmarsh,0,NA,NA,NA
9,2019,saltmarsh,0,NA,NA,NA
10,2019,saltmarsh,0,NA,NA,NA
11,2019,saltmarsh,0,NA,NA,NA
12,2019,saltmarsh,0,NA,NA,NA
13,2019,saltmarsh,0,NA,NA,NA
14,2019,saltmarsh,49.77529398006849,NA,NA,0
15,2019,saltmarsh,1.746501543160298,NA,NA,0
16,2019,saltmarsh,13274.284978789845,saltmarsh,2012,13028.95
17,2019,saltmarsh,0,NA,NA,NA
18,2019,saltmarsh,0.873250771580149,NA,NA,0
19,2019,saltmarsh,0,NA,NA,NA
20,2019,saltmarsh,2.619752314740447,NA,NA,0
21,2019,saltmarsh,0.873250771580149,NA,NA,0
24,2019,saltmarsh,0,NA,NA,NA
25,2019,saltmarsh,0,NA,NA,NA
26,2019,saltmarsh,0,NA,NA,NA
28,2019,saltmarsh,0,NA,NA,NA
29,2019,saltmarsh,0,NA,NA,NA
30,2019,saltmarsh,0,NA,NA,NA
31,2019,saltmarsh,0,NA,NA,NA
32,2019,saltmarsh,0,NA,NA,NA
33,2019,saltmarsh,0,NA,NA,NA
34,2019,saltmarsh,0,NA,NA,NA
35,2019,saltmarsh,0,NA,NA,NA
36,2019,saltmarsh,0,NA,NA,NA
37,2019,saltmarsh,0,NA,NA,NA
38,2019,saltmarsh,0,NA,NA,NA
39,2019,saltmarsh,0,NA,NA,NA
40,2019,saltmarsh,8.73250771580149,NA,NA,0
41,2019,saltmarsh,0,NA,NA,NA
42,2019,saltmarsh,61.127554010610424,NA,NA,0
43,2019,saltmarsh,1.746501543160298,NA,NA,0
44,2019,saltmarsh,0.873250771580149,NA,NA,0
45,2019,saltmarsh,0,NA,NA,NA
46,2019,saltmarsh,0.873250771580149,NA,NA,0
47,2019,saltmarsh,0.873250771580149,NA,NA,0
48,2019,saltmarsh,0.873250771580149,NA,NA,0
49,2019,saltmarsh,0.873250771580149,NA,NA,0
50,2019,saltmarsh,10.479009258961788,NA,NA,0
51,2019,saltmarsh,4.366253857900745,NA,NA,0
52,2019,saltmarsh,3.493003086320596,NA,NA,0
53,2019,saltmarsh,1.746501543160298,NA,NA,0
54,2019,saltmarsh,48.902043208488344,NA,NA,0
55,2019,saltmarsh,0,NA,NA,NA
56,2019,saltmarsh,0,NA,NA,NA
57,2019,saltmarsh,0,NA,NA,NA
58,2019,saltmarsh,1.746501543160298,NA,NA,0
59,2019,saltmarsh,3.493003086320596,saltmarsh,2012,4.22
60,2019,saltmarsh,0,NA,NA,NA
61,2019,saltmarsh,1.746501543160298,NA,NA,0
62,2019,saltmarsh,2.619752314740447,NA,NA,0
63,2019,saltmarsh,0.873250771580149,NA,NA,0
64,2019,saltmarsh,2.619752314740447,NA,NA,0
65,2019,saltmarsh,0.873250771580149,NA,NA,0
66,2019,saltmarsh,0,NA,NA,NA
67,2019,saltmarsh,1.746501543160298,NA,NA,0
68,2019,saltmarsh,0.873250771580149,NA,NA,0
69,2019,saltmarsh,6.986006172641192,saltmarsh,2012,0.82
70,2019,saltmarsh,41.916037035847154,saltmarsh,2012,5
71,2019,saltmarsh,0.873250771580149,NA,NA,0
72,2019,saltmarsh,55.01479860954939,NA,NA,0
73,2019,saltmarsh,7036.65471739284,NA,NA,0
74,2019,saltmarsh,1.746501543160298,NA,NA,0
75,2019,saltmarsh,3.493003086320596,NA,NA,0
76,2019,saltmarsh,260.2287299308844,NA,NA,0
77,2019,saltmarsh,0,NA,NA,NA
78,2019,saltmarsh,0,NA,NA,NA
79,2019,saltmarsh,0,NA,NA,NA
80,2019,saltmarsh,68.98681095483177,NA,NA,0
81,2019,saltmarsh,20.958018517923577,NA,NA,0
82,2019,saltmarsh,53.26829706638909,NA,NA,0
84,2019,saltmarsh,1.746501543160298,NA,NA,0
85,2019,saltmarsh,0,NA,NA,NA
86,2019,saltmarsh,0,NA,NA,NA
88,2019,saltmarsh,0,NA,NA,NA
89,2019,saltmarsh,0,NA,NA,NA
90,2019,saltmarsh,0,NA,NA,NA
91,2019,saltmarsh,0,NA,NA,NA
92,2019,saltmarsh,0,NA,NA,NA
93,2019,saltmarsh,0,NA,NA,NA
94,2019,saltmarsh,0,NA,NA,NA
95,2019,saltmarsh,0,NA,NA,NA
96,2019,saltmarsh,0,NA,NA,NA
97,2019,saltmarsh,0,NA,NA,NA
98,2019,saltmarsh,0,NA,NA,NA
99,2019,saltmarsh,0,NA,NA,NA
100,2019,saltmarsh,0,NA,NA,NA
101,2019,saltmarsh,1.746501543160298,NA,NA,0
102,2019,saltmarsh,71.60656326957222,NA,NA,0
103,2019,saltmarsh,0,NA,NA,NA
104,2019,saltmarsh,0,NA,NA,NA
105,2019,saltmarsh,0,NA,NA,NA
106,2019,saltmarsh,1.746501543160298,NA,NA,0
107,2019,saltmarsh,0,NA,NA,NA
108,2019,saltmarsh,0,NA,NA,NA
110,2019,saltmarsh,0.873250771580149,NA,NA,0
111,2019,saltmarsh,0,NA,NA,NA
112,2019,saltmarsh,2.619752314740447,NA,NA,0
