rgn_id,rgn_name,commodity,product,year,usd,tonnes,gapfill,territory,admin_rgn_id,admin_country_name,Notes,georgn_id
67,Libya,Ornamental fish nei,ornamentals,1997,6,0.1,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,1998,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,1999,14,1,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2000,72,8,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2001,24,2,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2002,20,2,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2003,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2004,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2005,3,0.1,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2006,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2007,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2008,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2009,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2010,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2011,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2012,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2013,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2014,0,0,none,no,67,Libya,,15
67,Libya,Ornamental fish nei,ornamentals,2015,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,1998,362,16,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,1999,0,0,zerofill,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2000,650,19,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2001,1060,25,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2002,663,13,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2003,141,1,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2004,213,2,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2005,255,2,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2006,0,0,zerofill,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2007,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2008,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2009,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2010,113,1,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2011,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2012,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2013,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2014,0,0,none,no,67,Libya,,15
67,Libya,Natural sponges raw,sponges,2015,0,0,none,no,67,Libya,,15
