"rgn_id","year","basic_sani_prop","popsum","propWO_x_pop","propWO_x_pop_log","pressure_score"
14,2011,0.870337849703885,24784488.2121523,3213610.03557637,14.9829057960443,0.735462197484177
14,2012,0.872812751148817,24823245.506096,3157200.30347785,14.9651965296751,0.734592907098385
14,2013,0.87530074951923,24862002.8000397,3100273.11461575,14.9470010896158,0.733699752024704
14,2014,0.87778873079323,24900760.0939835,3043153.49529902,14.9284051983097,0.732786940099544
14,2015,0.880276592037949,24939517.3879272,2985844.01461148,14.9093933517193,0.731853710280047
15,2011,0.73,107614840.357635,29056006.8965615,17.1847358321535,0.843542884827955
15,2012,0.73,109264735.496643,29501478.5840936,17.1999509754453,0.844289746810052
15,2013,0.74,110914630.635651,28837803.9652693,17.1771977567102,0.84317286517984
15,2014,0.74,112564525.774659,29266776.7014113,17.1919635638279,0.843897670708106
15,2015,0.75,114214420.913667,28553605.2284167,17.1672937988186,0.842686712044137
16,2011,1,20963770.7778977,0,0,0
16,2012,1,21299996.3342269,0,0,0
16,2013,1,21636221.890556,0,0,0
16,2014,1,21972447.4468852,0,0,0
16,2015,1,22308673.0032143,0,0,0
17,2011,0.19,3366740.0753031,2727059.46099551,14.8187348328308,0.727403577947236
17,2012,0.19,3412525.39437498,2764145.56944373,14.8322424904825,0.728066625003303
17,2013,0.19,3458310.71344687,2801231.67789197,14.8455701203716,0.728720835081036
17,2014,0.19,3504096.03251875,2838317.78634019,14.8587224582093,0.729366440641121
17,2015,0.19,3549881.35159063,2875403.89478841,14.8717040552674,0.730003665090719
18,2011,0.91,1052040.12070015,94683.6108630135,11.4583067618825,0.562451074928789
18,2012,0.92,1058985.96448456,84718.8771587648,11.3471055303069,0.556992567530367
18,2013,0.93,1065931.80826897,74615.2265788279,11.2201132770005,0.550758930147102
18,2014,0.95,1072877.65205338,53643.882602669,10.890141358657,0.534561680062473
18,2015,0.96,1079823.49583779,43192.9398335116,10.6734554827601,0.523925273972742
19,2011,0.91,48520.7875556435,4366.87088000791,8.38203095655007,0.411446684014543
19,2012,0.91,48723.2466446438,4385.09219801794,8.38619394973682,0.411651031833245
19,2013,0.92,48925.7057336441,3914.05645869153,8.27258502944264,0.406074338813162
19,2014,0.91,49128.1648226444,4421.53483403799,8.39446830255193,0.412057192946917
19,2015,0.91,49330.6239116448,4439.75615204803,8.39857994544142,0.412259020146256
20,2011,1,44519724.5491451,0,0,0
20,2012,1,44764598.8038407,0,0,0
20,2013,1,45009473.0585363,0,0,0
20,2014,1,45254347.313232,0,0,0
20,2015,1,45499221.5679276,0,0,0
21,2011,0.77,17775061.4901744,4088264.14274011,15.223631267554,0.747278629268304
21,2012,0.77,17863855.0700674,4108686.6661155,15.2286142328362,0.747523226854798
21,2013,0.77,17952648.6499605,4129109.18949091,15.233572491238,0.747766611660757
21,2014,0.77,18041442.2298536,4149531.71286633,15.2385062865578,0.748008795653451
21,2015,0.77,18130235.8097466,4169954.23624172,15.2434158590032,0.748249790623888
24,2011,0.39,1035171.90770231,631454.863698409,13.3557833271163,0.655592038593526
24,2012,0.41,1042549.43271723,615104.165303166,13.3295485326627,0.654304257715636
24,2013,0.44,1049926.95773215,587959.096330004,13.2844143611936,0.652088767784501
24,2014,0.46,1057304.48274706,570944.420683412,13.2550488985764,0.650647312571436
24,2015,0.49,1064682.00776198,542987.82395861,13.2048440166759,0.648182917929328
25,2011,0.95,27785101.9105629,1389255.09552815,14.144278978772,0.694296729964313
25,2012,0.95,28362173.5189244,1418108.67594622,14.1648353286024,0.695305774433009
25,2013,0.95,28939245.127286,1446962.2563643,14.1849776123156,0.696294493740447
25,2014,0.95,29516316.7356475,1475815.83678238,14.2047221821213,0.697263690563504
25,2015,0.95,30093388.3440091,1504669.41720046,14.2240844402895,0.698214120949603
26,2011,0.743,588269.512792798,151185.264787749,11.9262678972504,0.585421767639525
26,2012,0.749,590473.68343247,148208.89454155,11.9063847544032,0.584445768715798
26,2013,0.755,592677.854072142,145206.074247675,11.8859161009,0.58344102897506
26,2014,0.762,594882.024711814,141581.921881412,11.8606408447859,0.582200348718725
26,2015,0.77,597086.195351486,137329.824930842,11.8301480744301,0.580703557629029
28,2011,0.33,925675.26539247,620202.427812955,13.3378028125809,0.654709433515974
28,2012,0.33,948734.87627012,635652.36710098,13.3624086734632,0.655917255333841
28,2013,0.34,971794.487147769,641384.361517527,13.3713857432766,0.656357910543301
28,2014,0.34,994854.098025418,656603.704696776,13.3948374492643,0.65750907864482
28,2015,0.34,1017913.70890307,671823.047876026,13.4177517517031,0.658633867351022
29,2011,0.77,341600.265726612,78568.0611171208,11.2717332764627,0.553292788315565
29,2012,0.77,350887.779857877,80704.1893673117,11.2985581566183,0.554609534584612
29,2013,0.77,360175.293989141,82840.3176175024,11.324682220954,0.55589188008055
29,2014,0.77,369462.808120406,84976.4458676934,11.3501411575298,0.557141576614354
29,2015,0.77,378750.32225167,87112.5741178841,11.3749679959091,0.558360245500052
30,2011,1,0,0,0,0
30,2012,1,0,0,0,0
30,2013,1,0,0,0,0
30,2014,1,0,0,0,0
30,2015,1,0,0,0,0
31,2011,0.99,161107.558455839,1611.07558455839,7.3852778106512,0.362519308443271
31,2012,0.99,162245.260355156,1622.45260355156,7.39231039712325,0.362864515279057
31,2013,1,163382.962254472,0,0,0
31,2014,1,164520.664153789,0,0,0
31,2015,1,165658.366053106,0,0,0
32,2011,0.99,925510.190052852,9255.10190052853,9.13303827794521,0.448311194973812
32,2012,0.99,932029.443795812,9320.29443795813,9.1400567862285,0.448655710757022
32,2013,0.99,938548.697538773,9385.48697538774,9.14702637817359,0.448997825396017
32,2014,0.99,945067.951281733,9450.67951281734,9.15394773092041,0.449337572129397
32,2015,0.99,951587.205024693,9515.87205024694,9.1608215076452,0.449674983510329
33,2011,1,0,0,0,0
33,2012,1,0,0,0,0
33,2013,1,0,0,0,0
33,2014,1,0,0,0,0
33,2015,1,0,0,0,0
34,2011,1,0,0,0,0
34,2012,1,0,0,0,0
34,2013,1,0,0,0,0
34,2014,1,0,0,0,0
34,2015,1,0,0,0,0
35,2011,1,0,0,0,0
35,2012,1,0,0,0,0
35,2013,1,0,0,0,0
35,2014,1,0,0,0,0
35,2015,1,0,0,0,0
36,2011,1,0,0,0,0
36,2012,1,0,0,0,0
36,2013,1,0,0,0,0
36,2014,1,0,0,0,0
36,2015,1,0,0,0,0
37,2011,0.93,1424449.40771361,99711.4585399526,11.5100459084234,0.564990781640485
37,2012,0.93,1430446.4712012,100131.252984084,11.5142471210388,0.565197005526844
37,2013,0.93,1436443.53468879,100551.047428215,11.518430757283,0.565402366646213
37,2014,0.93,1442440.59817638,100970.841872347,11.5225969636102,0.565606872187545
37,2015,0.93,1448437.66166397,101390.636316478,11.5267458846514,0.565810529250311
38,2011,1,0,0,0,0
38,2012,1,0,0,0,0
38,2013,1,0,0,0,0
38,2014,1,0,0,0,0
38,2015,1,0,0,0,0
39,2011,0.96,2176957.71609491,87078.3086437965,11.3745745759945,0.558340933793841
39,2012,0.96,2214477.20255,88579.0881020001,11.3916623720804,0.559179718221283
39,2013,0.96,2251996.68900508,90079.8675602033,11.4084630743241,0.56000441014417
39,2014,0.96,2289516.17546017,91580.6470184069,11.4249861705264,0.56081547528785
39,2015,0.96,2327035.66191526,93081.4264766105,11.4412406857981,0.5616133566657
40,2011,0.92,14874158.6058036,1189932.68846429,13.9894081395555,0.686694623317784
40,2012,0.93,14945705.2443478,1046199.36710435,13.8606754608117,0.680375554100787
40,2013,0.94,15017251.8828919,901035.112973515,13.7113006167789,0.673043228012869
40,2014,0.94,15088798.5214361,905327.911286167,13.7160535945398,0.67327653625869
40,2015,0.94,15160345.1599803,909620.709598819,13.7207840883267,0.673508740839236
41,2011,0.2,9803363.86098427,7842691.08878742,15.8750927120575,0.779256756346778
41,2012,0.21,9991659.59420332,7893411.07942062,15.8815390555402,0.779573186417689
41,2013,0.22,10179955.3274224,7940365.15538947,15.8874699474484,0.779864314644433
41,2014,0.23,10368251.0606414,7983553.31669388,15.8928942733579,0.780130577191073
41,2015,0.24,10556546.7938605,8022975.56333398,15.8978200535467,0.780372367747006
42,2011,0.08,7479417.80943233,6881064.38467774,15.7442840503452,0.772835783866375
42,2012,0.09,7738616.48634727,7042141.00257602,15.7674229435856,0.773971597005799
42,2013,0.09,7997815.1632622,7278011.7985686,15.8003684156809,0.775588783260205
42,2014,0.09,8257013.84017713,7513882.59456119,15.8322630131889,0.777154385493203
42,2015,0.1,8516212.51709207,7664591.26538286,15.852121874533,0.778129192516787
43,2011,0.3,3367713.1271972,2357399.18903804,14.6730699549638,0.720253362052495
43,2012,0.3,3451278.27839609,2415894.79487726,14.6975807058473,0.721456515229329
43,2013,0.3,3534843.42959497,2474390.40071648,14.7215050250465,0.722630882378872
43,2014,0.3,3618408.58079385,2532886.0065557,14.7448703194439,0.723777808815994
43,2015,0.3,3701973.73199273,2591381.61239491,14.7677021184202,0.724898547695101
44,2011,0.18,3332216.91578366,2732417.8709426,14.8206978081776,0.727499934033424
44,2012,0.18,3414027.26415282,2799502.35660531,14.8449525867721,0.728690522361709
44,2013,0.17,3495837.61252199,2901545.21839325,14.8807543316237,0.730447913771678
44,2014,0.17,3577647.96089115,2969447.80753965,14.9038869068686,0.731583416781217
44,2015,0.16,3659458.30926031,3073944.97977866,14.9384726296597,0.733281117616544
45,2011,0.11,963648.65234522,857647.300587246,13.6619493883602,0.670620736448449
45,2012,0.11,987187.121240948,878596.537904444,13.6860822082258,0.671805338218726
45,2013,0.11,1010725.59013668,899545.775221645,13.7096463323788,0.672962024562969
45,2014,0.11,1034264.0590324,920495.012538836,13.7326679478032,0.674092080915197
45,2015,0.11,1057802.52792813,941444.249856036,13.7551714733503,0.675196705917533
46,2011,0.51,822018.08520852,402788.861752175,12.9061702700763,0.633521993473472
46,2012,0.51,830436.305145007,406913.789521053,12.9163590801492,0.634022129077875
46,2013,0.51,838854.525081494,411038.717289932,12.9264451245514,0.634517220249167
46,2014,0.51,847272.74501798,415163.64505881,12.9364304556158,0.635007367729715
46,2015,0.51,855690.964954467,419288.572827689,12.9463170648022,0.635492669273813
47,2011,0.54,5179625.58017844,2382627.76688208,14.68371496001,0.72077589078691
47,2012,0.56,5316985.48907086,2339473.61519118,14.6654369387022,0.719878682067874
47,2013,0.57,5454345.39796329,2345368.52112421,14.6679535257529,0.720002213155083
47,2014,0.58,5591705.30685571,2348516.2288794,14.669294720543,0.720068048052595
47,2015,0.6,5729065.21574814,2291626.08629926,14.6447726412666,0.718864338801735
48,2011,0.97,2347076.99776539,70412.3099329618,11.162137585824,0.5479130917087
48,2012,0.98,2566959.7191727,51339.194383454,10.8462292406169,0.532406176766277
48,2013,0.99,2786842.44058002,27868.4244058002,10.2352854674389,0.502416930616214
48,2014,0.99,3006725.16198733,30067.2516198733,10.3112251306232,0.5061445621132
48,2015,0.99,3226607.88339464,32266.0788339464,10.3818027582943,0.509608988696857
49,2011,0.3,827107.369626736,578975.158738715,13.2690165790903,0.651332940656156
49,2012,0.31,864322.757615414,596382.702754636,13.2986395354676,0.652787035401847
49,2013,0.32,901538.145604092,613045.939010783,13.3261967845982,0.654139731285952
49,2014,0.33,938753.533592769,628964.867507155,13.3518322695157,0.655398094004615
49,2015,0.35,975968.921581447,634379.799027941,13.3604046824953,0.655818885923992
50,2011,1,9620036.93445679,0,0,0
50,2012,1,9841282.08672976,0,0,0
50,2013,1,10062527.2390027,0,0,0
50,2014,1,10283772.3912757,0,0,0
50,2015,1,10505017.5435487,0,0,0
51,2011,1,3372373.52756718,0,0,0
51,2012,1,3547344.52460747,0,0,0
51,2013,1,3722315.52164775,0,0,0
51,2014,1,3897286.51868804,0,0,0
51,2015,1,4072257.51572833,0,0,0
52,2011,1,2082792.80691597,0,0,0
52,2012,1,2119857.61116899,0,0,0
52,2013,1,2156922.41542201,0,0,0
52,2014,1,2193987.21967503,0,0,0
52,2015,1,2231052.02392805,0,0,0
53,2011,0.51,14040400.8304718,6879796.40693118,15.744099762809,0.772826737789585
53,2012,0.53,14323260.8975095,6731932.62182947,15.7223729741476,0.771760240278975
53,2013,0.55,14606120.9645472,6572754.43404624,15.6984436988928,0.770585629852756
53,2014,0.57,14888981.0315849,6402261.84358151,15.6721620551486,0.769295549295305
53,2015,0.58,15171841.0986226,6372173.26142149,15.6674512976327,0.769064313504223
54,2011,1,5011980.94716381,0,0,0
54,2012,1,5120332.09237669,0,0,0
54,2013,1,5228683.23758957,0,0,0
54,2014,1,5337034.38280245,0,0,0
54,2015,1,5445385.52801533,0,0,0
55,2011,0.977,386102.996838358,8880.36892728224,9.09171098258275,0.446282572230193
55,2012,0.979,384817.426270072,8081.16595167152,8.99741517891827,0.441653897397644
55,2013,0.979,383531.855701785,8054.16896973749,8.99406927239137,0.441489657710072
55,2014,0.982,382246.285133499,6880.43313240299,8.83658221336344,0.433759129327615
55,2015,0.982,380960.714565213,6857.29286217384,8.83321383584014,0.433593786611792
56,2011,0.61,601317.027687796,234513.64079824,12.3652732990272,0.606971117404738
56,2012,0.63,608792.489357143,225253.221062143,12.3249849147496,0.604993491433031
56,2013,0.64,616267.95102649,221856.462369536,12.3097903932462,0.604247641707572
56,2014,0.65,623743.412695836,218310.194443543,12.2936768213128,0.603456678780565
56,2015,0.65,631218.874365183,220926.606027814,12.3055903523009,0.604041475334689
57,2011,0.977,317524.585805445,7303.06547352524,8.89618638629887,0.43668490464804
57,2012,0.979,315983.582153276,6635.6552252188,8.80036338441358,0.431981264613496
57,2013,0.979,314442.578501108,6603.29414852327,8.79547534501165,0.431741326630245
57,2014,0.982,312901.574848939,5632.22834728091,8.63643797549204,0.423934698539459
57,2015,0.982,311360.57119677,5604.49028154187,8.63150180385597,0.423692397901116
58,2011,0.977,2453859.73994527,56438.7740187413,10.9409294020385,0.537054700208212
58,2012,0.979,2465090.98015205,51766.9105831931,10.8545257494754,0.532813425448179
58,2013,0.979,2476322.22035882,52002.7666275353,10.8590714300852,0.533036558149929
58,2014,0.982,2487553.4605656,44775.9622901808,10.7094490515449,0.525692081396757
58,2015,0.982,2498784.70077237,44978.1246139027,10.7139537636499,0.525913203087626
59,2011,0.99,3100728.7946785,31007.287946785,10.3420098008569,0.507655681620132
59,2012,0.99,3119356.72476396,31193.5672476396,10.3479992319575,0.50794968334576
59,2013,0.99,3137984.65484943,31379.8465484943,10.3539530032493,0.508241934647153
59,2014,0.99,3156612.5849349,31566.125849349,10.3598715368422,0.508532456244322
59,2015,0.99,3175240.51502036,31752.4051502036,10.3657552473954,0.508821268491543
60,2011,0.977,98585.8704263557,2267.47501980618,7.72686308727622,0.379286620578491
60,2012,0.979,99362.7200108647,2086.61712022816,7.64377856064968,0.375208270933803
60,2013,0.979,100139.569595374,2102.93096150286,7.65156276034531,0.37559037202232
60,2014,0.982,100916.419179883,1816.4955452379,7.50521475836637,0.368406623782958
60,2015,0.982,101693.268764392,1830.47883775906,7.51287902755701,0.368782837872387
61,2011,0.9,8484741.95721242,848474.195721242,13.6511961301369,0.670092893917056
61,2012,0.91,8609618.72361685,774865.685125516,13.5604462743456,0.665638278152252
61,2013,0.92,8734495.49002127,698759.639201701,13.4570635293845,0.660563554875868
61,2014,0.93,8859372.2564257,620156.057949799,13.3377280442152,0.654705763379669
61,2015,0.93,8984249.02283013,628897.431598109,13.3517250466473,0.655392830782147
62,2011,0.8,17088472.1037922,3417694.42075844,15.044477028318,0.738484529360666
62,2012,0.81,17380673.9114216,3302328.0431701,15.0101385481553,0.736798964863198
62,2013,0.82,17672875.719051,3181117.62942918,14.9727434631605,0.734963361559018
62,2014,0.83,17965077.5266804,3054063.17953567,14.9319837794501,0.73296260102842
62,2015,0.83,18257279.3343099,3103737.48683268,14.9481179063599,0.733754572932477
63,2011,0.8,472369.355818682,94473.8711637364,11.4560891645093,0.562342220274061
63,2012,0.805,486600.01242608,94887.0024230856,11.4604525532454,0.562556404859616
63,2013,0.81,500830.669033477,95157.8271163606,11.4633026389559,0.562696306313193
63,2014,0.815,515061.325640875,95286.3452435618,11.4646522921951,0.562762556408512
63,2015,0.818333333333333,529291.982248273,96154.7101084363,11.4737241367568,0.563207863802645
64,2011,0.39,1240326.67424768,756599.271291085,13.5365903497471,0.664467268271586
64,2012,0.4,1286966.72189149,772180.033134894,13.5569743003957,0.665467850224216
64,2013,0.42,1333606.7695353,773491.926330474,13.5586718039379,0.665551175161471
64,2014,0.43,1380246.81717911,786740.685792093,13.5756552470819,0.666384837241817
64,2015,0.45,1426886.86482292,784787.775652606,13.5731698849554,0.666262838884757
65,2011,0.45,1531188.76624208,842153.821433144,13.6437191497579,0.66972587322728
65,2012,0.44,1587545.00942156,889025.205276074,13.6978819913125,0.672384551257699
65,2013,0.43,1643901.25260103,937023.713982587,13.7504649365212,0.674965677306262
65,2014,0.42,1700257.49578051,986149.347552696,13.8015641042655,0.677473969536784
65,2015,0.42,1756613.73895998,1018835.96859679,13.8341723078413,0.679074600374644
66,2011,0.46,8027449.76129473,4334822.87109915,15.2821915378671,0.750153162798449
66,2012,0.46,8287772.09521777,4475396.9314176,15.3141058289595,0.75171973172556
66,2013,0.47,8548094.42914082,4530490.04744463,15.3263408905789,0.752320311174396
66,2014,0.48,8808416.76306386,4580376.71679321,15.3372920236054,0.752857866737399
66,2015,0.48,9068739.0969869,4715744.33043319,15.3664175380009,0.754287543671351
67,2011,1,3013733.36597706,0,0,0
67,2012,1,3015016.80832518,0,0,0
67,2013,1,3016300.2506733,0,0,0
67,2014,1,3017583.69302142,0,0,0
67,2015,1,3018867.13536954,0,0,0
68,2011,1,545991.26164513,0,0,0
68,2012,1,548017.308514909,0,0,0
68,2013,1,550043.355384687,0,0,0
68,2014,1,552069.402254465,0,0,0
68,2015,1,554095.449124243,0,0,0
69,2011,0.91,1437805.63181649,129402.506863484,11.770690761636,0.577784991196103
69,2012,0.91,1420126.24173278,127811.36175595,11.7583185436026,0.577177679184239
69,2013,0.92,1402446.85164906,112195.748131925,11.6280092888693,0.570781220970906
69,2014,0.92,1384767.46156535,110781.396925228,11.6153231681578,0.570158500495781
69,2015,0.93,1367088.07148164,95696.1650037147,11.4689439532166,0.562973220113451
70,2011,0.99,1142513.84044908,11425.1384044908,9.34365885232944,0.458649875105733
70,2012,1,1141983.32111722,0,0,0
70,2013,1,1141452.80178536,0,0,0
70,2014,1,1140922.2824535,0,0,0
70,2015,1,1140391.76312164,0,0,0
71,2011,0.86,1042833.96824435,145996.755554209,11.8913465276559,0.583707590992438
71,2012,0.86,1041553.1096793,145817.435355102,11.8901175333282,0.583647263651317
71,2013,0.86,1040272.25111425,145638.115155995,11.8888870267147,0.583586862076995
71,2014,0.86,1038991.3925492,145458.794956888,11.887655004089,0.583526386086557
71,2015,0.86,1037710.53398415,145279.474757781,11.886421461711,0.583465835496412
72,2011,0.82,888424.188545701,159916.353938226,11.9824124228782,0.588177720106761
72,2012,0.82,868630.532865029,156353.495915705,11.9598811179296,0.587071731503796
72,2013,0.82,848836.877184358,152790.637893184,11.9368304283871,0.585940247997512
72,2014,0.82,829043.221503687,149227.779870664,11.9132358427255,0.584782066396719
72,2015,0.82,809249.565823015,145664.921848143,11.8890710722259,0.583595896273561
73,2011,0.87,1677140.95692169,218028.32439982,12.2923848483203,0.603393260021276
73,2012,0.88,1679326.74218409,201519.209062091,12.213644948452,0.599528173997566
73,2013,0.88,1681512.52744648,201781.503293578,12.2149456799394,0.599592022682936
73,2014,0.88,1683698.31270888,202043.797525066,12.2162447217221,0.599655788426184
73,2015,0.89,1685884.09797128,185447.250776841,12.1305311505564,0.595448387521323
74,2011,0.88,1042110.13899976,125053.216679971,11.736502655689,0.576106808080635
74,2012,0.87,1033028.82236295,134293.746907183,11.8077922671312,0.579606183635867
74,2013,0.86,1023947.50572614,143352.65080166,11.8730699387351,0.582810452584628
74,2014,0.86,1014866.18908933,142081.266472506,11.8641615101857,0.58237316675194
74,2015,0.85,1005784.87245252,150867.730867878,11.9241654057081,0.585318563156299
75,2011,0.96,7162829.00602267,286513.160240907,12.5655432388402,0.616801718493065
75,2012,0.96,7152856.9386387,286114.277545548,12.5641500769328,0.616733332698495
75,2013,0.96,7142884.87125473,285715.394850189,12.5627549714173,0.616664851498511
75,2014,0.96,7132912.80387076,285316.512154831,12.561357916863,0.616596274626538
75,2015,0.96,7122940.73648679,284917.629459472,12.5599589078163,0.616527601814886
76,2011,0.93,38741721.3766229,2711920.4963636,14.8131679808549,0.727130319258769
76,2012,0.94,39516673.9656958,2371000.43794175,14.6788229715179,0.72053575895565
76,2013,0.95,40291626.5547686,2014581.32773843,14.5159224503577,0.712539501294107
76,2014,0.96,41066579.1438415,1642663.16575366,14.3118299730548,0.702521264251809
76,2015,0.96,41841531.7329143,1673661.26931657,14.3305247589702,0.703438930592236
77,2011,0.93,2443159.36733853,171021.155713697,12.0495483926691,0.591473206879803
77,2012,0.93,2378223.228326,166475.62598282,12.0226101940602,0.590150898175817
77,2013,0.93,2313287.08931347,161930.096251943,11.9949261919572,0.58879198039985
77,2014,0.93,2248350.95030093,157384.566521065,11.9664539114029,0.587394368594177
77,2015,0.93,2183414.8112884,152839.036790188,11.9371471422713,0.585955794453746
78,2011,0.89,5570920.87637597,612801.296401357,13.3257976447927,0.65412013880887
78,2012,0.91,5943498.72100942,534914.884890848,13.189864789014,0.647447636279505
78,2013,0.92,6316076.56564286,505286.125251429,13.1328821115401,0.644650541659543
78,2014,0.94,6688654.4102763,401319.264616578,12.9025150524049,0.633342570706121
78,2015,0.95,7061232.25490974,353061.612745487,12.7744006934033,0.627053852797649
79,2011,1,8157407.44890014,0,0,0
79,2012,1,8321509.27601554,0,0,0
79,2013,1,8485611.10313094,0,0,0
79,2014,1,8649712.93024634,0,0,0
79,2015,1,8813814.75736174,0,0,0
80,2011,0.98,11564953.0801237,231299.061602474,12.351471114551,0.606293612983157
80,2012,0.98,11519443.0659222,230388.861318444,12.3475282021414,0.606100068215225
80,2013,0.98,11473933.0517207,229478.661034414,12.3435696816118,0.605905757295358
80,2014,0.99,11428423.0375193,114284.230375193,11.6464526233687,0.571686544377762
80,2015,0.99,11382913.0233178,113829.130233178,11.642462530421,0.571490683670404
81,2011,1,1235378.74440292,0,0,0
81,2012,1,1248787.09555887,0,0,0
81,2013,0.99,1262195.44671482,12621.9544671482,9.44327221861241,0.463539571821614
81,2014,0.99,1275603.79787078,12756.0379787078,9.45383839662156,0.464058231192726
81,2015,0.99,1289012.14902673,12890.1214902673,9.46429409682406,0.464571467567021
82,2011,0.96,2291342.65489024,91653.7061956097,11.4257836016015,0.560854618590147
82,2012,0.97,2307275.87145738,69218.2761437215,11.1450346598062,0.547073564602028
82,2013,0.97,2323209.08802451,69696.2726407354,11.1519164660079,0.547411370123914
82,2014,0.98,2339142.30459165,46782.846091833,10.7532932533433,0.527844250905162
82,2015,0.98,2355075.52115879,47101.5104231758,10.7600815784392,0.528177467743088
84,2011,0.87,17849925.4384548,2320490.30699912,14.6572894914806,0.719478750337739
84,2012,0.87,18172894.7073134,2362476.31195074,14.6752213348968,0.720358966308084
84,2013,0.87,18495863.976172,2404462.31690236,14.6928372835645,0.721223676030902
84,2014,0.87,18818833.2450306,2446448.32185398,14.710148274947,0.722073416390756
84,2015,0.87,19141802.5138892,2488434.3268056,14.7271646881167,0.722908696862611
85,2011,0.970625,803.049492227629,23.5895788341866,3.2023227285575,0.157191625113215
85,2012,0.9725,808.406473880825,22.2311780317227,3.14549525715054,0.154402149055142
85,2013,0.97375,813.763455534021,21.361290707768,3.10733137058194,0.152528807777932
85,2014,0.974375,819.120437187218,20.9899612029225,3.09058604025963,0.151706833882876
85,2015,0.975625,824.477418840414,20.0966370842351,3.04911364788563,0.149671088798076
86,2011,0.99,5128.60083277933,51.2860083277933,3.95672880808585,0.194222970073806
86,2012,1,5051.81707773103,0,0,0
86,2013,1,4975.03332268274,0,0,0
86,2014,1,4898.24956763445,0,0,0
86,2015,1,4821.46581258615,0,0,0
