"rgn_id","year","pop_per_km2"
1,2000,195.555766748592
1,2001,197.860417134824
1,2002,200.165067521056
1,2003,202.469717907288
1,2004,204.774368293521
1,2005,207.079018679753
1,2006,210.936429240478
1,2007,214.793839801203
1,2008,218.651250361928
1,2009,222.508660922654
1,2010,226.366071483379
1,2011,230.055277536526
1,2012,233.744483589672
1,2013,237.433689642819
1,2014,241.122895695966
1,2015,244.812101749112
1,2016,248.137660081163
1,2017,251.463218413213
1,2018,254.788776745264
1,2019,258.114335077315
1,2020,261.439893409366
2,2000,30.2708001420313
2,2001,30.6495787151971
2,2002,31.0283572883629
2,2003,31.4071358615287
2,2004,31.7859144346945
2,2005,32.1646930078603
2,2006,32.7683235743912
2,2007,33.3719541409221
2,2008,33.975584707453
2,2009,34.5792152739839
2,2010,35.1828458405149
2,2011,35.7589446701748
2,2012,36.3350434998347
2,2013,36.9111423294946
2,2014,37.4872411591545
2,2015,38.0633399888144
2,2016,38.5942746317852
2,2017,39.1252092747559
2,2018,39.6561439177267
2,2019,40.1870785606974
2,2020,40.7180132036682
3,2000,90.3081007661298
3,2001,90.27527730373
3,2002,90.2424538413302
3,2003,90.2096303789305
3,2004,90.1768069165309
3,2005,90.1439834541312
3,2006,90.6535717385263
3,2007,91.1631600229216
3,2008,91.672748307317
3,2009,92.1823365917121
3,2010,92.6919248761074
3,2011,93.0151204292302
3,2012,93.3383159823533
3,2013,93.6615115354761
3,2014,93.9847070885988
3,2015,94.3079026417219
3,2016,94.3943996605644
3,2017,94.480896679407
3,2018,94.5673936982498
3,2019,94.6538907170923
3,2020,94.7403877359349
4,2000,0
4,2001,0
4,2002,0
4,2003,0
4,2004,0
4,2005,0
4,2006,0
4,2007,0
4,2008,0
4,2009,0
4,2010,0
4,2011,0
4,2012,0
4,2013,0
4,2014,0
4,2015,0
4,2016,0
4,2017,0
4,2018,0
4,2019,0
4,2020,0
5,2000,18.0524572106913
5,2001,18.3702213459423
5,2002,18.6879854811933
5,2003,19.0057496164443
5,2004,19.3235137516954
5,2005,19.6412778869463
5,2006,19.9222034803181
5,2007,20.2031290736897
5,2008,20.4840546670614
5,2009,20.7649802604331
5,2010,21.0459058538048
5,2011,21.289092790829
5,2012,21.5322797278532
5,2013,21.7754666648773
5,2014,22.0186536019015
5,2015,22.2618405389257
5,2016,22.4752344010385
5,2017,22.6886282631512
5,2018,22.902022125264
5,2019,23.1154159873767
5,2020,23.3288098494895
6,2000,22.0569848954115
6,2001,22.621817630719
6,2002,23.1866503660266
6,2003,23.7514831013342
6,2004,24.3163158366417
6,2005,24.8811485719493
6,2006,25.5041851563465
6,2007,26.1272217407437
6,2008,26.7502583251408
6,2009,27.373294909538
6,2010,27.9963314939353
6,2011,28.6497266697607
6,2012,29.3031218455862
6,2013,29.9565170214117
6,2014,30.6099121972371
6,2015,31.2633073730626
6,2016,31.9382784353206
6,2017,32.6132494975785
6,2018,33.2882205598364
6,2019,33.9631916220944
6,2020,34.6381626843524
7,2000,25.3523964760496
7,2001,25.9911528069553
7,2002,26.6299091378609
7,2003,27.2686654687665
7,2004,27.9074217996721
7,2005,28.5461781305777
7,2006,29.1650489141909
7,2007,29.7839196978042
7,2008,30.4027904814173
7,2009,31.0216612650306
7,2010,31.6405320486438
7,2011,32.2486304012371
7,2012,32.8567287538304
7,2013,33.4648271064237
7,2014,34.072925459017
7,2015,34.6810238116104
7,2016,35.2584661286959
7,2017,35.8359084457814
7,2018,36.4133507628669
7,2019,36.990793079952
7,2020,37.5682353970375
8,2000,127.361304308084
8,2001,127.616249115575
8,2002,127.871193923066
8,2003,128.126138730557
8,2004,128.381083538048
