"rgn_id","year","basic_sani_prop","method","inhab"
1,2000,1,"UN georegion (r2)",NA
1,2001,1,"UN georegion (r2)",NA
1,2002,1,"UN georegion (r2)",NA
1,2003,1,"UN georegion (r2)",NA
1,2004,1,"UN georegion (r2)",NA
1,2005,1,"UN georegion (r2)",NA
1,2006,1,"UN georegion (r2)",NA
1,2007,1,"UN georegion (r2)",NA
1,2008,1,"UN georegion (r2)",NA
1,2009,1,"UN georegion (r2)",NA
1,2010,1,"UN georegion (r2)",NA
1,2011,1,"UN georegion (r2)",NA
1,2012,1,"UN georegion (r2)",NA
1,2013,1,"UN georegion (r2)",NA
1,2014,1,"UN georegion (r2)",NA
1,2015,1,"UN georegion (r2)",NA
2,2000,1,"UN georegion (r2)",NA
2,2001,1,"UN georegion (r2)",NA
2,2002,1,"UN georegion (r2)",NA
2,2003,1,"UN georegion (r2)",NA
2,2004,1,"UN georegion (r2)",NA
2,2005,1,"UN georegion (r2)",NA
2,2006,1,"UN georegion (r2)",NA
2,2007,1,"UN georegion (r2)",NA
2,2008,1,"UN georegion (r2)",NA
2,2009,1,"UN georegion (r2)",NA
2,2010,1,"UN georegion (r2)",NA
2,2011,1,"UN georegion (r2)",NA
2,2012,1,"UN georegion (r2)",NA
2,2013,1,"UN georegion (r2)",NA
2,2014,1,"UN georegion (r2)",NA
2,2015,1,"UN georegion (r2)",NA
3,2000,1,"UN georegion (r2)",NA
3,2001,1,"UN georegion (r2)",NA
3,2002,1,"UN georegion (r2)",NA
3,2003,1,"UN georegion (r2)",NA
3,2004,1,"UN georegion (r2)",NA
3,2005,1,"UN georegion (r2)",NA
3,2006,1,"UN georegion (r2)",NA
3,2007,1,"UN georegion (r2)",NA
3,2008,1,"UN georegion (r2)",NA
3,2009,1,"UN georegion (r2)",NA
3,2010,1,"UN georegion (r2)",NA
3,2011,1,"UN georegion (r2)",NA
3,2012,1,"UN georegion (r2)",NA
3,2013,1,"UN georegion (r2)",NA
3,2014,1,"UN georegion (r2)",NA
3,2015,1,"UN georegion (r2)",NA
4,2000,1,"inhab",1
4,2001,1,"inhab",1
4,2002,1,"inhab",1
4,2003,1,"inhab",1
4,2004,1,"inhab",1
4,2005,1,"inhab",1
4,2006,1,"inhab",1
4,2007,1,"inhab",1
4,2008,1,"inhab",1
4,2009,1,"inhab",1
4,2010,1,"inhab",1
4,2011,1,"inhab",1
4,2012,1,"inhab",1
4,2013,1,"inhab",1
4,2014,1,"inhab",1
4,2015,1,"inhab",1
5,2000,1,NA,NA
5,2001,1,NA,NA
5,2002,1,NA,NA
5,2003,1,NA,NA
5,2004,1,NA,NA
5,2005,1,NA,NA
5,2006,1,NA,NA
5,2007,1,NA,NA
5,2008,1,NA,NA
5,2009,1,NA,NA
5,2010,1,NA,NA
5,2011,1,NA,NA
5,2012,1,NA,NA
5,2013,1,NA,NA
5,2014,1,NA,NA
5,2015,1,NA,NA
6,2000,0.53,NA,NA
6,2001,0.53,NA,NA
6,2002,0.53,NA,NA
6,2003,0.53,NA,NA
6,2004,0.53,NA,NA
6,2005,0.53,NA,NA
6,2006,0.53,NA,NA
6,2007,0.53,NA,NA
6,2008,0.53,NA,NA
6,2009,0.53,NA,NA
6,2010,0.53,NA,NA
6,2011,0.53,NA,NA
6,2012,0.53,NA,NA
6,2013,0.53,NA,NA
6,2014,0.53,NA,NA
6,2015,0.53,NA,NA
7,2000,0.21,NA,NA
7,2001,0.21,NA,NA
7,2002,0.21,NA,NA
7,2003,0.21,NA,NA
7,2004,0.22,NA,NA
7,2005,0.23,NA,NA
7,2006,0.23,NA,NA
7,2007,0.24,NA,NA
7,2008,0.25,NA,NA
7,2009,0.26,NA,NA
7,2010,0.27,NA,NA
7,2011,0.28,NA,NA
7,2012,0.29,NA,NA
7,2013,0.3,NA,NA
7,2014,0.31,NA,NA
7,2015,0.31,NA,NA
8,2000,0.85,NA,NA
8,2001,0.87,NA,NA
8,2002,0.88,NA,NA
8,2003,0.9,NA,NA
8,2004,0.92,NA,NA
8,2005,0.93,NA,NA
8,2006,0.95,NA,NA
8,2007,0.96,NA,NA
8,2008,0.97,NA,NA
8,2009,0.98,NA,NA
8,2010,1,NA,NA
8,2011,1,NA,NA
8,2012,1,NA,NA
8,2013,1,NA,NA
8,2014,1,NA,NA
8,2015,1,NA,NA
9,2000,0.56,"lm prediction",NA
9,2001,0.56,"lm prediction",NA
9,2002,0.56,"lm prediction",NA
9,2003,0.56,"lm prediction",NA
9,2004,0.56,"lm prediction",NA
9,2005,0.56,"lm prediction",NA
9,2006,0.56,NA,NA
9,2007,0.56,NA,NA
9,2008,0.56,NA,NA
9,2009,0.56,NA,NA
9,2010,0.56,NA,NA
9,2011,0.56,NA,NA
9,2012,0.56,NA,NA
9,2013,0.56,NA,NA
9,2014,0.56,NA,NA
9,2015,0.56,"lm prediction",NA
10,2000,0.66,NA,NA
10,2001,0.66,NA,NA
10,2002,0.66,NA,NA
10,2003,0.66,NA,NA
10,2004,0.66,NA,NA
10,2005,0.66,NA,NA
10,2006,0.66,NA,NA
10,2007,0.66,NA,NA
10,2008,0.66,NA,NA
10,2009,0.66,NA,NA
10,2010,0.66,NA,NA
10,2011,0.66,NA,NA
10,2012,0.66,NA,NA
10,2013,0.66,NA,NA
10,2014,0.66,NA,NA
10,2015,0.66,NA,NA
11,2000,0.856285714285715,"lm prediction",NA
11,2001,0.86,NA,NA
11,2002,0.86,NA,NA
11,2003,0.86,NA,NA
11,2004,0.86,NA,NA
11,2005,0.86,NA,NA
11,2006,0.86,NA,NA
11,2007,0.86,NA,NA
11,2008,0.86,NA,NA
11,2009,0.86,NA,NA
11,2010,0.87,NA,NA
11,2011,0.87,NA,NA
11,2012,0.87,NA,NA
11,2013,0.87,NA,NA
11,2014,0.87,NA,NA
11,2015,0.87,NA,NA
12,2000,1,"inhab",1
12,2001,1,"inhab",1
12,2002,1,"inhab",1
12,2003,1,"inhab",1
12,2004,1,"inhab",1
12,2005,1,"inhab",1
12,2006,1,"inhab",1
12,2007,1,"inhab",1
12,2008,1,"inhab",1
12,2009,1,"inhab",1
12,2010,1,"inhab",1
12,2011,1,"inhab",1
12,2012,1,"inhab",1
12,2013,1,"inhab",1
12,2014,1,"inhab",1
12,2015,1,"inhab",1
13,2000,0.844260089686099,NA,NA
13,2001,0.844,NA,NA
13,2002,0.847688888888889,NA,NA
13,2003,0.84787610619469,NA,NA
13,2004,0.84875,NA,NA
13,2005,0.852522522522522,NA,NA
13,2006,0.860545454545455,NA,NA
13,2007,0.864220183486239,NA,NA
13,2008,0.86553488372093,NA,NA
13,2009,0.869158878504673,NA,NA
13,2010,0.869577464788732,NA,NA
13,2011,0.870280373831776,NA,NA
13,2012,0.873009259259259,NA,NA
13,2013,0.872876712328767,NA,NA
13,2014,0.872869955156951,NA,NA
13,2015,0.873111111111111,NA,NA
14,2000,0.845478210844803,"UN georegion (r2)",NA
14,2001,0.845479219268146,"UN georegion (r2)",NA
14,2002,0.847964537002258,"UN georegion (r2)",NA
14,2003,0.850448458987858,"UN georegion (r2)",NA
14,2004,0.852932402722506,"UN georegion (r2)",NA
14,2005,0.855417054302549,"UN georegion (r2)",NA
14,2006,0.857902695957504,"UN georegion (r2)",NA
14,2007,0.860388935879575,"UN georegion (r2)",NA
14,2008,0.862875655837091,"UN georegion (r2)",NA
14,2009,0.865362802776941,"UN georegion (r2)",NA
14,2010,0.867850228455826,"UN georegion (r2)",NA
14,2011,0.870337849703885,"UN georegion (r2)",NA
14,2012,0.872812751148817,"UN georegion (r2)",NA
14,2013,0.87530074951923,"UN georegion (r2)",NA
14,2014,0.87778873079323,"UN georegion (r2)",NA
14,2015,0.880276592037949,"UN georegion (r2)",NA
15,2000,0.67,NA,NA
15,2001,0.67,NA,NA
15,2002,0.68,NA,NA
15,2003,0.68,NA,NA
15,2004,0.69,NA,NA
15,2005,0.7,NA,NA
15,2006,0.7,NA,NA
15,2007,0.71,NA,NA
15,2008,0.71,NA,NA
15,2009,0.72,NA,NA
15,2010,0.72,NA,NA
15,2011,0.73,NA,NA
15,2012,0.73,NA,NA
15,2013,0.74,NA,NA
15,2014,0.74,NA,NA
15,2015,0.75,NA,NA
16,2000,1,NA,NA
16,2001,1,NA,NA
16,2002,1,NA,NA
16,2003,1,NA,NA
16,2004,1,NA,NA
16,2005,1,NA,NA
16,2006,1,NA,NA
16,2007,1,NA,NA
16,2008,1,NA,NA
16,2009,1,NA,NA
16,2010,1,NA,NA
16,2011,1,NA,NA
16,2012,1,NA,NA
16,2013,1,NA,NA
16,2014,1,NA,NA
16,2015,1,NA,NA
17,2000,0.19,NA,NA
17,2001,0.19,NA,NA
17,2002,0.19,NA,NA
17,2003,0.19,NA,NA
17,2004,0.19,NA,NA
17,2005,0.19,NA,NA
17,2006,0.19,NA,NA
17,2007,0.19,NA,NA
17,2008,0.19,NA,NA
17,2009,0.19,NA,NA
17,2010,0.19,NA,NA
17,2011,0.19,NA,NA
17,2012,0.19,NA,NA
17,2013,0.19,NA,NA
17,2014,0.19,NA,NA
17,2015,0.19,NA,NA
18,2000,0.8,NA,NA
18,2001,0.81,NA,NA
18,2002,0.81,NA,NA
18,2003,0.82,NA,NA
18,2004,0.83,NA,NA
18,2005,0.84,NA,NA
18,2006,0.85,NA,NA
18,2007,0.87,NA,NA
18,2008,0.88,NA,NA
18,2009,0.89,NA,NA
18,2010,0.9,NA,NA
18,2011,0.91,NA,NA
18,2012,0.92,NA,NA
18,2013,0.93,NA,NA
18,2014,0.95,NA,NA
18,2015,0.96,NA,NA
19,2000,0.850190476190479,"lm prediction",NA
19,2001,0.86,NA,NA
19,2002,0.86,NA,NA
