"rgn_id","year","basic_sani_prop","method","inhab"
19,2003,0.86,NA,NA
19,2004,0.87,NA,NA
19,2005,0.87,NA,NA
19,2006,0.87,NA,NA
19,2007,0.88,NA,NA
19,2008,0.89,NA,NA
19,2009,0.89,NA,NA
19,2010,0.9,NA,NA
19,2011,0.91,NA,NA
19,2012,0.91,NA,NA
19,2013,0.92,NA,NA
19,2014,0.91,NA,NA
19,2015,0.91,NA,NA
20,2000,1,NA,NA
20,2001,1,NA,NA
20,2002,1,NA,NA
20,2003,1,NA,NA
20,2004,1,NA,NA
20,2005,1,NA,NA
20,2006,1,NA,NA
20,2007,1,NA,NA
20,2008,1,NA,NA
20,2009,1,NA,NA
20,2010,1,NA,NA
20,2011,1,NA,NA
20,2012,1,NA,NA
20,2013,1,NA,NA
20,2014,1,NA,NA
20,2015,1,NA,NA
21,2000,0.770000000000001,"lm prediction",NA
21,2001,0.770000000000001,"lm prediction",NA
21,2002,0.77,NA,NA
21,2003,0.77,NA,NA
21,2004,0.77,NA,NA
21,2005,0.77,NA,NA
21,2006,0.77,NA,NA
21,2007,0.77,NA,NA
21,2008,0.77,NA,NA
21,2009,0.77,NA,NA
21,2010,0.77,NA,NA
21,2011,0.77,NA,NA
21,2012,0.77,NA,NA
21,2013,0.77,NA,NA
21,2014,0.77,NA,NA
21,2015,0.77,NA,NA
24,2000,0.12,NA,NA
24,2001,0.15,NA,NA
24,2002,0.17,NA,NA
24,2003,0.2,NA,NA
24,2004,0.22,NA,NA
24,2005,0.24,NA,NA
24,2006,0.27,NA,NA
24,2007,0.29,NA,NA
24,2008,0.32,NA,NA
24,2009,0.34,NA,NA
24,2010,0.37,NA,NA
24,2011,0.39,NA,NA
24,2012,0.41,NA,NA
24,2013,0.44,NA,NA
24,2014,0.46,NA,NA
24,2015,0.49,NA,NA
25,2000,0.95,NA,NA
25,2001,0.95,NA,NA
25,2002,0.95,NA,NA
25,2003,0.95,NA,NA
25,2004,0.95,NA,NA
25,2005,0.95,NA,NA
25,2006,0.95,NA,NA
25,2007,0.95,NA,NA
25,2008,0.95,NA,NA
25,2009,0.95,NA,NA
25,2010,0.95,NA,NA
25,2011,0.95,NA,NA
25,2012,0.95,NA,NA
25,2013,0.95,NA,NA
25,2014,0.95,NA,NA
25,2015,0.95,NA,NA
26,2000,0.666250549450549,"UN georegion (r2)",NA
26,2001,0.673010989010989,"UN georegion (r2)",NA
26,2002,0.681,"UN georegion (r2)",NA
26,2003,0.688,"UN georegion (r2)",NA
26,2004,0.694,"UN georegion (r2)",NA
26,2005,0.702,"UN georegion (r2)",NA
26,2006,0.709,"UN georegion (r2)",NA
26,2007,0.714,"UN georegion (r2)",NA
26,2008,0.721,"UN georegion (r2)",NA
26,2009,0.73,"UN georegion (r2)",NA
26,2010,0.735,"UN georegion (r2)",NA
26,2011,0.743,"UN georegion (r2)",NA
26,2012,0.749,"UN georegion (r2)",NA
26,2013,0.755,"UN georegion (r2)",NA
26,2014,0.762,"UN georegion (r2)",NA
26,2015,0.77,"UN georegion (r2)",NA
28,2000,0.27,NA,NA
28,2001,0.27,NA,NA
28,2002,0.28,NA,NA
28,2003,0.28,NA,NA
28,2004,0.29,NA,NA
28,2005,0.29,NA,NA
28,2006,0.3,NA,NA
28,2007,0.3,NA,NA
28,2008,0.31,NA,NA
28,2009,0.31,NA,NA
28,2010,0.32,NA,NA
28,2011,0.33,NA,NA
28,2012,0.33,NA,NA
28,2013,0.34,NA,NA
28,2014,0.34,NA,NA
28,2015,0.34,NA,NA
29,2000,0.77,"lm prediction",NA
29,2001,0.77,"lm prediction",NA
29,2002,0.77,"lm prediction",NA
29,2003,0.77,"lm prediction",NA
29,2004,0.77,"lm prediction",NA
29,2005,0.77,"lm prediction",NA
29,2006,0.77,"lm prediction",NA
29,2007,0.77,"lm prediction",NA
29,2008,0.77,NA,NA
29,2009,0.77,NA,NA
29,2010,0.77,NA,NA
29,2011,0.77,NA,NA
29,2012,0.77,NA,NA
29,2013,0.77,NA,NA
29,2014,0.77,NA,NA
29,2015,0.77,NA,NA
30,2000,1,"inhab",1
30,2001,1,"inhab",1
30,2002,1,"inhab",1
30,2003,1,"inhab",1
30,2004,1,"inhab",1
30,2005,1,"inhab",1
30,2006,1,"inhab",1
30,2007,1,"inhab",1
30,2008,1,"inhab",1
30,2009,1,"inhab",1
30,2010,1,"inhab",1
30,2011,1,"inhab",1
30,2012,1,"inhab",1
30,2013,1,"inhab",1
30,2014,1,"inhab",1
30,2015,1,"inhab",1
31,2000,0.94,NA,NA
31,2001,0.95,NA,NA
31,2002,0.95,NA,NA
31,2003,0.95,NA,NA
31,2004,0.96,NA,NA
31,2005,0.96,NA,NA
31,2006,0.97,NA,NA
31,2007,0.97,NA,NA
31,2008,0.98,NA,NA
31,2009,0.98,NA,NA
31,2010,0.98,NA,NA
31,2011,0.99,NA,NA
31,2012,0.99,NA,NA
31,2013,1,NA,NA
31,2014,1,NA,NA
31,2015,1,NA,NA
32,2000,0.99,"lm prediction",NA
32,2001,0.99,"lm prediction",NA
32,2002,0.99,NA,NA
32,2003,0.99,NA,NA
32,2004,0.99,NA,NA
32,2005,0.99,NA,NA
32,2006,0.99,NA,NA
32,2007,0.99,NA,NA
32,2008,0.99,NA,NA
32,2009,0.99,NA,NA
32,2010,0.99,NA,NA
32,2011,0.99,NA,NA
32,2012,0.99,NA,NA
32,2013,0.99,NA,NA
32,2014,0.99,NA,NA
32,2015,0.99,NA,NA
33,2000,1,"inhab",1
33,2001,1,"inhab",1
33,2002,1,"inhab",1
33,2003,1,"inhab",1
33,2004,1,"inhab",1
33,2005,1,"inhab",1
33,2006,1,"inhab",1
33,2007,1,"inhab",1
33,2008,1,"inhab",1
33,2009,1,"inhab",1
33,2010,1,"inhab",1
33,2011,1,"inhab",1
33,2012,1,"inhab",1
33,2013,1,"inhab",1
33,2014,1,"inhab",1
33,2015,1,"inhab",1
34,2000,1,"inhab",1
34,2001,1,"inhab",1
34,2002,1,"inhab",1
34,2003,1,"inhab",1
34,2004,1,"inhab",1
34,2005,1,"inhab",1
34,2006,1,"inhab",1
34,2007,1,"inhab",1
34,2008,1,"inhab",1
34,2009,1,"inhab",1
34,2010,1,"inhab",1
34,2011,1,"inhab",1
34,2012,1,"inhab",1
34,2013,1,"inhab",1
34,2014,1,"inhab",1
34,2015,1,"inhab",1
35,2000,1,"inhab",1
35,2001,1,"inhab",1
35,2002,1,"inhab",1
35,2003,1,"inhab",1
35,2004,1,"inhab",1
35,2005,1,"inhab",1
35,2006,1,"inhab",1
35,2007,1,"inhab",1
35,2008,1,"inhab",1
35,2009,1,"inhab",1
35,2010,1,"inhab",1
35,2011,1,"inhab",1
35,2012,1,"inhab",1
35,2013,1,"inhab",1
35,2014,1,"inhab",1
35,2015,1,"inhab",1
36,2000,1,"inhab",1
36,2001,1,"inhab",1
36,2002,1,"inhab",1
36,2003,1,"inhab",1
36,2004,1,"inhab",1
36,2005,1,"inhab",1
36,2006,1,"inhab",1
36,2007,1,"inhab",1
36,2008,1,"inhab",1
36,2009,1,"inhab",1
36,2010,1,"inhab",1
36,2011,1,"inhab",1
36,2012,1,"inhab",1
36,2013,1,"inhab",1
36,2014,1,"inhab",1
36,2015,1,"inhab",1
37,2000,0.91,NA,NA
37,2001,0.91,NA,NA
37,2002,0.92,NA,NA
37,2003,0.92,NA,NA
37,2004,0.92,NA,NA
37,2005,0.92,NA,NA
37,2006,0.92,NA,NA
37,2007,0.92,NA,NA
37,2008,0.92,NA,NA
37,2009,0.93,NA,NA
37,2010,0.93,NA,NA
37,2011,0.93,NA,NA
37,2012,0.93,NA,NA
37,2013,0.93,NA,NA
37,2014,0.93,NA,NA
37,2015,0.93,NA,NA
38,2000,1,"inhab",1
38,2001,1,"inhab",1
38,2002,1,"inhab",1
38,2003,1,"inhab",1
38,2004,1,"inhab",1
38,2005,1,"inhab",1
38,2006,1,"inhab",1
38,2007,1,"inhab",1
38,2008,1,"inhab",1
38,2009,1,"inhab",1
38,2010,1,"inhab",1
38,2011,1,"inhab",1
38,2012,1,"inhab",1
38,2013,1,"inhab",1
38,2014,1,"inhab",1
38,2015,1,"inhab",1
39,2000,0.78,NA,NA
39,2001,0.8,NA,NA
39,2002,0.82,NA,NA
39,2003,0.84,NA,NA
39,2004,0.86,NA,NA
39,2005,0.88,NA,NA
39,2006,0.89,NA,NA
39,2007,0.91,NA,NA
39,2008,0.92,NA,NA
39,2009,0.94,NA,NA
39,2010,0.95,NA,NA
39,2011,0.96,NA,NA
39,2012,0.96,NA,NA
39,2013,0.96,NA,NA
39,2014,0.96,NA,NA
39,2015,0.96,NA,NA
40,2000,0.85,NA,NA
40,2001,0.86,NA,NA
40,2002,0.87,NA,NA
40,2003,0.87,NA,NA
40,2004,0.88,NA,NA
40,2005,0.89,NA,NA
40,2006,0.89,NA,NA
40,2007,0.9,NA,NA
40,2008,0.9,NA,NA
40,2009,0.91,NA,NA
40,2010,0.92,NA,NA
40,2011,0.92,NA,NA
40,2012,0.93,NA,NA
40,2013,0.94,NA,NA
40,2014,0.94,NA,NA
40,2015,0.94,NA,NA
41,2000,0.12,NA,NA
41,2001,0.13,NA,NA
41,2002,0.14,NA,NA
41,2003,0.14,NA,NA
41,2004,0.15,NA,NA
41,2005,0.16,NA,NA
41,2006,0.17,NA,NA
41,2007,0.17,NA,NA
41,2008,0.18,NA,NA
41,2009,0.19,NA,NA
41,2010,0.2,NA,NA
41,2011,0.2,NA,NA
41,2012,0.21,NA,NA
41,2013,0.22,NA,NA
41,2014,0.23,NA,NA
41,2015,0.24,NA,NA
42,2000,0.05,NA,NA
42,2001,0.05,NA,NA
42,2002,0.05,NA,NA
42,2003,0.06,NA,NA
42,2004,0.06,NA,NA
42,2005,0.06,NA,NA
42,2006,0.07,NA,NA
42,2007,0.07,NA,NA
42,2008,0.07,NA,NA
42,2009,0.08,NA,NA
42,2010,0.08,NA,NA
42,2011,0.08,NA,NA
42,2012,0.09,NA,NA
42,2013,0.09,NA,NA
42,2014,0.09,NA,NA
42,2015,0.1,NA,NA
43,2000,0.31,NA,NA
43,2001,0.31,NA,NA
43,2002,0.31,NA,NA
43,2003,0.31,NA,NA
43,2004,0.31,NA,NA
43,2005,0.31,NA,NA
43,2006,0.3,NA,NA
43,2007,0.3,NA,NA
43,2008,0.3,NA,NA
43,2009,0.3,NA,NA
43,2010,0.3,NA,NA
43,2011,0.3,NA,NA
43,2012,0.3,NA,NA
43,2013,0.3,NA,NA
43,2014,0.3,NA,NA
43,2015,0.3,NA,NA
44,2000,0.22,NA,NA
44,2001,0.22,NA,NA
44,2002,0.22,NA,NA
44,2003,0.21,NA,NA
44,2004,0.21,NA,NA
44,2005,0.21,NA,NA
44,2006,0.2,NA,NA
44,2007,0.2,NA,NA
44,2008,0.19,NA,NA
44,2009,0.19,NA,NA
44,2010,0.19,NA,NA
44,2011,0.18,NA,NA
44,2012,0.18,NA,NA
44,2013,0.17,NA,NA
44,2014,0.17,NA,NA
44,2015,0.16,NA,NA
45,2000,0.08,NA,NA
45,2001,0.08,NA,NA
45,2002,0.08,NA,NA
45,2003,0.08,NA,NA
45,2004,0.09,NA,NA
45,2005,0.09,NA,NA
45,2006,0.09,NA,NA
45,2007,0.1,NA,NA
45,2008,0.1,NA,NA
45,2009,0.1,NA,NA
45,2010,0.1,NA,NA
45,2011,0.11,NA,NA
45,2012,0.11,NA,NA
45,2013,0.11,NA,NA
45,2014,0.11,NA,NA
45,2015,0.11,NA,NA
46,2000,0.51,NA,NA
46,2001,0.51,NA,NA
46,2002,0.51,NA,NA
46,2003,0.51,NA,NA
46,2004,0.51,NA,NA
46,2005,0.51,NA,NA
46,2006,0.51,NA,NA
46,2007,0.51,NA,NA
46,2008,0.51,NA,NA
46,2009,0.51,NA,NA
46,2010,0.51,NA,NA
46,2011,0.51,NA,NA
46,2012,0.51,NA,NA
46,2013,0.51,NA,NA
46,2014,0.51,NA,NA
46,2015,0.51,NA,NA
47,2000,0.41,NA,NA
47,2001,0.42,NA,NA
47,2002,0.42,NA,NA
47,2003,0.43,NA,NA
47,2004,0.45,NA,NA
47,2005,0.46,NA,NA
47,2006,0.47,NA,NA
47,2007,0.49,NA,NA
47,2008,0.5,NA,NA
47,2009,0.52,NA,NA
47,2010,0.53,NA,NA
47,2011,0.54,NA,NA
47,2012,0.56,NA,NA
47,2013,0.57,NA,NA
47,2014,0.58,NA,NA
47,2015,0.6,NA,NA
48,2000,0.88,NA,NA
48,2001,0.88,NA,NA
48,2002,0.89,NA,NA
48,2003,0.9,NA,NA
48,2004,0.91,NA,NA
48,2005,0.92,NA,NA
48,2006,0.93,NA,NA
48,2007,0.94,NA,NA
48,2008,0.95,NA,NA
48,2009,0.96,NA,NA
48,2010,0.96,NA,NA
48,2011,0.97,NA,NA
48,2012,0.98,NA,NA
48,2013,0.99,NA,NA
48,2014,0.99,NA,NA
48,2015,0.99,NA,NA
49,2000,0.21,NA,NA
49,2001,0.21,NA,NA
49,2002,0.21,NA,NA
49,2003,0.21,NA,NA
49,2004,0.21,NA,NA
49,2005,0.22,NA,NA
49,2006,0.23,NA,NA
49,2007,0.25,NA,NA
49,2008,0.26,NA,NA
49,2009,0.27,NA,NA
49,2010,0.28,NA,NA
49,2011,0.3,NA,NA
49,2012,0.31,NA,NA
49,2013,0.32,NA,NA
49,2014,0.33,NA,NA
49,2015,0.35,NA,NA
50,2000,0.98,NA,NA
50,2001,0.98,NA,NA
50,2002,0.98,NA,NA
50,2003,0.98,NA,NA
50,2004,0.99,NA,NA
50,2005,0.99,NA,NA
50,2006,0.99,NA,NA
50,2007,0.99,NA,NA
50,2008,1,NA,NA
50,2009,1,NA,NA
50,2010,1,NA,NA
50,2011,1,NA,NA
50,2012,1,NA,NA
50,2013,1,NA,NA
50,2014,1,NA,NA
50,2015,1,NA,NA
51,2000,1,NA,NA
51,2001,1,NA,NA
51,2002,1,NA,NA
51,2003,1,NA,NA
51,2004,1,NA,NA
51,2005,1,NA,NA
51,2006,1,NA,NA
51,2007,1,NA,NA
51,2008,1,NA,NA
51,2009,1,NA,NA
51,2010,1,NA,NA
51,2011,1,NA,NA
51,2012,1,NA,NA
51,2013,1,NA,NA
51,2014,1,NA,NA
51,2015,1,NA,NA
52,2000,1,NA,NA
52,2001,1,NA,NA
52,2002,1,NA,NA
52,2003,1,NA,NA
52,2004,1,NA,NA
52,2005,1,NA,NA
52,2006,1,NA,NA
52,2007,1,NA,NA
52,2008,1,NA,NA
52,2009,1,NA,NA
52,2010,1,NA,NA
52,2011,1,NA,NA
52,2012,1,NA,NA
52,2013,1,NA,NA
52,2014,1,NA,NA
52,2015,1,NA,NA
53,2000,0.32,NA,NA
53,2001,0.33,NA,NA
53,2002,0.35,NA,NA
53,2003,0.37,NA,NA
53,2004,0.39,NA,NA
53,2005,0.41,NA,NA
53,2006,0.43,NA,NA
53,2007,0.44,NA,NA
53,2008,0.46,NA,NA
53,2009,0.48,NA,NA
53,2010,0.5,NA,NA
53,2011,0.51,NA,NA
53,2012,0.53,NA,NA
53,2013,0.55,NA,NA
53,2014,0.57,NA,NA
53,2015,0.58,NA,NA
54,2000,1,NA,NA
54,2001,1,NA,NA
54,2002,1,NA,NA
54,2003,1,NA,NA
54,2004,1,NA,NA
54,2005,1,NA,NA
54,2006,1,NA,NA
54,2007,1,NA,NA
54,2008,1,NA,NA
54,2009,1,NA,NA
54,2010,1,NA,NA
54,2011,1,NA,NA
54,2012,1,NA,NA
54,2013,1,NA,NA
54,2014,1,NA,NA
54,2015,1,NA,NA
55,2000,0.959818181818182,"UN georegion (r2)",NA
55,2001,0.961387878787879,"UN georegion (r2)",NA
55,2002,0.963957575757576,"UN georegion (r2)",NA
55,2003,0.965527272727273,"UN georegion (r2)",NA
55,2004,0.96609696969697,"UN georegion (r2)",NA
55,2005,0.967666666666667,"UN georegion (r2)",NA
55,2006,0.97,"UN georegion (r2)",NA
55,2007,0.972,"UN georegion (r2)",NA
55,2008,0.973,"UN georegion (r2)",NA
55,2009,0.975,"UN georegion (r2)",NA
55,2010,0.977,"UN georegion (r2)",NA
55,2011,0.977,"UN georegion (r2)",NA
55,2012,0.979,"UN georegion (r2)",NA
55,2013,0.979,"UN georegion (r2)",NA
55,2014,0.982,"UN georegion (r2)",NA
55,2015,0.982,"UN georegion (r2)",NA
56,2000,0.37,NA,NA
56,2001,0.4,NA,NA
56,2002,0.42,NA,NA
56,2003,0.44,NA,NA
56,2004,0.46,NA,NA
56,2005,0.48,NA,NA
56,2006,0.5,NA,NA
56,2007,0.52,NA,NA
56,2008,0.55,NA,NA
56,2009,0.57,NA,NA
56,2010,0.59,NA,NA
56,2011,0.61,NA,NA
56,2012,0.63,NA,NA
56,2013,0.64,NA,NA
56,2014,0.65,NA,NA
56,2015,0.65,NA,NA
57,2000,0.959818181818182,"UN georegion (r2)",NA
57,2001,0.961387878787879,"UN georegion (r2)",NA
57,2002,0.963957575757576,"UN georegion (r2)",NA
57,2003,0.965527272727273,"UN georegion (r2)",NA
57,2004,0.96609696969697,"UN georegion (r2)",NA
57,2005,0.967666666666667,"UN georegion (r2)",NA
57,2006,0.97,"UN georegion (r2)",NA
57,2007,0.972,"UN georegion (r2)",NA
57,2008,0.973,"UN georegion (r2)",NA
57,2009,0.975,"UN georegion (r2)",NA
57,2010,0.977,"UN georegion (r2)",NA
57,2011,0.977,"UN georegion (r2)",NA
57,2012,0.979,"UN georegion (r2)",NA
57,2013,0.979,"UN georegion (r2)",NA
57,2014,0.982,"UN georegion (r2)",NA
57,2015,0.982,"UN georegion (r2)",NA
58,2000,0.959818181818182,"UN georegion (r2)",NA
58,2001,0.961387878787879,"UN georegion (r2)",NA
58,2002,0.963957575757576,"UN georegion (r2)",NA
58,2003,0.965527272727273,"UN georegion (r2)",NA
58,2004,0.96609696969697,"UN georegion (r2)",NA
58,2005,0.967666666666667,"UN georegion (r2)",NA
58,2006,0.97,"UN georegion (r2)",NA
58,2007,0.972,"UN georegion (r2)",NA
58,2008,0.973,"UN georegion (r2)",NA
58,2009,0.975,"UN georegion (r2)",NA
