zone,human_count_2000_mol,human_count_2001_mol,human_count_2002_mol,human_count_2003_mol,human_count_2004_mol,human_count_2005_mol,human_count_2006_mol,human_count_2007_mol,human_count_2008_mol,human_count_2009_mol,human_count_2010_mol,human_count_2011_mol,human_count_2012_mol,human_count_2013_mol,human_count_2014_mol,human_count_2015_mol,human_count_2016_mol,human_count_2017_mol,human_count_2018_mol,human_count_2019_mol,human_count_2020_mol
11,1592644.1655499935,1588772.7318058014,1584901.3607569933,1581030.008965969,1577158.6165999174,1573287.2092772722,1572343.6685796976,1571400.1760892868,1570456.743569374,1569513.2127759457,1568569.7347516418,1568879.5734665394,1569189.470755875,1569499.3415945768,1569809.2331952453,1570119.1437290907,1568854.4877651334,1567589.903757453,1566325.3338884711,1565060.7691728473,1563796.1867821217
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,445322.3018836826,443535.44124605507,441748.57965637,439961.7103485763,438174.8494712189,436387.98600165546,430418.47312028706,424448.9608998671,418479.4457136616,412509.93301261216,406540.4194547236,410092.71302326024,413645.01293355227,417197.3048341349,420749.5996538773,424301.8931721151,427570.8013440892,430839.70398648083,434108.6017874181,437377.50474052876,440646.4105699733
14,25264720.36788082,25439395.71246648,25614071.13544321,25788746.50756955,25963421.78899026,26138097.146455526,26249672.936310053,26361248.71503544,26472824.56388092,26584400.483141184,26695976.334320307,26734560.751098156,26773145.149724722,26811729.586537123,26850314.024712086,26888898.447736025,26890592.842245102,26892287.204235077,26893981.481546164,26895675.722658634,26897370.069839954
15,123193710.47452138,125478643.49541189,127763576.08439116,130048509.02644172,132333441.8923797,134618374.77934727,136589501.37901783,138560627.77436107,140531754.53423452,142502881.10582113,144474007.70064712,146770355.46318442,149066703.78116405,151363050.9473772,153659399.3740869,155955747.179653,158354527.80846936,160753308.25682893,163152089.12051815,165550869.78458658,167949650.38330564
16,20485610.2383509,20735911.02706968,20986211.75407455,21236512.560766343,21486813.325507373,21737115.508166663,22142144.101674624,22547172.697848618,22952201.3051431,23357229.995233178,23762258.497132633,24149609.53182702,24536960.542950906,24924311.63852143,25311662.672719706,25699013.688412827,26048306.633011874,26397599.477321845,26746892.37740806,27096185.35663676,27445478.209155865
17,3586793.3459399343,3656738.546548009,3726683.7855742574,3796628.995562434,3866574.2273566723,3936519.4465233088,4003963.7092294693,4071408.007848263,4138852.2138576508,4206296.515221238,4273740.77576232,4332879.6213722825,4392018.504213333,4451157.368064284,4510296.236825168,4569435.043744385,4620540.505660832,4671645.960892618,4722751.399303198,4773856.8632006645,4824962.291677475
18,1397760.510760069,1399035.8600028753,1400311.2288899422,1401586.587539792,1402861.9543590546,1404137.31638062,1414697.2463042736,1425257.1750340462,1435817.1053283215,1446377.022011757,1456936.9570822716,1465294.8857901096,1473652.8151249886,1482010.7402119637,1490368.6640655994,1498726.5896263123,1503952.437322855,1509178.2845885754,1514404.153961897,1519630.0012853146,1524855.8606615067
19,118148.71594834328,118462.70646357536,118776.69696450233,119090.68611931801,119404.67386484146,119718.6661901474,119717.76246213913,119716.85882377625,119715.95047044754,119715.05018806458,119714.14653730392,119651.31673026085,119588.49047994614,119525.66940951347,119462.8425347805,119400.01878380775,119612.71124243736,119825.40472888947,120038.09776043892,120250.79170179367,120463.48288989067
20,50554023.98603439,50845109.69050789,51136194.99650192,51427280.55967331,51718365.786626816,52009451.24239349,52322111.3333931,52634771.74090576,52947431.797590256,53260092.17562294,53572752.37131405,53829543.67911911,54086334.90926075,54343126.283335686,54599917.66773987,54856709.16750717,55068480.71037197,55280252.24400902,55492023.87575245,55703795.47443485,55915567.135043144
21,20298201.278697968,20459563.425367355,20620925.52901268,20782287.622018814,20943649.678670883,21105011.885682106,21215074.656812668,21325137.225720406,21435199.942004204,21545262.79243374,21655325.571756363,21759058.389896393,21862791.209554672,21966524.22348404,22070257.14755249,22173989.985071182,22268763.173244476,22363536.109898567,22458309.114287376,22553082.054520607,22647855.024791718
24,1302966.052406311,1326864.789700389,1350763.5227007568,1374662.2506376058,1398560.966772139,1422459.7056859732,1441142.1658892184,1459824.6185280383,1478507.0720131397,1497189.5315931141,1515871.9813149571,1530876.892688185,1545881.795892179,1560886.7122558057,1575891.615775615,1590896.5219555795,1592413.8797082305,1593931.2360980213,1595448.5943157375,1596965.9586814642,1598483.313854143
25,23576834.74256754,24219993.98554516,24863153.255265713,25506312.514012337,26149471.72027111,26792631.00547123,27307664.201358795,27822697.29382801,28337730.093837738,28852763.144108772,29367796.17076683,29974446.81697941,30581097.535987854,31187748.023784637,31794398.794265747,32401049.31193161,32998486.436276436,33595923.426403046,34193360.6533308,34790797.755189896,35388234.71698761
26,873831.7986550331,880643.9871330261,887456.1220393181,894268.3105249405,901080.4417786598,907892.6373229027,913282.5253515244,918672.4081945419,924062.2845625877,929452.1735243797,934842.0578513145,938592.5776519775,942343.0163559914,946093.5300188065,949844.0182595253,953594.4800424576,956466.9882774353,959339.5021719933,962212.0307068825,965084.5457653999,967957.0237979889
28,1082019.659828186,1109501.1658859253,1136982.6557540894,1164464.1613845825,1191945.66305542,1219427.1768493652,1250372.9169921875,1281318.6840286255,1312264.5379257202,1343210.3116378784,1374156.1288070679,1408773.166343689,1443390.2407150269,1478007.265762329,1512624.3728179932,1547241.4785308838,1583621.8806915283,1620002.3021087646,1656382.6429901123,1692763.0376281738,1729143.4658203125
29,417287.91718292236,431185.79804992676,445083.68228149414,458981.5691986084,472879.4517211914,486777.33171081543,501684.1642303467,516590.9871673584,531497.8189697266,546404.646560669,561311.4742889404,575987.4339141846,590663.3995361328,605339.3665618896,620015.3328552246,634691.2914733887,649727.6158752441,664763.943572998,679800.2786712646,694836.6060943604,709872.9446716309
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,227323.5906701088,231539.6278743744,235755.66522192955,239971.70214247704,244187.73844981194,248403.77596354485,250828.66394400597,253253.55889225006,255678.4456615448,258103.3380999565,260528.22675347328,262464.5106189251,264400.7889881134,266337.06740260124,268273.3457558155,270209.62889385223,271618.7620534897,273027.9002351761,274437.02917289734,275846.167593956,277255.2995786667
32,973854.133813858,987609.3502807617,1001364.5498905182,1015119.7570171356,1028874.9497032166,1042630.1607704163,1052127.0020637512,1061623.8311138153,1071120.6583824158,1080617.4971752167,1090114.3322658539,1097415.8196716309,1104717.2812576294,1112018.7641677856,1119320.2460517883,1126621.7263145447,1133929.4856643677,1141237.2385749817,1148545.0089645386,1155852.758195877,1163160.5210437775
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1554413.6248950958,1564490.8154239655,1574568.0203208923,1584645.2175979614,1594722.4259929657,1604799.6192951202,1612048.7700042725,1619297.9200992584,1626547.0750646591,1633796.2178964615,1641045.3721723557,1648150.0053110123,1655254.6241779327,1662359.2581033707,1669463.894109726,1676568.4954118729,1681832.7149009705,1687096.926905632,1692361.1560649872,1697625.380929947,1702889.5930023193
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7923471.173091099,7996227.355212033,8068983.597541928,8141739.77726686,8214496.047976136,8287252.22959125,8378315.10196209,8469378.113340616,8560440.94294548,8651503.936183095,8742566.743617654,8873547.51014316,9004528.12735337,9135508.820990443,9266489.394126117,9397470.112171143,9568925.541113228,9740380.964373708,9911836.310922533,10083291.665425226,10254747.123527378
40,18421820.49172974,18540364.116547585,18658907.753828283,18777451.3998932,18895995.048434794,19014538.695389714,19121133.381445624,19227728.204495303,19334322.84506071,19440917.58744656,19547512.22666502,19624333.234630175,19701154.16116594,19777975.13880786,19854796.03670939,19931617.046036765,19996265.991039485,20060914.992931426,20125563.853001025,20190212.76949405,20254861.805118512
41,9511779.122249842,9716782.038750172,9921784.995445013,10126787.902321577,10331790.881956577,10536793.778727055,10747244.782038212,10957695.700533628,11168146.70187521,11378597.60040617,11589048.64435935,11812063.332401037,12035078.005819798,12258092.792312622,12481107.483745813,12704122.13028884,12924502.877236366,13144883.568922281,13365264.29044497,13585644.961378574,13806025.721824288
42,6299504.698930621,6550516.034972668,6801527.342601657,7052538.666201949,7303549.980168104,7554561.296053171,7836509.791061878,8118458.286348581,8400406.778220177,8682355.291888237,8964303.78131771,9287168.667133808,9610033.511738777,9932898.41630125,10255763.314363003,10578628.188741922,10945198.880568027,11311769.568329334,11678340.300120354,12044910.957966328,12411481.658023596
43,3134781.3557631336,3220355.9959405176,3305930.5955583714,3391505.26234941,3477079.872491682,3562654.4986536223,3657652.5117538236,3752650.5393083766,3847648.5744306017,3942646.593663495,4037644.580527328,4140120.819991607,4242597.014185565,4345073.254995577,4447549.513484364,4550025.67215188,4649651.420328839,4749277.209373064,4848902.993196327,4948528.748699609,5048154.518380061
44,3265215.1903403997,3360874.3114793897,3456533.4968364835,3552192.7161851525,3647851.9216966033,3743511.0542491674,3842122.0663428307,3940733.103168249,4039344.108465433,4137955.1082594395,4236566.135685682,4343205.997630715,4449845.936399937,4556485.842647314,4663125.728170514,4769765.586854935,4914439.813460588,5059113.971232891,5203788.235868216,5348462.432706714,5493136.614117265
45,1046615.2100553513,1088886.722632885,1131158.2593312263,1173429.8043661118,1215701.3027629852,1257972.8120174408,1291361.156575203,1324749.417346239,1358137.726379156,1391525.9973421097,1424914.3713188171,1460964.124540329,1497013.807888031,1533063.6514444351,1569113.3326666355,1605163.0697906017,1649087.6816265583,1693012.2746634483,1736936.820942402,1780861.4262378216,1824786.03019166
46,939779.9869143963,951372.5401554108,962965.081499815,974557.6175401211,986150.1497757435,997742.7034914494,1007737.7817821503,1017732.8467097282,1027727.9229569435,1037723.0062513351,1047718.0648555756,1058121.0934329033,1068524.1074705124,1078927.1429638863,1089330.193778038,1099733.200431347,1109736.0372982025,1119738.8633871078,1129741.7407979965,1139744.5632719994,1149747.408141613
47,5556680.28123261,5731052.381673068,5905424.501921967,6079796.66888307,6254168.758160055,6428540.864878491,6627955.769646704,6827370.6684663,7026785.5542654395,7226200.449737132,7425615.387662232,7636339.436509669,7847063.5917541385,8057787.787195206,8268511.938111246,8479236.01748985,8688652.23481065,8898068.391331553,9107484.623151958,9316900.801519632,9526317.018136322
48,2016399.3718576655,2062486.2486120537,2108573.130550824,2154660.0281505436,2200746.9073546827,2246833.816040918,2325009.8999225497,2403185.9910087436,2481362.07974115,2559538.174739912,2637714.2729249448,2902318.0805966854,3166921.933439493,3431525.7359132767,3696129.543240994,3960733.3768113554,4006923.411604613,4053113.4822500944,4099303.5791603625,4145493.6353787184,4191683.6813206673
49,591524.3436729908,623831.6222631931,656138.9102203846,688446.1975717545,720753.4822449684,753060.775660634,791655.6049083471,830250.432667017,868845.2838829756,907440.1165449619,946034.9460613728,990538.5186496973,1035042.0783542395,1079545.6741781235,1124049.2138371468,1168552.8115243912,1225570.1474468708,1282587.5060813427,1339604.8913698196,1396622.243585825,1453639.590225935
50,8681256.33632758,8948267.094360499,9215277.814054966,9482288.42013492,9749299.085671898,10016309.73385869,10288458.803367248,10560607.79351601,10832756.937068209,11104905.895338677,11377054.774032906,11641725.292363174,11906395.847563703,12171066.595596462,12435737.31388171,12700407.774477776,12911704.559111446,13123001.019979902,13334297.457244411,13545594.24093188,13756890.755586453
51,2494785.816850662,2581056.507191658,2667327.188439369,2753597.882741928,2839868.6229219437,2926139.273243904,3131427.7558164597,3336716.252573967,3542004.748486519,3747293.1593322754,3952581.687277794,4166856.8323545456,4381132.06021595,4595407.14385128,4809682.278204918,5023957.465819359,5132325.93320179,5240694.390338898,5349062.770996094,5457431.31475544,5565799.717170715
52,1406530.3097875714,1489003.6784968376,1571477.0522823334,1653950.4378517866,1736423.7946417332,1818897.1833702326,1981408.7911997437,2143920.458913803,2306432.130121708,2468943.8053820133,2631455.387535095,2676526.754210472,2721598.1181173325,2766669.5115749836,2811740.8191177845,2856812.171971917,2898318.6375631094,2939825.146768093,2981331.622716427,3022838.124777913,3064344.60375309
53,12576578.48179245,12832132.87416792,13087687.339948177,13343241.731647491,13598796.113855362,13854350.493559837,14133979.131124973,14413607.592894554,14693236.226517677,14972864.888748169,15252493.346643925,15566348.968303204,15880204.477124214,16194060.213160038,16507915.860087872,16821771.415756702,17141220.189899445,17460669.211388588,17780117.923883915,18099566.619778633,18419015.52321148
54,2115310.444934368,2323548.551103115,2531786.643848419,2740024.6863012314,2948262.8285808563,3156500.896598816,3715548.5411920547,4274596.213055611,4833643.830793381,5392691.419082642,5951739.084393501,6089504.50037384,6227270.097468376,6365035.602576256,6502801.030014038,6640566.5874528885,6757034.117486,6873501.651499748,6989969.080613136,7106436.598024368,7222904.132772446
55,547727.0417341543,550756.5352324666,553786.0277980664,556815.5226249355,559845.0194349526,562874.507678892,564917.4113354515,566960.3047823654,569003.2050148859,571046.1006608554,573089.0022498281,571474.0346248136,569859.0744965789,568244.0968974708,566629.1407443527,565014.1687977882,563903.717184159,562793.2524510561,561682.795525074,560572.334288226,559461.876376736
56,664417.7146487236,675617.709133625,686817.6889810562,698017.6857357025,709217.6750879288,720417.6610279083,726011.9789209366,731606.3024215698,737200.6248140335,742794.9582910538,748389.2779464722,758580.9445047379,768772.6394205093,778964.3101968765,789156.0099945068,799347.6741113663,810664.4559583664,821981.2362966537,833298.0002946854,844614.7875213623,855931.5602436066
57,430602.22014503926,431579.2514129728,432556.27958132327,433533.31134255975,434510.3438253552,435487.37452559173,435660.6627937034,435833.9406075552,436007.2282001674,436180.5179228112,436353.8038678691,433746.42534178495,431139.04290350527,428531.66015711427,425924.27694261447,423316.9039079547,421116.4937070012,418916.07624679804,416715.6742265001,414515.2589566484,412314.8417166844
58,2703485.905982971,2766023.9120292664,2828561.918033123,2891099.937031269,2953637.9121665955,3016175.9004220963,3076488.45874691,3136801.0106902122,3197113.504131794,3257426.056705475,3317738.6149101257,3332988.263680458,3348237.9409680367,3363487.6684165,3378737.34199667,3393987.0246977806,3416868.046587944,3439749.1294989586,3462630.135119438,3485511.2168507576,3508392.2660188675
59,3765213.64245224,3783290.381832123,3801367.133453369,3819443.8594551086,3837520.597793579,3855597.3317985535,3878726.5452804565,3901855.7634735107,3924984.991794586,3948114.2213287354,3971243.4170951843,3994012.27425766,4016781.131679535,4039549.9775543213,4062318.8425064087,4085087.7009506226,4105004.3530807495,4124921.002040863,4144837.6354179382,4164754.291519165,4184670.9399871826
60,126050.95483398438,127643.19653320312,129235.42846679688,130827.67016601562,132419.90234375,134012.14868164062,135507.99658203125,137003.84448242188,138499.697265625,139995.544921875,141491.39770507812,142629.76879882812,143768.14477539062,144906.5107421875,146044.89135742188,147183.26708984375,147459.09912109375,147734.92626953125,148010.7587890625,148286.5859375,148562.41796875
61,9289780.882928848,9393593.146000385,9497405.412216187,9601217.568836212,9705029.850973845,9808842.091110468,9941797.605894566,10074753.262090921,10207708.821705818,10340664.454705715,10473620.001190186,10625781.454128742,10777942.869786978,10930104.290806055,11082265.818753004,11234427.22301364,11384171.412301064,11533915.55013299,11683659.694329023,11833403.874603987,11983148.035238504
62,18233886.1758551,18452893.534684733,18671900.66312258,18890907.88801264,19109915.05478636,19328922.31387639,19592932.334873192,19856942.3294155,20120952.350621797,20384962.25619205,20648972.22183516,20993258.125945754,21337544.230057225,21681830.169672117,22026116.214666113,22370402.107658103,22701088.830654323,23031775.476660535,23362462.080592126,23693148.69271767,24023835.445008352
63,448593.3839123044,491389.9809231949,534186.5922074602,576983.2037524236,619779.7975312746,662576.4203810818,698142.4514620341,733708.5081228083,769274.5444663297,804840.5651592114,840406.6190894614,871320.2018306884,902233.8365330661,933147.4288586364,964061.0281333763,994974.63051728555,1027463.8178065452,1059953.0095980237,1092442.212383296,1124931.4367843696,1157420.650872629
64,910072.4478212995,951190.2454022374,992308.0431174943,1033425.8392504994,1074543.6433331491,1115661.439880141,1160745.9668084793,1205830.5130467713,1250915.0225473186,1295999.5448081559,1341084.0776322111,1393379.2321875663,1445674.4082442243,1497969.5479098707,1550264.716483592,1602559.846440046,1660762.5598705728,1718965.2664561989,1777167.9414138645,1835370.620763271,1893573.3152362993
65,1276277.1891994476,1314738.459060669,1353199.7419643402,1391661.0470485687,1430122.3445034027,1468583.5993347168,1517594.7287368774,1566605.8261108398,1615616.9563026428,1664628.0883750916,1713639.1967048645,1774980.327009201,1836321.465549469,1897662.643026352,1959003.7444152832,2020344.8757190704,2093197.5313854218,2166050.1636486053,2238902.841020584,2311755.493938446,2384608.151971817
66,8038140.819148064,8267786.8495054245,8497433.012470245,8727078.96689415,8956725.04248333,9186370.965533257,9461569.147608757,9736767.332062721,10011965.540774345,10287163.789907455,10562361.944778442,10916554.269212723,11270746.359992981,11624938.569669247,11979131.05207491,12333323.128271103,12717806.12159872,13102289.353764534,13486772.352885246,13871255.198133945,14255738.47239685
67,3007650.752317965,3059981.6897217035,3112312.5534118414,3164643.5530616045,3216974.409596741,3269305.3691005707,3321630.4163321257,3373955.5039697886,3426280.6957527995,3478605.749468565,3530930.8114777207,3532440.624116361,3533950.4509243965,3535460.3381146193,3536970.2115807533,3538480.0152721405,3586027.9499382973,3633575.8521013856,3681123.7026228905,3728671.6137533784,3776219.6409552097
68,759309.7138977051,764373.7563323975,769437.8027191162,774501.8312835693,779565.8744812012,784629.920501709,791732.067199707,798834.1908416748,805936.3409729004,813038.4825439453,820140.5943450928,823943.6586761475,827746.6746520996,831549.7108154297,835352.7306976318,839155.7754211426,842032.0180206299,844908.300201416,847784.5599517822,850660.8384246826,853537.0779266357
69,1907924.333199799,1884460.8354654312,1860997.381673932,1837533.9309089184,1814070.500803113,1790607.0202322602,1768325.903358519,1746044.7530789971,1723763.63008821,1701482.486217618,1679201.4046046734,1659734.3900702,1640267.3837075233,1620800.4046639204,1601333.395987153,1581866.3763906956,1573472.833874464,1565079.3264267445,1556685.7839186192,1548292.2661058903,1539898.7481687665
70,1479554.7930150272,1470009.3851003866,1460463.9809931696,1450918.574827105,1441373.172434019,1431827.7586250356,1428924.9841951642,1426022.20400485,1423119.4520700823,1420216.6810630097,1417313.90778893,1416293.6077468935,1415273.3211947666,1414253.041679837,1413232.7523233525,1412212.4588059168,1411937.464265485,1411662.4733853536,1411387.4968057417,1411112.5065055657,1410837.5104073226
71,1188174.6928019524,1186312.144314766,1184449.5863232613,1182587.050778389,1180724.4994244576,1178861.9313588142,1177531.961774826,1176201.976866722,1174872.0014519691,1173542.0315389633,1172212.0513219833,1170701.780594349,1169191.5167546272,1167681.2582354546,1166170.9957156181,1164660.7305264473,1162028.3164281845,1159395.8858733177,1156763.4521307945,1154131.0246973038,1151498.6095986366
72,1075797.2086472511,1069919.1818811893,1064041.1793519258,1058163.1827915907,1052285.1611831188,1046407.1567703485,1035061.7988786697,1023716.4456359148,1012371.0875140429,1001025.7350956202,989680.3787691593,969031.220839262,948382.0432521105,927732.872315526,907083.6858376265,886434.520464778,812571.0199120045,738707.5508778691,664844.0486017466,590980.5514852405,517117.0657079816
73,17506864.52054604,17459249.87568973,17411635.218755417,17364020.47357081,17316405.859832443,17268791.166403398,17275296.43086031,17281801.794235587,17288307.04754386,17294812.353690818,17301317.69786477,17324976.058798563,17348634.52606602,17372293.022467908,17395951.376682222,17419609.835830703,17421050.98501408,17422492.16038036,17423933.54193014,17425374.75571342,17426815.86942094
74,1366917.1771850586,1354191.6319561005,1341466.0695829391,1328740.5100550652,1316014.9498939514,1303289.3955578804,1294701.689154148,1286113.9908428192,1277526.2952718735,1268938.5955450535,1260350.8984816074,1251748.1463563442,1243145.40350461,1234542.623774767,1225939.880781889,1217337.1284320354,1224127.3755640984,1230917.6210167408,1237707.8614115715,1244498.0832378864,1251288.3437886238
75,8750337.851905823,8698190.785208702,8646043.843039513,8593896.826741219,8541749.845095634,8489602.810458183,8465476.393325806,8441349.920398712,8417223.63299942,8393097.141166687,8368970.72784996,8356184.2483997345,8343397.703960419,8330611.033678055,8317824.5072155,8305038.018157959,8279993.466647148,8254948.915460587,8229904.370833397,8204859.815478325,8179815.3015060425
76,36602927.74367857,37232844.08334875,37862760.51044655,38492676.86669588,39122593.26131964,39752509.57724333,40360693.702274084,40968877.91955328,41577061.75606871,42185245.88051677,42793430.184936285,43622173.73665047,44450917.107466936,45279660.7582252,46108404.321522236,46937147.911590934,47427314.33325219,47917480.86651385,48407647.56629467,48897814.192536,49387980.594723165
77,2955310.568318367,3003977.441543579,3052644.3290023804,3101311.1664266586,3149978.0295677185,3198644.9373989105,3271805.3803157806,3344965.871328354,3418126.3360652924,3491286.8361091614,3564447.283493042,3474243.134542465,3384038.950214386,3293834.8073654175,3203630.623468399,3113426.443292618,3179075.1025829315,3244723.706972122,3310372.2976169586,3376020.956161499,3441669.549020767
78,4729737.9383451305,4949184.091107225,5168630.1222063005,5388076.223993035,5607522.250534739,5826968.346608488,5927933.041181149,6028897.563533982,6129862.266739523,6230826.861755187,6331791.533824462,6766671.574320849,7201551.573991191,7636431.71188074,8071311.667792305,8506191.767855667,8512096.32583234,8518000.858072884,8523905.374944232,8529809.882895004,8535714.510322753
79,7661171.0047787875,7818770.455438703,7976369.925172031,8133969.418534771,8291568.869846821,8449168.312077537,8666951.202352375,8884734.00469692,9102516.808153674,9320299.652582005,9538082.515963942,9735828.037612423,9933573.62514174,10131319.17185837,10329064.69247602,10526810.275530726,10735854.094779596,10944897.96858029,11153941.845839739,11362985.706733868,11572029.483136728
80,13759136.42029772,13791077.126109667,13823017.864325225,13854958.733922966,13886899.487185396,13918840.20590154,13948958.381694749,13979076.538440004,14009194.787419222,14039312.922547936,14069431.058167912,14016710.638390094,13963990.151797362,13911269.64764756,13858549.186208472,13805828.669414371,13776471.950880475,13747115.211333968,13717758.28119801,13688401.527640276,13659044.762051076
81,1187928.3546101004,1210449.5677374303,1232970.8235766888,1255492.0708495677,1278013.3049272299,1300534.5418095142,1318417.1086863577,1336299.6725494266,1354182.2833252102,1372064.8212562948,1389947.411093533,1405373.4874022007,1420799.570317179,1436225.6644961834,1451651.745168388,1467077.8222605437,1480235.783034861,1493393.7631473243,1506551.7304794937,1519709.6925961971,1532867.6589701325
82,2461100.9932689667,2468837.0708637238,2476573.1381230354,2484309.218832493,2492045.3060877323,2499781.3777689934,2484711.945330143,2469642.5139932632,2454573.0726895332,2439503.6486222744,2424434.2275670767,2438313.310655117,2452192.4361629486,2466071.523210168,2479950.6354432106,2493829.7353338003,2515815.82987988,2537801.9142752886,2559788.002727866,2581774.086301565,2603760.1680903435
84,19638847.818792343,19808515.87992716,19978183.805666924,20147851.85382366,20317519.869347572,20487187.892658234,20746026.638471603,21004865.537082672,21263704.333904266,21522543.266174316,21781381.98313427,22150702.551382065,22520022.891295433,22889343.38061428,23258663.712800026,23627984.220639706,23973554.440375805,24319124.61643219,24664694.824243546,25010265.014807224,25355835.204743385
85,1359.0714898109436,1335.997076511383,1312.922772884369,1289.848412513733,1266.7740831375122,1243.6997680664062,1260.3720169067383,1277.0442562103271,1293.716519832611,1310.3887686729431,1327.0610337257385,1336.4605641365051,1345.8599886894226,1355.2594113349915,1364.6589436531067,1374.058392047882,1405.303985118866,1436.5496668815613,1467.7952976226807,1499.0408906936646,1530.2865705490112
86,11479.541428089142,11066.47027349472,10653.399896144867,10240.328552246094,9827.25779056549,9414.18666934967,9331.766741752625,9249.346960544586,9166.926426410675,9084.506861686707,9002.086786270142,8872.269632339478,8742.452547550201,8612.634986400604,8482.818044662476,8353.000908851624,8349.744297027588,8346.487597942352,8343.23179101944,8339.974957942963,8336.718548297882
88,545.5779609680176,535.2104117870331,524.8428246974945,514.4753220081329,504.10774397850037,493.74019479751587,499.19327342510223,504.64633774757385,510.0993609428406,515.5523884296417,521.0055038928986,523.5020697116852,525.9986727237701,528.4952614307404,530.9918043613434,533.4884302616119,544.3051397800446,555.1218492984772,565.9384894371033,576.7551944255829,587.5719039440155
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
