"ID","CountryYieldCumSum","CountryAreaCumSum","MaxProdPerCountry","OnePercentDevPerCountry","ProdPerCountryOnePercent","rgn_name"
1,1296.477,0.8367739,351983.827,2.394792088,2587.3,"Cocos Islands"
2,1407.897,0.8379443,547019.816,3.382533691,5623.06,"Christmas Island"
3,892.8968,0.7660486,3881569.2786,35.252034668,41013.7994,"Norfolk Island"
4,788.2694,0.4904791,916684.1525,5.943100381,9456.7753,"Macquarie Island"
5,1291.309,0.8129521,64477675.7031,496.087772438,758192.972,"New Caledonia"
6,1418.533,0.8315604,8224023.1989,52.995745271,88850.304,"Vanuatu"
7,1446.671,0.8487648,41911273.875,264.961815848,447515.375,"Solomon Islands"
8,1437.954,0.8458488,4813887.738,29.580513154,48799.162,"Palau"
9,1463.051,0.8480233,37739857.447,228.746444461,389938.108,"Micronesia"
11,1449.592,0.8414846,31862685.569,191.624660707,328152.095,"Marshall Islands"
12,1344.361,0.8168079,181123.679,1.11669606,1344.361,"Wake Island"
13,1408.127,0.8242673,1265710.283,7.577430461,12625.794,"Northern Mariana Islands and Guam"
14,1371.055,0.8006462,971383.888,5.944523961,9597.607,"Taiwan"
15,1478.483,0.8409344,331283541.3707,2130.577791713,3629421.506,"Philippines"
16,1541.36551494247,0.816220879554749,2563351803.18368,18920.6498572999,32107571.6530842,"Australia"
17,1485.125,0.8512346,253059560.96,1636.331970025,2757890.08,"Papua New Guinea"
18,1404.979,0.8183994,63822415.6665,399.334164495,679547.532,"Fiji"
19,1408.194,0.8351968,6691516.056,41.457821676,68572.8,"Tuvalu"
20,1353.68859240107,0.691762983798981,12117309.481874,89.4185434143879,171684.813633227,"South Korea"
21,1268.68883219835,0.662601590156555,24014244.1560931,178.429510282326,338581.766788288,"North Korea"
24,1464.975,0.839685,53584953.05,352.702421855,564945.911,"Cambodia"
25,1368.643,0.8383339,230850727.581,1579.129142325,2490273.787,"Thailand"
26,1460.555,0.8371516,44480447.721,284.003960407,481887.484,"Andaman and Nicobar"
28,1412.727,0.8357991,1792352.116,11.214445778,18364.879,"Comoro Islands"
29,1398.568,0.8338553,2955644.814,18.232934416,29260.207,"Mayotte"
30,1401.777,0.8361096,1860757.79,11.552288885,18222.628,"Glorioso Islands"
31,1450.588,0.8448194,80421350.698,501.890565816,849275.54,"Seychelles"
32,1164.426,0.8050305,145634.9332,1.059825883,1164.426,"Reunion"
33,1335.038,0.8174992,2218389.322,14.414687598,22583.022,"Juan de Nova Island"
34,1360.123,0.796128,393353.852,2.354411692,2720.169,"Bassas da India"
37,1434.112,0.8409344,60177977.7799,391.150931326,659002.416,"Mauritius"
38,1454.487,0.8511207,34742267.469,212.21365724,359573.46,"British Indian Ocean Territory"
39,1446.058,0.8526059,43510860.026,269.611050799,454944.126,"Maldives"
40,1420.548,0.8435748,35523082.299,237.886052371,397217.626,"Sri Lanka"
41,1412.294,0.7972516,130105619.7056,822.508302721,1423671.943,"Mozambique"
42,1422.712,0.8354598,170032370.3687,1148.797838604,1932074.857,"Madagascar"
43,1462.368,0.853789,12456361.304,76.908436095,131207.552,"Kenya"
44,1464.243,0.852822,72284432.04,458.501727099,783502.956,"Somalia"
45,1350.55,0.8266811,63771235.927,408.083915353,663286.39,"Eritrea"
46,1352.162,0.8376492,2394287.063,16.673300379,25682.133,"Djibouti"
47,1432.305,0.8339642,54757501.105,349.694724072,593449.088,"Yemen"
48,1351.734,0.8016838,45135942.7355,338.391571042,558129.602,"Oman"
49,1266.562,0.7981873,15939263.342,108.695669297,169599.611,"Sudan"
50,1472.11993860518,0.774963200092316,85062923.6892423,568.419655953606,1018443.60454233,"Saudi Arabia"
51,1204.635,0.746766,4182733.9211,34.847341616,54294.515,"Kuwait"
52,1344.032,0.7696466,2671846.603,16.571615405,28227.879,"Bahrain"
53,1325.603,0.7747012,24315203.9204,161.698278755,272069.73,"Pakistan"
54,1476.49433824985,0.778587520122528,25015307.5424232,143.397046235418,264167.178502172,"United Arab Emirates"
55,754.794,0.7024699,965141.0567,9.412793905,9807.1382,"Azores"
56,1033.779,0.8265232,4887730.3211,41.868223028,51343.837,"Cape Verde"
57,806.9173,0.7404622,644605.4975,6.009679322,6328.3044,"Madeira"
58,865.7903,0.7724847,1151700.1108,10.558768441,11170.1859,"Canary Islands"
61,919.2247,0.7129148,32310061.0358,310.87502275,378096.2617,"Tunisia"
62,873.0885,0.7553562,32990127.7937,320.855255949,351409.7315,"Morocco"
63,865.4973,0.7666531,12519657.4135,122.29450408,133278.5175,"Western Sahara"
64,1146.852,0.821242,22553223.5952,191.023101731,262091.939,"Mauritania"
65,1407.498,0.8327785,5049695.946,32.406155725,53302.014,"Gambia"
66,1430.131,0.8342894,21072366.9882,143.845218633,242045.504,"Senegal"
67,934.2376,0.7387822,64822944.1757,571.610146025,694924.3782,"Libya"
68,828.2783,0.7049372,480238.3268,4.236076836,4969.7523,"Malta"
