"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Marshall Islands",11,"Z_TOTAL","shells",NA,NA,NA,18,30,12,30,12,25,19,13,1,1,13.9831670098501,54.3903181553906,83.9229078382195,119.371871829513,156.482896439789,193.060807266622,228.9174465041,264.909977490286,300.442567173115,0,373.044368620438,409.204150989681,444.862179209784,0,517.253871107183,553.226540991629,588.445534331244,624.939819466555,661.30762074345,697.32105815252,733.147383076808,769.192180120197,805.331056066556,841.156335669686,221,0,0,0
"Mauritania",64,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,29,0,2
"Mauritania",64,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Fish body oils, nei","fish_oil",2274,1822,2198,2282,2141,2354,1867,2256,1992,2204,2076,1819,1373,1690,1893,1926,1569,1673,1634,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0,0,0,0,0
"Mauritania",64,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,89,159,208,203,209,124,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Z_TOTAL","fish_oil",2274,1822,2198,2282,2141,2354,1867,2256,1992,2204,2076,1819,1375,1698,1913,1937,1569,1673,1634,1631,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0
"Mauritania",64,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,89,159,208,203,209,124,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,29,0,2
"Mauritius",37,"Coral and the like","corals",12,9,7,7,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94566001482281,0,8.32131782293231,7.54308108182136,0.1
"Mauritius",37,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0.1,0.1,0.1,1.51039556255854,5,1,1,2,1,2,1,0.1,0.1
"Mauritius",37,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,381,216,194,192
"Mauritius",37,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313.1350312459,0,3863.78913736581,0.1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,29,7,5,0,0,7,0,0,0,2,6,131,225,561,966,1168,1059,2200,1322,1087,1270,2324,3227,981,1327,963,1739,1754,119889,120784,131005,145555,118892,108506,123114,107367,104839,99987,99347,70532
"Mauritius",37,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.583525171641,49.2857251365804,0,3.36632162398644,6.65442476926262,3.15938732199743,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Z_TOTAL","corals",12,9,7,7,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0.1,0.1,0.1,1.51039556255854,5,1,1,2,10.9456600148228,2,9.32131782293231,7.64308108182136,0.2
"Mauritius",37,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313.1350312459,0,3863.78913736581,0.1,4,3,0,0,0,0,0,0,0,0,0,0,0,243,381,216,194,192
"Mauritius",37,"Z_TOTAL","seaweeds",NA,29,7,5,0,0,7,0,0,0,2,6,131,225,561,966,1168,1059,2200,1583.58352517164,1136.28572513658,1270,2327.36632162399,3233.65442476926,984.159387321997,1327,963,1739,1754.1,119889.1,120784,131005,145555,118892,108506,123114,107367,104839,99987,99347,70532
"Mayotte",29,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,26,23,24,0,0,0,0,0,0,0,156,0,0,0.693905147391916,0.759071823028847,0.824174800968365,0.889323277263173,0.954180564084055,3,0,2,0,1.28008173481811,1,5,28,1,0,1.67049531483985,0,0.1,0,3,4
"Mayotte",29,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,6,0.1,0.1
"Mayotte",29,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,6,0.1,0.1
"Mayotte",29,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,26,23,24,0,0,0,0,0,0,0,156,0,0,0.693905147391916,0.759071823028847,0.824174800968365,0.889323277263173,0.954180564084055,3,0,2,0,1.28008173481811,1,5,28,1,0,1.67049531483985,0,0.1,0,3,4
"Mexico",135,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31,0,0,0,4,0,0,0,0,0,0,0,0.1,0.1,14,0,0,0.1,0
"Mexico",135,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,54,308,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,173,204,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0
"Mexico",135,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.140155129717,1181.70210531732,379.513145277073,0,0,0
"Mexico",135,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,17,0,0,0,0,0,0,0,0,0,9,0,0,43,37,1,0,0.1,0,0.1,0.1,4,0,1,0.1
"Mexico",135,"Natural sponges raw","sponges",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,1,0.1,1,0,0,1,1,1,1,0.1,1,0,1,0,0.00969015547621055,0,0,2,0
"Mexico",135,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.904224730566,0,0,12,15,0,0,0,0,0,0,0,0.1,1,1,0.1,0.1,0.1,0.1,0.1,0.1
"Mexico",135,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",4505,4780,3737,2324,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,54,308,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Z_TOTAL","fish_oil",NA,NA,NA,NA,173,204,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,4,0.1,0,0,0.1,0,0,0.1,0.2,0.2,14.1,0.1,0,0.1,0
"Mexico",135,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,1,0.1,1,0,0,1,1,1,1,0.1,1,0,1,0,0.00969015547621055,0,0,2,0
"Mexico",135,"Z_TOTAL","seaweeds",4505,4780,3737,2324,2588,0,0.1,0,0,0,0,0,8,0,0,0,0,0,0.1,0,286.904224730566,0,0,12,15,0,0,0,0,0,0,0,0.1,1,1,0.1,0.1,0.1,0.1,0.1,0.1
"Mexico",135,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.140155129717,1181.70210531732,379.513145277073,0,0,0
"Mexico",135,"Z_TOTAL","sponges",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,8,0,0,9,0,0,43,37,1,0,0.1,0,0.1,0.1,4,0,1,0.1
"Micronesia",9,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.798440377295719,2.8441268466313,8.25399891140432,11.8684130900879,13.7547756514432,16.9524965323308,20.0399162461554,19.8428123185327,25.6571219958723,34.2228330071853,43.192981631064,470,24,216
"Micronesia",9,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60578720807962,1.79646636200562,1.89808108331948,2.15803257372164,2.28273807386086,2.55258561233109,0,0.0805833939028844,0,1.73523321984078,1.83684794115459,0,1.53208024962368,3.22036134451065,3.30878133506712,0.1,2.3046929133958,0.1,4.10218884508154,6.92280161727161,9.77294960173593,8.9016608396458,9.09363971942837,1,4,6,23,12
"Micronesia",9,"Natural sponges nei","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia",9,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1
"Micronesia",9,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0603643586107125,0.0606315862760027,0.11995235337767,0,0,0.303716587366338,0.365715965100947,0.427725684961516,0,0,0,0.705239623492091,0.805204945757509,3,1,1,1,0.1,1,3,2,3,0.1,1.41812304131166,0.1,1,1,2
"Micronesia",9,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.798440377295719,2.8441268466313,8.25399891140432,11.8684130900879,13.7547756514432,16.9524965323308,20.0399162461554,19.8428123185327,25.6571219958723,34.2228330071853,43.192981631064,470,24,216
"Micronesia",9,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1
"Micronesia",9,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0603643586107125,0.0606315862760027,0.11995235337767,0,0,0.303716587366338,0.365715965100947,0.427725684961516,0,0,0,0.705239623492091,0.805204945757509,3,1,1,1,0.1,1,3,2,3,0.1,1.41812304131166,0.1,1,1,2
"Micronesia",9,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60578720807962,1.79646636200562,1.89808108331948,2.15803257372164,2.28273807386086,2.55258561233109,0,0.0805833939028844,0,1.73523321984078,1.83684794115459,0,1.53208024962368,3.22036134451065,3.30878133506712,0.1,2.3046929133958,0.1,4.10218884508154,6.92280161727161,9.77294960173593,8.9016608396458,9.09363971942837,1,4,6,23,12
"Micronesia",9,"Z_TOTAL","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7580650612522,17.8188362863479,17.8417614664431,17.9646002053396,18.0333190998854,18.0532165963806,17.9584405765244,17.9692550222195,17.9172450332138,18.2243940112625,18.0482489946553,18.1839553888519,18.3995169379996,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.045031152658,184.867812864599,205.829402465526,223.214501927687,235.592515195567,73.1,0.1,0.1,0.1,0,0.1,1,770,0.1,0.1,0,0.1
"Montenegro",186,"Fish liver oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8719,9328,7734,7440,4608,7473,6957,8058,14022,32247,39591,50000,60000,80000,1e+05,120000,140000,150000,160000,181109,213778,208000,209000,220000
"Montenegro",186,"Miscellaneous corals and shells","shells",1,0.1,0,6,0,0,0,0,1860,1711,1386,1387,1162,1694,1636,1001,1644,1471,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7099236870781,72.6173672685945,86.2203126850363,98.7617436648979,111.49771513911,128.38247411247,138.500607195274,151,17,5,137,47,35,59,67,193,363,271,261,301,440,143,145,188,107,193,147,130,268
"Montenegro",186,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2,1,3,5,10,0,5,0,0,0,8,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,1,0,0,0,0,0
"Montenegro",186,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,2,5,24,3,0,0,4,4
"Montenegro",186,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7580650612522,17.8188362863479,17.8417614664431,17.9646002053396,18.0333190998854,18.0532165963806,17.9584405765244,17.9692550222195,17.9172450332138,18.2243940112625,18.0482489946553,18.1839553888519,18.3995169379996,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8719,9328,7734,7440,4608,7473,6957,8219.04503115266,14206.8678128646,32452.8294024655,39814.2145019277,50235.5925151956,60073.1,80000.1,100000.1,120000.1,140000,150000.1,160001,181879,213778.1,208000.1,209000,220000.1
"Montenegro",186,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2,1,3,5,10,0,5,0,0,0,8,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,1,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,2,5,24,3,0,0,4,4
"Montenegro",186,"Z_TOTAL","shells",1,0.1,0,6,0,0,0,0,1860,1711,1386,1387,1162,1694,1636,1001,1644,1471,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7099236870781,72.6173672685945,86.2203126850363,98.7617436648979,111.49771513911,128.38247411247,138.500607195274,151,17.1,5.1,137.1,47,35,59.1,67,193,363,271,261.1,301,440,143,145,188,107,193,147,130,268
"Morocco",62,"Agar agar nei","seaweeds",378.154586656477,395.575173695572,412.996095058159,430.41868803824,447.841615341829,0,0,0,0,0.1,0,0,0,0,0,639.463057919347,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,51,22,0.1,0,0.1,0,7,0,61
"Morocco",62,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420.51504048286,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,31,40,53
"Morocco",62,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,578.638696027614,0,0,0,0,0,0,0,0,99,117,91,221,150
"Morocco",62,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0,0,0,0,0,0,0,0,0
"Morocco",62,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7524173595143,105.932733977154,130.807015863099,202.41621091981,159.704618374187,137.843987089367,177.529641457124,155.381410706638,311.113449470726,434.490548347361,507.39394099957,371.931520776582,497.321815912881,768.525040141968,558.574358311422,548.361505386085,131,577.546707362839,382,766.493412517194,685.610072185975,308.464465143662,944,1892,1204,271,107,131,279,290,492
"Morocco",62,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,10,1240,13510,12310,6310,2160,2370,5800,5060,6150,4090,3620,3863,3967,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,51,22,0.1,0,0.1,0,7,0,61
"Morocco",62,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420.51504048286,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,31,40,53
"Morocco",62,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7524173595143,105.932733977154,130.807015863099,202.41621091981,159.704618374187,137.843987089367,177.529641457124,155.381410706638,311.113449470726,434.490548347361,507.39394099957,371.931520776582,497.321815912881,768.525040141968,558.574358311422,548.361505386085,131,577.546707362839,382,766.493412517194,685.610072185975,308.464465143662,944,1892,1204,271,107,131,279,290,492
"Morocco",62,"Z_TOTAL","seaweeds",378.154586656477,405.575173695572,1652.99609505816,13940.4186880382,12757.8416153418,6310,2160,2370,5800,5060.1,6150,4090,3620,3863,3967,5475.46305791935,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,578.638696027614,0,0,0,0,0,0,0,0,99,117,91,221,150
"Morocco",62,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0,0,0,0,0,0,0,0,0
"Mozambique",41,"Agar agar nei","seaweeds",NA,NA,NA,14,0,2,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3078413677181
"Mozambique",41,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4433349211877,0,0,0,0,0,0,9.20682483015821,8.45875196001111,2,1
"Mozambique",41,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86221921374647,0,0,0,0,0,0,0,0,64,61,15,16,11
"Mozambique",41,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,7,0,6,38,22,21,15,27,36,30,13,0.1,1,0,1,1,0.1,0.1,1,7,3,2,28,1,2
"Mozambique",41,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,0,658,4,11,9,27,72,11,55,28,24,21,56,117,259,209,217,300,94,128,55,1,5,3,36,10,36,8,2
"Mozambique",41,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,14,4,4,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.2578110376,0,0,0,0,13332.4779073966
"Mozambique",41,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86221921374647,0,0,14.4433349211877,0,0,0,0,0,64,70.2068248301582,23.4587519600111,18,12
"Mozambique",41,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,0,658,4,11,9,27,72,11,55,28,24,21,56,117,259,209,217,300,94,128,55,1,5,3,36,10,36,8,2
"Mozambique",41,"Z_TOTAL","seaweeds",NA,NA,NA,14,0,2,0,0.1,0,0,0,0.1,2,3.1,14,4,4,8,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.2578110376,0,0,0,0,13358.7857487643
"Mozambique",41,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,7,0,6,38,22,21,15,27,36,30,13,0.1,1,0,1,1,0.1,0.1,1,7,3,2,28,1,2
"Myanmar",205,"Oyster shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,10,9,2,1,20,5,0,12,0,0,3,0.1,1,0,1,0,0,0,0,0,0
"Myanmar",205,"Shells nei","shells",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,127,112,123,108
"Myanmar",205,"Trochus shells","shells",161.915293729566,170.109070576222,180.805987389751,191.20032684465,202.364863212424,212.594160471705,222.988499926603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,6,3,21,7,9,16,22,44,9,0.1,0.1
"Myanmar",205,"Z_TOTAL","shells",161.915293729566,170.109070576222,180.805987389751,191.20032684465,202.364863212424,212.594160471705,222.988499926603,0,0,0,0,0,0,0,0,0,0,18,0,0,10,9,2,1,20,5,0,12,5,0.1,9,3.1,22,7,10,16,131,171,121,123.1,108.1
"Namibia",101,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,68,51,62,80,111,80,78,71,103,66,32,56,0,39,16,24,19,42,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,2,8,17,0,0,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"Miscellaneous corals and shells","shells",3400,4510,6420,4460,7646,4746,5562,4378,3331,3569,5836,5700,5700,0,0,0,0,2426,2257,1724,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
