"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Egypt",214,"Z_TOTAL","sponges",NA,0.1,0,4,0,0,0,0,5,5,29,3,10,12,11,5,1,12,2,1,1,0.1,380,1,0.1,1,3,7,5,1,1,12,19,33,68.1,82,28,131.1,66.1,59,10.1
"El Salvador",134,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,33,2,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Salvador",134,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.197554103196808,0.853852076357612,1.35110360936596,0,0,2.74624547110682,3.1920005922608,3.6742133501258,4.12817143953987,4.57073651748169,5.03882194112111,5.49688151466512,5.95721969050362,6.40935489808203,6.74664855002038,7.33367701342991,6,31,8.61671164228403,9.15269941429801,0,0,10.3423113490799,10.9101995532161,0.1,0,0
"El Salvador",134,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1658.89599467162,1931.64572089724,1785.33269586554,1300.82867859106,509.992240806576,3745.58913820307,3084.63764671492,3987.20682950865,4473.16392040916,4892.95320847956,5374.00898065185,4149.4058354256,1201.98915725225,2530.97306939575,4222.65456742269,3608.26560385199,1935.19179499941,0,0,0,0,0,15,46
"El Salvador",134,"Ornamental fish nei","ornamentals",0,0,0,0,0,1424.82405595947,0,0,1586.72248251736,0,0,5925.17527589807,6871.56756484113,910.581477884669,36.424427443184,6069.64575290144,0,1697.59878055309,10836.4630967255,11461.5819728361,13517,30235,40627,49647,56713,52411,50767,50875,46709,54146,40939,51114,43834,66326,57474,35925,55545,55206,59644,62887,66416
"El Salvador",134,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,20.1975541031968,33.8538520763576,3.35110360936596,36,8,2.74624547110682,3.1920005922608,3.6742133501258,4.12817143953987,4.57073651748169,5.03882194112111,5.49688151466512,5.95721969050362,6.40935489808203,6.74664855002038,7.33367701342991,6,31,8.61671164228403,9.15269941429801,0,0,10.3423113490799,10.9101995532161,0.1,0,0
"El Salvador",134,"Z_TOTAL","ornamentals",0,0,0,0,0,1424.82405595947,0,0,1586.72248251736,0,0,5925.17527589807,6871.56756484113,910.581477884669,36.424427443184,6069.64575290144,0,1697.59878055309,10836.4630967255,11461.5819728361,13517,30235,40627,49647,56713,52411,50767,50875,46709,54146,40939,51114,43834,66326,57474,35925,55545,55206,59644,62887,66416
"El Salvador",134,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1658.89599467162,1931.64572089724,1785.33269586554,1300.82867859106,509.992240806576,3745.58913820307,3084.63764671492,3987.20682950865,4473.16392040916,4892.95320847956,5374.00898065185,4149.4058354256,1201.98915725225,2530.97306939575,4222.65456742269,3608.26560385199,1935.19179499941,0,0,0,0,0,15,46
"Equatorial Guinea",104,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,86,90,124,293,553,763,102,287,591,376,134,242,110,175,499,489,268,364,551,887,709,1348,1362,813,950,873,617,563
"Equatorial Guinea",104,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,86,90,124,293,553,763,102,287,591,376,134,242,110,175,499,489,268,364,551,887,709,1348,1362,813,950,873,617,563
"Eritrea",45,"Coral and the like","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,2,33,18,7,38,45,31,10,18,23,11,37,3,3,0,1,8,5,10,22,50
"Eritrea",45,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562174996610224,0.62533519477833,0.689095971236384,0.749621814632434,0.820662327938976,0.883799776929408,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eritrea",45,"Ornamental fish nei","ornamentals",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74750332672556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,1,7
"Eritrea",45,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,2216,1752,1919,7432,2197,2050,3949,8569,5130,6872,9180,2425,2165,1240,3241,3566,3932,5510,17010,15931,9729,17000,19800,20700
"Eritrea",45,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,1,0.1,0.1,0,0
"Eritrea",45,"Z_TOTAL","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,2,33,18,7,38,45,31,10,18,23,11,37,3,3,0,1,8,5,10,22,50
"Eritrea",45,"Z_TOTAL","ornamentals",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,2216,1752,1926.74750332673,7432,2197,2050,3949,8569,5130,6872,9180,2425,2165,1240,3241,3566,3932,5510,17010,15931.1,9729.1,17000.1,19801,20707
"Eritrea",45,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,1,0.1,0.1,0,0
"Eritrea",45,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562174996610224,0.62533519477833,0.689095971236384,0.749621814632434,0.820662327938976,0.883799776929408,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",70,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,8,3,4,3,3,0.1,1,0,0.1,0.1,1,1,0.1,0.1,104,0
"Estonia",70,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,28,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Estonia",70,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315,2663,2339,2865,2053,2631,3732,2393,1684,3237,1019,2010,1665,919,685
"Estonia",70,"Miscellaneous corals and shells","shells",26.2353864974338,30.7430822415957,34.112492913599,152.997511890577,166.408223020553,111.98933976135,100.683003610163,27.3299677667467,18.1985691641485,15.6529627647549,112.737789957977,155.062974572702,138.471743443634,149.046905152785,156.339334019908,117.104360562538,108.491288198155,68.1281929281986,106.520196088232,94.4109624307893,147.275447222556,133.672214407905,110.007354616136,98.7315082436673,106.745528540461,85.3674021525829,68.1053958917075,93.5494063559337,100.364162023132,108.093611051886,78.2821203481516,75.4843402318545,76.4708852866369,75.2967939063359,78.9346787958463,77.3623726147867,97,78,68,31,53
"Estonia",70,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285.09784769287,0,0,0,0,0,0.1,0.1,0,0,0,0,0
"Estonia",70,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,349,246,300,329
"Estonia",70,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,291,172,24,162,144,7985,4171,4819,4488,8596,23964,24879,35770,43933,34510,38623,20086,16740,20205,22176,9745,8637,3616,1750,1650,350,100
"Estonia",70,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,14,22,34,34,34,26,27,27,27,17
"Estonia",70,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85894210020723,0.28265428322365,0,0,0.876923366396085,0,0.935695410936063,0,0,0,0,0,0,0,0,0,1,18,41,1,0.1,0,2,4
"Estonia",70,"Other seaweeds and aquatic plants and products thereof","seaweeds",0.1,0.1,8,0,0,0,31,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,6,12,3,0.1,5,18,0.1,0.1,353.150867599557,0.1,60,9,14,50,35,27,0,0
"Estonia",70,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0,0,0,0,171,0,0,0,0,0,0,0,20,28,0,0,22,0,0
"Estonia",70,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,28,0,0,0,0,0.1,0.1,0,4315,2663,2339,2865,2053,2631,3732,2395,1684,3237,1019,2010,1665,919,685
"Estonia",70,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85894210020723,0.28265428322365,0,0,0.876923366396085,0,0.935695410936063,0,0,0,0,0,8,10,14,22,35,52,75,27,27.1,27,29,21
"Estonia",70,"Z_TOTAL","seaweeds",0.1,0.1,8,0,0,0,31,0,0,1,0,0,0,0,0,1,0,0,1,1,0,169,1,9,33,11,174.1,9,21,3.1,0.2,354.150867599557,0.1,60.1,29.1,43,51,35.1,49.1,104,0
"Estonia",70,"Z_TOTAL","shells",26.2353864974338,30.7430822415957,34.112492913599,152.997511890577,166.408223020553,111.98933976135,100.683003610163,27.3299677667467,18.1985691641485,15.6529627647549,112.737789957977,155.062974572702,138.471743443634,149.046905152785,156.339334019908,117.104360562538,108.491288198155,68.1281929281986,106.520196088232,94.4109624307893,147.275447222556,133.672214407905,110.007354616136,98.7315082436673,106.745528540461,85.3674021525829,68.1053958917075,93.5494063559337,100.364162023132,108.093611051886,78.2821203481516,75.4843402318545,76.4708852866369,75.2967939063359,78.9346787958463,77.3623726147867,97,78,68,31,53
"Estonia",70,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,291,172,24,162,144,7985,4171,4819,4488,8596,23964,24879,35770,43933,35795.0978476929,38623,20086,16740,20205,22176,9745.1,8637.1,4058,2099,1896,650,429
"Faeroe Islands",141,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7011.11163118796,0,6222.20199084003,0,0,5007.74715204292,4517.94850515842,4171.16559833963,3760.12924308563,3361.52903914161,2983.65575404768,2582.98285821872,0,0,1351.9464843414,955.418972282438,0,0,2,5
"Faeroe Islands",141,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,120,0,545,810,824,308,103,153,35,23,106.416897131223,150,170,150,85,83.1635519303203,57.196669451382,58.6291376281989,69.6152756780412,100,0
"Faeroe Islands",141,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7011.11163118796,0,6222.20199084003,0,0,5007.74715204292,4517.94850515842,4171.16559833963,3760.12924308563,3361.52903914161,2983.65575404768,2582.98285821872,0,0,1351.9464843414,955.418972282438,0,0,2,5
"Faeroe Islands",141,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,120,0,545,810,824,308,103,153,35,23,106.416897131223,150,170,150,85,83.1635519303203,57.196669451382,58.6291376281989,69.6152756780412,100,0
"Falkland Islands",95,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,0.1,5,4,0,29,79,19,110,118,141,57,37,43,60,259,306,394,331,207,208
"Falkland Islands",95,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,0.1,5,4,0,29,79,19,110,118,141,57,37,43,60,259,306,394,331,207,208
"Fiji",18,"Coral and the like","corals",522,1128,882,1312,1143,1930,2267,3590,4520,4771,4837,7356,9727,7823,9692,10058,7227,5201,5004,4472,4561,4445,4747,5211,6492,4495,4261,5440,4232,3973,4319,5096,4620,3786,3950,4180,5094,4528,7628,6642,7381
"Fiji",18,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,25,62,1,0,13,32,52,12,9,34,23,61,11,3,0
"Fiji",18,"Kelp","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3
"Fiji",18,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,60.2725145053992,0,0,0,0,70,8,0
"Fiji",18,"Mother of pearl shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,3,381,492,259,293,268,439,490,155,409,765,1312,1618,2245,2857,3280,2484,2199,1323,2027,2095,1540,1468,942,714,827,882,746,641,1265
"Fiji",18,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00905137167244874,0.0334008893227207,0.0756285312470411,0.204260514933928,0.227838741824584,0.247244087938888,0.201425923150715,0.355411618474044,0.180787896830857,0.351524445318034,0.283141081639705,0.313285168330133,0.330099768559585,0.255625185548951,0.287707387481468,0.548131207631087,33.8999713856569,29.3412788285558,29.6203373003216,24.0173188865431,13.8995824419379,11.4762818179423,0.1,0.1,0.1,6,9
"Fiji",18,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,8,5,36,141,418,154,96,56,96,55,62,91,142,45,43,49,77,78,58,58,251,269,325,229
"Fiji",18,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.67068938647026,68,183,44,23.4023520566279,6,0,0,0,0,0,0,37,6,0,23,162,11,0,47
"Fiji",18,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,9,14,88,104,132,77,0,0,0,0,0,0,0,0,4,0,0,0,0.1,0,1,0.1,1854.49735034467,1723.40282909153,2392.91965672513,0.1,1,4,3,2.34756986738749,2.94188101033116,7,0,0,0,1
"Fiji",18,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,12,2000,2308,406,2010,2201,2081,500,731,6377,3415,4143,2872,3500,5200,8300,19500,10600,18100,22300,11100,15800
"Fiji",18,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",210,31,279,1502,1489,1706,39,2,464.831951585274,1,33,0,0,100,32,106,30,12,29,30,0,0,50,0,0,0,0,267,10,11,0,1700,3847,20,878,0,652,650,645,230,320
"Fiji",18,"Z_TOTAL","corals",522,1128,882,1312,1143,1930,2267,3590,4520,4771,4837,7356,9727,7823,9692,10058,7227,5201,5004,4472,4561,4445,4747,5211,6492,4495,4261,5440,4232,3973,4319,5096,4620,3786,3950,4180,5094,4528,7628,6642,7381
"Fiji",18,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,25,62,1,0,13,32,52,12,9,34,23,61,11,3,0
"Fiji",18,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,9,14,88,104,132,77,0,0,0,0,0,0,0,0,4,0.1,1.67068938647026,68,183.1,44,24.4023520566279,6.1,1854.49735034467,1723.40282909153,2392.91965672513,0.1,1,4,40,8.34756986738749,2.94188101033116,30,162,11,0,48
"Fiji",18,"Z_TOTAL","seaweeds",210,31,279,1502,1489,1706,39,2,464.831951585274,1,33,0,0,100,32,106,30,12,151,42,2000,2308,456,2010,2201,2081,500,998,6387,3426,4143,4572,7347,5220,9178,19500,11252,18750,22945,11330,16123
"Fiji",18,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,3,381,492,259,293,268,439,490,155,409,765,1312,1618,2245,2857,3280,2484,2199,1323,2027,2095,1540,1528.2725145054,942,714,827,882,816,649,1265
"Fiji",18,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00905137167244874,0.0334008893227207,0.175628531247041,8.20426051493393,5.22783874182458,36.2472440879389,141.201425923151,418.355411618474,154.180787896831,96.351524445318,56.2831410816397,96.3132851683301,55.3300997685596,62.255625185549,91.2877073874815,142.548131207631,78.8999713856569,72.3412788285558,78.6203373003216,101.017318886543,91.8995824419379,69.4762818179423,58.1,251.1,269.1,331,238
"Finland",174,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,3283.10838037575,0,0,0,2993.61158828912,2858.29041627271,2844.40676930809,2787.0729987011,2714.14174781225,2647.89513132989,2273.04122641313,2282.55379987138,2266.44194143792,2041.99231066788,2122.807651129,2059.90335184993,1922.35396836468,1761.40836445658,1659.51036447281,1301.36804557237,1476.8823734592,1309.25213514458,1381.15462973036,0.1,0,0,0,0,1,1,1,0.1,0,0
"Finland",174,"Fish body oils, nei","fish_oil",NA,18,1,195,5,15,4,3,3,4,3,3,2,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",174,"Fish liver oils, nei","fish_oil",15474.9870488376,15086.7503043186,14665.3504896396,14254.3141343854,13921.8328015733,13506.8583317377,13073.0223657484,12701.3671563095,12292.4034929406,11877.2217539165,11397.786566457,10696.5733473016,10065.8316522364,9864.13717736839,8549.40716024989,8266.87770186644,8450.70391761034,7351.53385653277,378.354993336718,3580.0205936553,5884.21060776443,5947.82069417764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,14,27,19
"Finland",174,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7794,14843,22836,15218,17089,15910,18476,16336,32361,35815,17181,8160,9062,9878,10309,8340,5204,7572,17264,21886,24700,28045,34160,55418,55677,56398,47880,27156
"Finland",174,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5493422145072,18.8799382742293,19.2105343339514,19.5309671341006,1,0,0,0,0.1,0,0,0,0,0,0
"Finland",174,"Natural sponges other than raw","sponges",NA,415,480,291,386,511,458,1610,820,529,724,629,404,929,286,245,248,231,361,190,355,393,439,302,410,358,361,491,469,612,884,715,1207,985,1627,1387,1564,960,915,1183,1417
"Finland",174,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.7465672329572,0,0,0,0,2,0,0,0,7.35750744828238,24,20,6,0,0,0
"Finland",174,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,8,4,2,2,33,0,288,1532,1632,3667,1425,421,354,792,1896,5311,4784,580,468,184,325,20,104,1115,229
"Finland",174,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,7,0.1,7,0.1,1,0.1,1,0,0.1,0.1,0.1
"Finland",174,"Z_TOTAL","fish_oil",15474.9870488376,15104.7503043186,14666.3504896396,14449.3141343854,13926.8328015733,13521.8583317377,13077.0223657484,12704.3671563095,12295.4034929406,11881.2217539165,11400.786566457,10699.5733473016,10067.8316522364,17659.1371773684,23394.4071602499,31107.8777018664,23673.7039176103,24440.5338565328,16288.3549933367,22056.0205936553,22220.2106077644,38308.8206941776,35815,17181,8160,9062,9878,10309,8340,5204,7572,17264,21886,24700,28045,34160,55441,55689,56412,47907,27175
"Finland",174,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.7465672329572,0,0,0,0,2,0,0,0,7.35750744828238,24,20,6,0,0,0
"Finland",174,"Z_TOTAL","seaweeds",0,0,0,0,0,0,0,3283.10838037575,0,0,0,2993.61158828912,2858.29041627271,2844.40676930809,2787.0729987011,2920.14174781225,2655.89513132989,2277.14122641313,2284.55379987138,2268.44194143792,2074.99231066788,2122.807651129,2347.90335184993,3454.35396836468,3393.40836445658,5328.51036447281,2726.36804557237,1897.8823734592,1663.25213514458,2173.15462973036,1903.1,5311.1,4791,580.1,469,185.1,327,21,104.2,1115.1,229.1
"Finland",174,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5493422145072,18.8799382742293,19.2105343339514,19.5309671341006,1,0,0,0,0.1,0,0,0,0,0,0
"Finland",174,"Z_TOTAL","sponges",NA,415,480,291,386,511,458,1610,820,529,724,629,404,929,286,245,248,231,361,190,355,393,439,302,410,358,361,491,469,612,884,715,1207,985,1627,1387,1564,960,915,1183,1417
"France",179,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485.15305929212,429,513,155,319,0,0,1638.8938551087,4,2417.96506466759,14.557224758575,1,27,3,4,7.12279139265297,25.1291254165376,23,500,356,550
"France",179,"Coral and the like","corals",NA,NA,NA,NA,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.1,0,31,0,34,0,0.1,0,0,0,0.1
"France",179,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,1,2,4,21,20,72,0,1,2,8,71,19,86,102,216,153,128,222,419,151,100,30,73,16,3,127,60,67,40,64,2,9.13875029206154,0.1,0.1,0.1,0.1
"France",179,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,2.66725595674711,3.31128825379255,3.48303374793886,4.00723208006957,5.29119613860234,5.91683959192687,6.53604694994874,5,8,2,12,159,61,53,75,86,96,36,26,27,15,18
"France",179,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1760,0.1,2670,910,352,1080,1150,950,1400,1500,1100,700,400,150,110,140,105,101,128,104,44,0,0,0,0
"France",179,"Mother of pearl shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.43544159197,0,0,0,0,0,0,0,5,0,2,0,0.1,12.1616425803586,0,0,0,0,1,0.1,0
"France",179,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73419430132697,2.44944609282652,2.8946135986879,3.42980919976185,0.1,1,1,1,0.1,0.1,0.1,0.1,1,10,26,18,14,19,17
"France",179,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,1.36847749780658,1.33223907459528,0,0,1.1835997632126,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,118,10,29,265,19,44,50,128.630144340806,25,0.1,97.4884468393373,133,740,560,385,355
"France",179,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,9,0.1,0.1,21,2,0.1,0,0
"France",179,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413951077750063,0,0.106448603135853,0.1,0.1,0.225561014710183,0.178197658163594,0.1,0,0,0,0,0,0.1,1,1
"France",179,"Z_TOTAL","corals",NA,NA,NA,NA,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.1,0,31,0,34,0,0.1,0,0,0,0.1
"France",179,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,1,2,4,21,20,72,0,1,2,8,71,19,106,102,218.667255956747,156.311288253793,131.583033747939,226.10723208007,424.291196138602,156.916839591927,106.636046949949,35.1,81.1,18,15,286,121,120,115,150,98,45.1387502920615,26.1,27.1,15.1,18.1
"France",179,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,118,10,29,265,19,44,50,128.630144340806,25,0.1,97.4884468393373,133,740,560,385,355
"France",179,"Z_TOTAL","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485.15305929212,429,513,155,319,0,0,1638.8938551087,4,2417.96506466759,14.557224758575,1.1,27,12,4.1,7.22279139265297,46.1291254165376,25,500.1,356,550
