"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Malaysia",206,"Z_TOTAL","shells",387.619601028684,394.874818949467,402.27723527637,408.158601406707,418.308721314503,604.807048124709,693.524789377072,783.027588795403,869.568320775763,956.476571540599,1035.5871246276,1121.66720761243,1210.38494886476,1300.10806866145,1382.63133406255,1464.77302896165,1552.89888345304,1634.05520804662,1716.56537619183,1788.5580167616,1828.20801437936,1929.69841651108,2012.10044826615,2123.49052645227,1632.96981634627,1761.68154296046,2213.83373533908,1853.27437981468,1925.58727083992,2606.59108158351,2666.472022409,2761.95611803478,2230.24748785098,2933.62871578716,2407.71137477463,2486.99188677451,2559.5984216427,2649.2500157812,2728.24613508827,2809.51739593802,2892.63720929128
"Malaysia",206,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,0,0,0,0,48.2581559396349,201.805355235003,353.744821263535,477.147021804529,631.900021050067,784.241420395265,919.70162043802,1058.77922033129,1197.45488690783,1361.05041912134,1489.6777527798,1640.4114188581,0,0,0,2195.91795179772,2344.6419512924,2486.53308440279,0,2767.90375072311,4,0,0,0,3,0,0,0,0,0,0,0
"Maldives",39,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1183,2711,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Fish liver oils, nei","fish_oil",3000,3488,9615,13639,998,1443,1914,0,573,3195,970,827,2788,2100,3125,3068,3175,4180,8359,10141,14126,14656,15216,14433,9565,17219,14779,15794,22023,18561,19426,23611,19491,19448,22580,33455,29936,23633,22105,20453,29227
"Maldives",39,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Ornamental saltwater fish","ornamentals",158,438,6013,18223,5885,6403,14551,11741,6985,7130,7330,10541,3970,5910,4855,2200,2755,2300,4218,4486,49,14,113,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Shark liver oil","fish_oil",NA,0,0,0,0,0,0,0,0,4,12,0,0,0,0,2,0,0,0,0,0,0,104,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,1,1,7,7,7,3,10,6,8,9,11,11
"Maldives",39,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1183,2711,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Z_TOTAL","fish_oil",3000,3488,9615,13639,998,1443,1914,0,573,3199,982,827,2788,2100,3125,3070,3175,4180,8359,10141,14126,14656,15320,14447,9565,17219,14779,15794,22023,18561,19426,23611,19491,19448,22580,33455,29936,23633,22105,20453,29227
"Maldives",39,"Z_TOTAL","ornamentals",158,438,6013,18223,5885,6403,14551,11741,6985,7130,7330,10541,3970,5910,4855,2200,2755,2300,4218,4486,49,14,113,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.1,0.1,0.1,0,1,1,7,7,7,3,10,6,8,9,11,11
"Malta",68,"Coral and the like","corals",215.868560045206,211.044242431821,206.091297895206,201.192337688492,196.413624166073,191.403479626475,186.605666954849,181.661200101809,176.725503266265,171.993660615113,166.986049636125,162.003189595396,157.150710481395,152.260227958259,147.392547480602,142.058009738401,137.012590239554,132.185154397728,127.666910394852,122.626947795778,117.968480957652,112.590970129735,107.531323713622,101.564857488727,97.4240165719675,91.9036519035526,87.2970256132739,82.226270508334,77.7299515491904,72.5745170531245,67.4037837487667,62.3849666363149,57.5688343725906,52.6437590026762,48.5212376780146,43.7637670868553,39.3457936173163,33.5491733978706,74,0,0
"Malta",68,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.815549248829,571.420285343076,874.990361148492,1167.37389236898,1467.21511997946,1808.07367773424,2100.45720895485,2560.63890894793,3028.27830533101,3738.29283438553,6,1
"Malta",68,"Z_TOTAL","corals",215.868560045206,211.044242431821,206.091297895206,201.192337688492,196.413624166073,191.403479626475,186.605666954849,181.661200101809,176.725503266265,171.993660615113,166.986049636125,162.003189595396,157.150710481395,152.260227958259,147.392547480602,142.058009738401,137.012590239554,132.185154397728,127.666910394852,122.626947795778,117.968480957652,112.590970129735,107.531323713622,101.564857488727,97.4240165719675,91.9036519035526,87.2970256132739,82.226270508334,77.7299515491904,72.5745170531245,67.4037837487667,62.3849666363149,57.5688343725906,52.6437590026762,48.5212376780146,43.7637670868553,39.3457936173163,33.5491733978706,74,0,0
"Malta",68,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.815549248829,571.420285343076,874.990361148492,1167.37389236898,1467.21511997946,1808.07367773424,2100.45720895485,2560.63890894793,3028.27830533101,3738.29283438553,6,1
"Marshall Islands",11,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,2775,2362,55,2,69,34
"Marshall Islands",11,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.780234428861,0,0,0,0,0,58,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"Miscellaneous corals and shells","shells",NA,NA,NA,0,0,0,0,0,0,0,2.45325411313115,10.7217706954516,13.8870335432766,17.0522963911026,18.0912035162228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,0.1,7
"Marshall Islands",11,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.461882580208,127.425844114081,1184.10148469517,932.191616779571,1057.7583378534,1.19420774200501,767.842002449549,534.805963983422,515.673325944639,1213.74620698577,540.320814698643,24.1773344904448,23.9185259011325,256.436947188635,595.907068689808,187,66.9222269259838,10.0419299882574,3.49184491578808,0,21.8480571866351,2.71541914785143,0,65.1105668007986,3,0,0,0,3
"Marshall Islands",11,"Ornamental saltwater fish","ornamentals",320,255,238,8,140,133,227,0,211,118,91,138,215,107,57,228,264,159,110,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,66,112,166,61,7,22,24,70,0,15,1,35,0,0.1,4,80,34,0.1,0.1,18,15,3,21,4,7,36,1
"Marshall Islands",11,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,2775,2362,55,2,69,34
"Marshall Islands",11,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.780234428861,0,0,0,0,0,58,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"Z_TOTAL","ornamentals",320,255,238,8,140,133,227,0,211,118,91,138,575.461882580208,234.425844114081,1241.10148469517,1160.19161677957,1321.7583378534,160.194207742005,877.842002449549,772.805963983422,515.673325944639,1213.74620698577,540.320814698643,24.1773344904448,23.9185259011325,256.436947188635,595.907068689808,187,66.9222269259838,10.0419299882574,3.49184491578808,0,21.8480571866351,2.71541914785143,0,65.1105668007986,3,0,0,0,3
"Marshall Islands",11,"Z_TOTAL","shells",NA,NA,NA,0,0,0,0,0,0,0,2.45325411313115,10.7217706954516,33.8870335432766,25.0522963911026,84.0912035162228,112,166,61,7,22,24,70,0,15,1,35,0,0.1,4,80,34,0.1,0.1,18,15,3,37,7,15,36.1,8
"Mauritania",64,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0,3,14
"Mauritania",64,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16.7922980155272,0,0,0,0,13,0,0,0,1,4,0,0,0,0,0,9,0,0,0,0,48,101,155,0,0
"Mauritania",64,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9078297293308,38.7674297206322,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.740279422762,147.573529961637,154.406780500512,161.240031039388,46,39,17,19,29
"Mauritania",64,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,421.803723992409,725.14350699346,942.579430602265,939.119715773828,980.657260627049,649.944748113827,0,0,0,0,0,0,32,27,20,16,15
"Mauritania",64,"Z_TOTAL","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7922980155272,0,0,18.9078297293308,38.7674297206322,13,0,0,0,1,4,0,0,41,0,0,9,140.740279422762,147.573529961637,154.406780500512,161.240031039388,94,140,172,19,29
"Mauritania",64,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,421.803723992409,725.14350699346,942.579430602265,939.119715773828,980.657260627049,649.944748113827,0,0,0,0,0,0,32,27,20,16,15
"Mauritania",64,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0,3,14
"Mauritius",37,"Coral and the like","corals",53.1841183718502,52.0812656140033,50.9687715198038,49.8369947528986,48.7341419950521,47.5830825554417,46.4995124703005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,12
"Mauritius",37,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,73,89,128
"Mauritius",37,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,488,100,1,1,358,235,236,11,188,585,1019,0,0,0
"Mauritius",37,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,88,10,43
"Mauritius",37,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,0,221,144,316,618,351,273,309,388,165,814,385,384,782,305,385,555,449,292,544,778
"Mauritius",37,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668363487664465,8.73025005567979,17.4081295190153,23.6101532937864,33.811179176726,42.7386248934636,50.8381444679508,57.2124877986462,63.8859144965209,76.796516845021,84.5731848377181,93.756138861514,100.681112497346,109.113387076377,0,1.25371024771832,1.25946054488894,1.26764632160671,1.25264581544684,1.24680268988046,1.25502109718584,1,0.1,4,0.1,1
"Mauritius",37,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763,326,0,20,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Z_TOTAL","corals",53.1841183718502,52.0812656140033,50.9687715198038,49.8369947528986,48.7341419950521,47.5830825554417,46.4995124703005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,12
"Mauritius",37,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,488,100,1,1,358,235,236,11,188,590,1019,73,89,128
"Mauritius",37,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,0,221,144,316,618,351,273,309,388,165,814,385,384,782,305,385,578,465,380,554,821
"Mauritius",37,"Z_TOTAL","seaweeds",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668363487664465,8.73025005567979,17.4081295190153,23.6101532937864,1796.81117917673,368.738624893464,50.8381444679508,77.2124877986462,108.885914496521,100.796516845021,84.5731848377181,93.756138861514,100.681112497346,109.113387076377,0,1.25371024771832,1.25946054488894,1.26764632160671,1.25264581544684,1.24680268988046,1.25502109718584,1,0.1,4,0.1,1
"Mayotte",29,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,1,60,0,0,0,0,0.1,3,0,0,0,0,75,0,0,0,0,0
"Mayotte",29,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8796.57798451406,4,1,0.1,0
"Mayotte",29,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8796.57798451406,4,1,0.1,0
"Mayotte",29,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,1,60,0,0,0,0,0.1,3,0,0,0,0,75,0,0,0,0,0
"Mexico",135,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.86976791242705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,454,1849
"Mexico",135,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.183514306584,546.410766441346,0,0,0,822.199608980824,0,0,0,0,0,0,0,1408.78247619336,1482.44595388215,1565.82144817087,0,0,1777.09986463736,0
"Mexico",135,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1
"Mexico",135,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5288.47337401414,0,0,4495.94814609666,0,0,3703.42291817931,3439.24784220674,3175.07276623428,2910.89769026183,2646.72261428938,0,0,0.1
"Mexico",135,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,51,1,85,157,141,294
"Mexico",135,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2483.317617869,0,0,2891.70788458083,3034.80481764139,3189.95975020365,0,3471.69215650909,0,3753.06282282941,3893.74815598957,4032.86594921455,0,4315.44241548504,4456.48948863026
"Mexico",135,"Natural sponges raw","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38945342702573,21.725972281125,0,0,0,0,0,0,136.233879811618,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,7,5,0
"Mexico",135,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96674661427221,0,3.1923625960585,0,3.41797857784482,0,0,3.75640255052429,3.86921054141743,3.98201853231058,4.09482652320372,0.395585339438469,4.32044250499004,0,4.54605848677633,0,0.1,0,0,0,0
"Mexico",135,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",89.8908903088304,137.549983134602,113.666695067419,69.6994305735352,116.761432208245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,26,19,7,18,6,2,0,11,0.1,1,8
"Mexico",135,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1
"Mexico",135,"Z_TOTAL","fish_oil",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.183514306584,546.410766441346,0,1,0,822.199608980824,5288.47337401414,0,0,4495.94814609666,0,0,3703.42291817931,4848.03031840009,4657.51872011644,4476.7191384327,2646.72261428938,0,1777.09986463736,0.1
"Mexico",135,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96674661427221,0,3.1923625960585,0,3.41797857784482,0,0,3.75640255052429,3.86921054141743,3.98201853231058,4.09482652320372,0.395585339438469,4.32044250499004,0,4.54605848677633,0,0.1,0,0,0,0
"Mexico",135,"Z_TOTAL","seaweeds",89.8908903088304,137.549983134602,113.666695067419,69.6994305735352,116.761432208245,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86976791242705,0,3,0,0,0,0,0,0,0,19,46,26,19,7,18,6,2,359,11,0.1,455,1857
"Mexico",135,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,51,1,85,157,141,294
"Mexico",135,"Z_TOTAL","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38945342702573,21.725972281125,0,0,0,0,0,0,136.233879811618,0,0,2483.317617869,0,0,2891.70788458083,3034.80481764139,3189.95975020365,0,3471.69215650909,0,3753.06282282941,3893.84815598957,4034.86594921455,7,4320.44241548504,4456.48948863026
"Micronesia",9,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,27,31,63,88,133,144,31,287,182,64,285,295,854,1120,1104,1302,1482,1126,1751,2825,3965,5806,3887,3921
"Micronesia",9,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,66,107,100,134,124,0,1017,1174,659,700,1341,936,496,541,839,989,1018,618,427,234,293,280,253,336,266,174,206
"Micronesia",9,"Natural sponges nei","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,4,3,4,14,20,0.1,4,5,5,21,4,15,15,12,24
"Micronesia",9,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24061679539579,126,35,78
"Micronesia",9,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,44,19,0,0,0.1,1,2,0,0,0,291,659,0,263,1094,85,51,0,32,0,0,0,1,0,0,1,0
"Micronesia",9,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,27,31,63,88,133,144,31,287,182,64,285,295,854,1120,1104,1302,1482,1126,1751,2825,3965,5806,3887,3921
"Micronesia",9,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24061679539579,126,35,78
"Micronesia",9,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,44,19,0,0,0.1,1,2,0,0,0,291,659,0,263,1094,85,51,0,32,0,0,0,1,0,0,1,0
"Micronesia",9,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,66,107,100,134,124,0,1017,1174,659,700,1341,936,496,541,839,989,1018,618,427,234,293,280,253,336,266,174,206
"Micronesia",9,"Z_TOTAL","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,4,3,4,14,20,0.1,4,5,5,21,4,15,15,12,24
"Montenegro",186,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,83,185,23,4,114,527,661,961,312,940,744,337,249,96,266,2023,2280,2158,29311,52476,56050,51935,68387,71027,59654,59383
"Montenegro",186,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,4,6,15,42.4512604977399,290,249,3,3,335,579,10,32,53,22,95
"Montenegro",186,"Fish liver oils, nei","fish_oil",4,11,22,0,0,0,0,0,7,12,111,19,0,0,0,0,0,10.0750896771592,9.71864296716444,9.40581582243442,9.06724858018106,8.77893392832323,8.37781824908802,8.04364662348848,14,7.21498216486918,6.50973733335775,6.01993711811701,5.4694496729461,4.92706045845762,4.18667049378939,1,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Miscellaneous corals and shells","shells",395.421116553005,402.327964912638,0,415.763852389535,0,0,0,0,359.108681596836,373.282224605222,396.091407439271,402.905030141697,420.80759943844,401.567104257758,411.275628947196,449.295313746901,424.608477539809,439.959607797149,475.182522880588,0,0,0,0,0,0,0,0,0,6328,5860,4667,4159,2711,2492,2039,1268,2150,2198,2888,1140,504
"Montenegro",186,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,777,781,1036,1245,473,1301,1240,1635.99015237408,1781.49868533498,1869.12882068747,2045.98815235286,2191.49668531376,2322.5356188725,2460.00548549893,2550.0472207517,2622.40389006853,2800.06708836742,2944.77175469493,3069.37975518603,3154.1963573214,3414.25588554901,3554.13735207572,3677.53955261671,3850.78148443165,3956.90055235347,4116.07481808297,4263.59301762749,4348.81155307952
"Montenegro",186,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.064911475885,552.191665423001,575.318419370116,0,0,644.698681211463,0,0,0,0,760.33245094704,0,0,0,0,0,0,0,25,36,32
"Montenegro",186,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.44036790222026,0,0,0,0,0,3.51780331204827,5.23965973299801,6.96151615394774,8.68337257489748,10.4052289958472,86,0,0,0,0,0
"Montenegro",186,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,55,11,23,127,17,0,0,2,3
"Montenegro",186,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,83,185,23,4,114,527,661,961,312,940,744,337,249,96,266,2023,2280,2158,29311,52476,56050,51935,68387,71027,59654,59383
"Montenegro",186,"Z_TOTAL","fish_oil",4,11,22,0,0,0,0,0,7,12,111,19,0,0,0,0,0,10.0750896771592,9.71864296716444,9.40581582243442,9.06724858018106,8.77893392832323,8.37781824908802,8.04364662348848,28,14.2149821648692,10.5097373333577,12.019937118117,20.4694496729461,47.3783209561975,294.186670493789,250,3,3,335,579,10,32,53,22,95
"Montenegro",186,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.44036790222026,0,0,0,0,0,3.51780331204827,5.23965973299801,6.96151615394774,8.68337257489748,10.4052289958472,86,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,55,11,23,127,17,0,0,2,3
"Montenegro",186,"Z_TOTAL","shells",395.421116553005,402.327964912638,0,415.763852389535,0,0,0,0,359.108681596836,373.282224605222,396.091407439271,402.905030141697,420.80759943844,401.567104257758,411.275628947196,449.295313746901,424.608477539809,439.959607797149,475.182522880588,0,0,0,0,0,0,0,0,0,6328,5860,4667,4159,2711,2492,2039,1268,2150,2198,2888,1140,504
