"year","maxDensity"
2003,29.1338566129633
2004,26.5737317495532
2005,29.3373350625501
2006,31.2795990912378
2007,34.3258272209768
2008,30.9922210476763
2009,33.6568581565307
2010,34.6881718252461
2011,36.1226620475878
2012,38.8906866688503
2013,42.6176886783171
2014,45.7657544246737
2015,44.7078262834198
