"year","ref_median"
2003,0.99485138963124
2004,0.994972741515948
2005,0.995189439751736
2006,0.995180885711532
2007,0.994983647548728
2008,0.995191889358109
2009,0.995302751732394
2010,0.995010280446484
2011,0.995021802330415
2012,0.995383832959733
2013,0.995177469026784
2014,0.995229339682781
2015,0.995431957832201
