"rgn_id","commodity","product","year","gapfill"
5,"Ornamental saltwater fish","ornamentals",1995,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",1996,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",1997,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",1998,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",1999,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2000,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2001,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2002,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2003,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2004,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2005,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2006,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2007,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2008,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2009,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2010,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2011,"r1_u_rgn"
5,"Ornamental saltwater fish","ornamentals",2012,"none"
5,"Ornamental saltwater fish","ornamentals",2013,"none"
5,"Ornamental saltwater fish","ornamentals",2014,"none"
5,"Ornamental saltwater fish","ornamentals",2015,"none"
5,"Ornamental saltwater fish","ornamentals",2016,"none"
5,"Agar agar nei","seaweeds",1995,"r3_u_gl"
5,"Agar agar nei","seaweeds",1996,"r3_u_gl"
5,"Agar agar nei","seaweeds",1997,"r3_u_gl"
5,"Agar agar nei","seaweeds",1998,"r3_u_gl"
5,"Agar agar nei","seaweeds",1999,"r3_u_gl"
5,"Agar agar nei","seaweeds",2000,"r3_u_gl"
5,"Agar agar nei","seaweeds",2001,"r3_u_gl"
5,"Agar agar nei","seaweeds",2002,"r3_u_gl"
5,"Agar agar nei","seaweeds",2003,"r3_u_gl"
5,"Agar agar nei","seaweeds",2004,"r3_u_gl"
5,"Agar agar nei","seaweeds",2005,"r3_u_gl"
5,"Agar agar nei","seaweeds",2006,"r3_u_gl"
5,"Agar agar nei","seaweeds",2007,"r3_u_gl"
5,"Agar agar nei","seaweeds",2008,"r3_u_gl"
5,"Agar agar nei","seaweeds",2009,"r3_u_gl"
5,"Agar agar nei","seaweeds",2010,"r3_u_gl"
