"CellID","Country","AreaKM2","PhiPrime","YearsToHarvest","F_yieldperfarmMT","F_yieldpercellperyear","ID","CountryYieldCumSum","CountryAreaCumSum","MaxProdPerCountry","OnePercentDevPerCountry","ProdPerCountryOnePercent"
527850825,1,0.8367739,3.47132,1.546904,2396.736,1296.477,1,1296.477,0.8367739,351983.827,2.394792088,2587.3
525821400,2,0.8379443,3.520001,1.426476,2396.736,1407.897,2,1407.897,0.8379443,547019.816,3.382533691,5623.06
603502459,3,0.7660486,3.305634,2.056247,2396.736,892.8968,3,892.8968,0.7660486,3881569.2786,35.252034668,41013.7994
752066224,4,0.4904791,3.493223,1.491303,2396.736,788.2694,4,788.2694,0.4904791,916684.1525,5.943100381,9456.7753
560172389,5,0.8129521,3.486196,1.508881,2396.736,1291.309,5,1291.309,0.8129521,64477675.7031,496.087772438,758192.972
536196807,6,0.8315604,3.529191,1.404994,2396.736,1418.533,6,1418.533,0.8315604,8224023.1989,52.995745271,88850.304
501981140,7,0.8487648,3.528683,1.40617,2396.736,1446.671,7,1446.671,0.8487648,41911273.875,264.961815848,447515.375
423397748,8,0.8458488,3.527106,1.409834,2396.736,1437.954,8,1437.954,0.8458488,4813887.738,29.580513154,48799.162
429015809,9,0.8480233,3.536048,1.389212,2396.736,1463.051,9,1463.051,0.8480233,37739857.447,228.746444461,389938.108
413897529,11,0.8414846,3.535135,1.391299,2396.736,1449.592,11,1449.592,0.8414846,31862685.569,191.624660707,328152.095
377393516,12,0.8168079,3.507545,1.456211,2396.736,1344.361,12,1344.361,0.8168079,181123.679,1.11669606,1344.361
386679103,13,0.8242673,3.530068,1.402963,2396.736,1408.127,13,1408.127,0.8242673,1265710.283,7.577430461,12625.794
359934816,14,0.8006462,3.531521,1.399606,2396.736,1371.055,14,1371.055,0.8006462,971383.888,5.944523961,9597.607
412812340,15,0.8409344,3.547542,1.36322,2396.736,1478.483,15,1478.483,0.8409344,331283541.3707,2130.577791713,3629421.506
556411120,16,0.816220879554749,3.59138264844833,1.26917719841003,2396.736,1541.36551494247,16,1541.36551494247,0.816220879554749,2563351803.18368,18920.6498572999,32107571.6530842
493772519,17,0.8512346,3.542856,1.373746,2396.736,1485.125,17,1485.125,0.8512346,253059560.96,1636.331970025,2757890.08
553823809,18,0.8183994,3.533045,1.396098,2396.736,1404.979,18,1404.979,0.8183994,63822415.6665,399.334164495,679547.532
530452870,19,0.8351968,3.522116,1.421499,2396.736,1408.194,19,1408.194,0.8351968,6691516.056,41.457821676,68572.8
279583960,20,0.691762983798981,3.61342238802253,1.22478187084198,2396.736,1353.68859240107,20,1353.68859240107,0.691762983798981,12117309.481874,89.4185434143879,171684.813633227
262952120,21,0.662601590156555,3.59992499374893,1.25174987316132,2396.736,1268.68883219835,21,1268.68883219835,0.662601590156555,24014244.1560931,178.429510282326,338581.766788288
410434040,24,0.839685,3.542856,1.373746,2396.736,1464.975,24,1464.975,0.839685,53584953.05,352.702421855,564945.911
407971149,25,0.8383339,3.50266,1.468071,2396.736,1368.643,25,1368.643,0.8383339,230850727.581,1579.129142325,2490273.787
405896711,26,0.8371516,3.542856,1.373746,2396.736,1460.555,26,1460.555,0.8371516,44480447.721,284.003960407,481887.484
529486106,28,0.8357991,3.523625,1.41796,2396.736,1412.727,28,1412.727,0.8357991,1792352.116,11.214445778,18364.879
532639799,29,0.8338553,3.518939,1.428984,2396.736,1398.568,29,1398.568,0.8338553,2955644.814,18.232934416,29260.207
528968146,30,0.8361096,3.518692,1.429567,2396.736,1401.777,30,1401.777,0.8361096,1860757.79,11.552288885,18222.628
512120586,31,0.8448194,3.533151,1.395854,2396.736,1450.588,31,1450.588,0.8448194,80421350.698,501.890565816,849275.54
568712901,32,0.8050305,3.430555,1.656993,2396.736,1164.426,32,1164.426,0.8050305,145634.9332,1.059825883,1164.426
554887526,33,0.8174992,3.502844,1.467621,2396.736,1335.038,33,1335.038,0.8174992,2218389.322,14.414687598,22583.022
577567160,34,0.796128,3.530098,1.402894,2396.736,1360.123,34,1360.123,0.796128,393353.852,2.354411692,2720.169
520286401,37,0.8409344,3.529016,1.405398,2396.736,1434.112,37,1434.112,0.8409344,60177977.7799,391.150931326,659002.416
494195036,38,0.8511207,3.53027,1.402495,2396.736,1454.487,38,1454.487,0.8511207,34742267.469,212.21365724,359573.46
445206345,39,0.8526059,3.52569,1.413133,2396.736,1446.058,39,1446.058,0.8526059,43510860.026,269.611050799,454944.126
418207300,40,0.8435748,3.521361,1.423272,2396.736,1420.548,40,1420.548,0.8435748,35523082.299,237.886052371,397217.626
576486617,41,0.7972516,3.552142,1.352978,2396.736,1412.294,41,1412.294,0.7972516,130105619.7056,822.508302721,1423671.943
530048236,42,0.8354598,3.528137,1.407437,2396.736,1422.712,42,1422.712,0.8354598,170032370.3687,1148.797838604,1932074.857
481015236,43,0.853789,3.53165,1.39931,2396.736,1462.368,43,1462.368,0.853789,12456361.304,76.908436095,131207.552
446283321,44,0.852822,3.533115,1.395936,2396.736,1464.243,44,1464.243,0.852822,72284432.04,458.501727099,783502.956
389906546,45,0.8266811,3.503075,1.467059,2396.736,1350.55,45,1350.55,0.8266811,63771235.927,408.083915353,663286.39
406754708,46,0.8376492,3.495867,1.484751,2396.736,1352.162,46,1352.162,0.8376492,2394287.063,16.673300379,25682.133
400621623,47,0.8339642,3.533302,1.395507,2396.736,1432.305,47,1432.305,0.8339642,54757501.105,349.694724072,593449.088
360964571,48,0.8016838,3.522136,1.421452,2396.736,1351.734,48,1351.734,0.8016838,45135942.7355,338.391571042,558129.602
357506061,49,0.7981873,3.485585,1.510422,2396.736,1266.562,49,1266.562,0.7981873,15939263.342,108.695669297,169599.611
336771681,50,0.774963200092316,3.59502799330365,1.26170575618744,2396.736,1472.11993860518,50,1472.11993860518,0.774963200092316,85062923.6892423,568.419655953606,1018443.60454233
315171481,51,0.746766,3.495458,1.485762,2396.736,1204.635,51,1204.635,0.746766,4182733.9211,34.847341616,54294.515
332451656,52,0.7696466,3.543423,1.372467,2396.736,1344.032,52,1344.032,0.7696466,2671846.603,16.571615405,28227.879
336557066,53,0.7747012,3.531053,1.400687,2396.736,1325.603,53,1325.603,0.7747012,24315203.9204,161.698278755,272069.73
339795791,54,0.778587520122528,3.59397878711714,1.26385092735291,2396.736,1476.49433824985,54,1476.49433824985,0.778587520122528,25015307.5424232,143.397046235418,264167.178502172
286002301,55,0.7024699,3.25973,2.230588,2396.736,754.794,55,754.794,0.7024699,965141.0567,9.412793905,9807.1382
389682662,56,0.8265232,3.345935,1.916229,2396.736,1033.779,56,1033.779,0.8265232,4887730.3211,41.868223028,51343.837
310714082,57,0.7404622,3.26764,2.199348,2396.736,806.9173,57,806.9173,0.7404622,644605.4975,6.009679322,6328.3044
334732866,58,0.7724847,3.283446,2.138442,2396.736,865.7903,58,865.7903,0.7724847,1151700.1108,10.558768441,11170.1859
292486901,61,0.7129148,3.36347,1.858815,2396.736,919.2247,61,919.2247,0.7129148,32310061.0358,310.87502275,378096.2617
321428072,62,0.7553562,3.300879,2.073546,2396.736,873.0885,62,873.0885,0.7553562,32990127.7937,320.855255949,351409.7315
330067877,63,0.7666531,3.287533,2.123017,2396.736,865.4973,63,865.4973,0.7666531,12519657.4135,122.29450408,133278.5175
