rgn_id,year,multiplier
1,2019,1
2,2019,1
3,2019,1
4,2019,1
5,2019,1
6,2019,1
7,2019,1
8,2019,1
9,2019,1
10,2019,1
11,2019,1
12,2019,1
13,2019,1
14,2019,1
15,2019,1
16,2019,1
17,2019,1
18,2019,1
19,2019,1
20,2019,1
21,2019,0
24,2019,1
25,2019,1
26,2019,1
28,2019,1
29,2019,1
30,2019,1
31,2019,1
32,2019,1
33,2019,1
34,2019,1
35,2019,1
36,2019,1
37,2019,1
38,2019,1
39,2019,1
40,2019,1
41,2019,1
42,2019,1
43,2019,1
44,2019,0
45,2019,1
46,2019,1
47,2019,0
48,2019,1
49,2019,0
50,2019,1
51,2019,1
52,2019,1
53,2019,0.25
54,2019,1
55,2019,1
56,2019,1
57,2019,1
58,2019,1
59,2019,1
60,2019,1
61,2019,1
62,2019,1
63,2019,1
64,2019,0.25
65,2019,1
66,2019,1
67,2019,0
68,2019,1
69,2019,1
70,2019,1
71,2019,1
72,2019,1
73,2019,1
74,2019,1
75,2019,1
76,2019,0.25
77,2019,0
78,2019,0.25
79,2019,1
80,2019,1
81,2019,1
82,2019,1
84,2019,1
85,2019,1
86,2019,1
88,2019,1
89,2019,1
90,2019,1
91,2019,1
92,2019,1
93,2019,1
94,2019,1
95,2019,1
96,2019,1
97,2019,1
98,2019,1
99,2019,1
100,2019,1
101,2019,1
102,2019,1
103,2019,1
104,2019,1
105,2019,1
106,2019,1
107,2019,1
108,2019,1
110,2019,1
111,2019,1
112,2019,1
113,2019,1
114,2019,0.25
115,2019,1
116,2019,1
117,2019,1
118,2019,1
119,2019,1
120,2019,1
121,2019,1
122,2019,1
123,2019,1
124,2019,1
125,2019,1
126,2019,1
127,2019,1
129,2019,1
130,2019,1
131,2019,0.25
132,2019,1
133,2019,0.25
134,2019,0.25
135,2019,1
136,2019,1
137,2019,1
138,2019,1
139,2019,0
140,2019,1
141,2019,1
143,2019,1
144,2019,1
145,2019,1
146,2019,1
147,2019,1
148,2019,1
149,2019,1
150,2019,1
151,2019,1
152,2019,1
153,2019,1
154,2019,1
155,2019,1
156,2019,1
157,2019,1
158,2019,1
159,2019,1
161,2019,1
162,2019,1
163,2019,1
164,2019,1
166,2019,1
167,2019,1
168,2019,1
169,2019,1
171,2019,1
172,2019,1
173,2019,1
174,2019,1
175,2019,1
176,2019,1
177,2019,1
178,2019,1
179,2019,1
180,2019,1
181,2019,1
182,2019,1
183,2019,1
184,2019,1
185,2019,1
186,2019,1
187,2019,1
188,2019,1
189,2019,1
190,2019,1
191,2019,0
192,2019,0
193,2019,0.25
194,2019,1
195,2019,1
196,2019,0.25
197,2019,1
198,2019,1
199,2019,0.25
200,2019,1
202,2019,1
203,2019,1
204,2019,1
205,2019,1
206,2019,1
207,2019,1
208,2019,1
209,2019,1
210,2019,1
212,2019,1
214,2019,1
215,2019,1
216,2019,1
218,2019,1
219,2019,1
220,2019,1
221,2019,1
222,2019,1
223,2019,1
224,2019,1
227,2019,1
228,2019,1
231,2019,1
232,2019,1
237,2019,1
244,2019,1
245,2019,1
247,2019,1
248,2019,1
249,2019,1
250,2019,1
