rgn_id,year,gapfilled,method
1,2015,1,Gapfilled based on administrative country advisory
2,2015,1,Gapfilled based on administrative country advisory
3,2015,1,Gapfilled based on administrative country advisory
4,2015,1,Gapfilled based on administrative country advisory
5,2015,0,NA
6,2015,0,NA
7,2015,0,NA
8,2015,0,NA
9,2015,0,NA
10,2015,0,NA
11,2015,0,NA
12,2015,1,Gapfilled based on administrative country advisory
13,2015,0,NA
14,2015,0,NA
15,2015,0,NA
16,2015,0,NA
17,2015,0,NA
18,2015,0,NA
19,2015,0,NA
20,2015,0,NA
21,2015,0,NA
24,2015,0,NA
25,2015,0,NA
26,2015,1,Gapfilled based on administrative country advisory
28,2015,0,NA
29,2015,0,NA
30,2015,1,Gapfilled based on administrative country advisory
31,2015,0,NA
32,2015,0,NA
33,2015,1,Gapfilled based on administrative country advisory
34,2015,1,Gapfilled based on administrative country advisory
35,2015,1,Gapfilled based on administrative country advisory
36,2015,1,Gapfilled based on administrative country advisory
37,2015,0,NA
38,2015,1,Gapfilled based on administrative country advisory
39,2015,0,NA
40,2015,0,NA
41,2015,0,NA
42,2015,0,NA
43,2015,0,NA
44,2015,0,NA
45,2015,0,NA
46,2015,0,NA
47,2015,0,NA
48,2015,0,NA
49,2015,0,NA
50,2015,0,NA
51,2015,0,NA
52,2015,0,NA
53,2015,0,NA
54,2015,0,NA
55,2015,0,NA
56,2015,0,NA
57,2015,1,Gapfilled based on administrative country advisory
58,2015,0,NA
59,2015,0,NA
60,2015,0,NA
61,2015,0,NA
62,2015,0,NA
63,2015,1,Gapfilled based on administrative country advisory
64,2015,0,NA
65,2015,0,NA
66,2015,0,NA
67,2015,0,NA
68,2015,0,NA
69,2015,0,NA
70,2015,0,NA
71,2015,0,NA
72,2015,0,NA
73,2015,0,NA
74,2015,0,NA
75,2015,0,NA
76,2015,0,NA
77,2015,0,NA
78,2015,0,NA
79,2015,0,NA
80,2015,0,NA
81,2015,0,NA
82,2015,0,NA
84,2015,0,NA
85,2015,1,Gapfilled based on administrative country advisory
86,2015,1,Gapfilled based on administrative country advisory
88,2015,1,Gapfilled based on administrative country advisory
89,2015,1,Gapfilled based on administrative country advisory
90,2015,1,Gapfilled based on administrative country advisory
91,2015,1,Gapfilled based on administrative country advisory
92,2015,1,Gapfilled based on administrative country advisory
93,2015,1,Gapfilled based on administrative country advisory
94,2015,1,Gapfilled based on administrative country advisory
95,2015,0,NA
96,2015,0,NA
97,2015,0,NA
98,2015,0,NA
99,2015,0,NA
100,2015,0,NA
101,2015,0,NA
102,2015,0,NA
103,2015,0,NA
104,2015,0,NA
105,2015,1,Gapfilled based on administrative country advisory
106,2015,0,NA
107,2015,1,Gapfilled based on administrative country advisory
108,2015,0,NA
110,2015,0,NA
111,2015,0,NA
112,2015,0,NA
113,2015,0,NA
114,2015,0,NA
115,2015,0,NA
116,2015,0,NA
117,2015,0,NA
118,2015,0,NA
119,2015,0,NA
120,2015,0,NA
121,2015,0,NA
122,2015,0,NA
123,2015,0,NA
124,2015,0,NA
125,2015,0,NA
126,2015,0,NA
127,2015,0,NA
129,2015,0,NA
130,2015,0,NA
131,2015,0,NA
132,2015,0,NA
133,2015,0,NA
134,2015,0,NA
135,2015,0,NA
136,2015,0,NA
137,2015,0,NA
138,2015,0,NA
139,2015,0,NA
140,2015,0,NA
141,2015,1,Gapfilled based on administrative country advisory
143,2015,0,NA
144,2015,1,Gapfilled based on administrative country advisory
145,2015,0,NA
146,2015,1,Gapfilled based on administrative country advisory
147,2015,0,NA
148,2015,0,NA
149,2015,1,Gapfilled based on administrative country advisory
150,2015,1,Gapfilled based on administrative country advisory
151,2015,0,NA
152,2015,0,NA
153,2015,0,NA
154,2015,0,NA
155,2015,0,NA
156,2015,0,NA
157,2015,0,NA
158,2015,1,Gapfilled based on administrative country advisory
159,2015,1,Gapfilled based on administrative country advisory
161,2015,1,Gapfilled based on administrative country advisory
162,2015,0,NA
163,2015,0,NA
164,2015,0,NA
166,2015,0,NA
167,2015,0,NA
168,2015,0,NA
169,2015,0,NA
171,2015,0,NA
172,2015,0,NA
173,2015,0,NA
174,2015,0,NA
175,2015,0,NA
176,2015,0,NA
177,2015,0,NA
178,2015,0,NA
179,2015,0,NA
180,2015,0,NA
181,2015,0,NA
182,2015,0,NA
183,2015,0,NA
184,2015,0,NA
185,2015,0,NA
186,2015,0,NA
187,2015,0,NA
188,2015,0,NA
189,2015,0,NA
190,2015,0,NA
191,2015,0,NA
192,2015,0,NA
193,2015,0,NA
194,2015,0,NA
195,2015,0,NA
196,2015,0,NA
197,2015,0,NA
198,2015,0,NA
199,2015,0,NA
200,2015,0,NA
202,2015,0,NA
203,2015,0,NA
204,2015,0,NA
205,2015,0,NA
