"rgn_id","gapfilled","method"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
1,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
2,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
3,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
4,1,"territory, mean of admin countries"
5,1,"gapfill_within_rgn: 1.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 1.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 1.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 1.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 1.5; territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"territory, mean of admin countries"
5,1,"gapfill_within_rgn: 0.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 0.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 0.5; territory, mean of admin countries"
5,1,"gapfill_within_rgn: 0.5; territory, mean of admin countries"
6,1,"gapfill_within_rgn: 2"
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
6,0,NA
