"zone","art_fish_pressure_2003_2007","art_fish_pressure_2004_2008","art_fish_pressure_2005_2009","art_fish_pressure_2006_2010","art_fish_pressure_2007_2011","art_fish_pressure_2008_2012","art_fish_pressure_2009_2013","art_fish_pressure_2010_2014","art_fish_pressure_2011_2015"
1,0.161336797124793,0.158511819300603,0.155496924875392,0.147677814696904,0.139812631607013,0.133472665241967,0.127920630331893,0.121244806829741,0.116934533199654
2,0.172190689316264,0.169673671796147,0.166865419846213,0.160030788929711,0.153360930972057,0.148225851072883,0.143806727243239,0.138560867263513,0.131974137396785
3,0.165504481499299,0.145508858543051,0.122808255788555,0.0815282840066299,0.0827876703203049,0.0844806007221886,0.0843457902325174,0.0840119961125818,0.0886445822507371
4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.0794710565004374,0.0805162145225876,0.0782282176978762,0.0764384451698162,0.0752050378382926,0.0704921655434649,0.0670020859898773,0.0671107175034984,0.0691283188553732
6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.16347585186792,0.14700446140327,0.156416005390278,0.155590947334412,0.156023153738841,0.143775912046914,0.144004336698702,0.131600928929329,0.135680658122336
8,0.14844940182655,0.145147287146818,0.152066640191475,0.151802653841636,0.150573011902347,0.151054101560746,0.150466646887398,0.142525543330292,0.147853206475738
9,0.0426333618490334,0.0453221883402144,0.047771671465993,0.051850576552416,0.0562615311204823,0.0603175448170825,0.0641159197043553,0.0676649056446391,0.0755296852297634
10,0.179123738319399,0.17720743149485,0.176281491059252,0.172680588675949,0.168450336270517,0.164604452917774,0.161902150572848,0.15977358691703,0.16305443127131
11,0.0103331339248153,0.00220977271251634,0.00106686260090759,0.00127117589200376,0.00145375334040224,0.00144217169272334,0.0014339137984595,0.00139530599678946,0.00118231351443927
12,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.077878253691777,0.0775419997113749,0.0776644788026409,0.0768215888139487,0.0743251696118934,0.0704761869492294,0.066391012361657,0.060566709358444,0.0519276117002942
