"rgn_id","year","multiplier"
84,2015,0.5
197,2015,0.375
132,2015,1
199,2015,0.75
46,2015,0.75
134,2015,0.75
45,2015,0.75
114,2015,1
133,2015,0.75
191,2015,0.75
192,2015,0.25
79,2015,0.75
43,2015,0.75
78,2015,0
97,2015,0.25
67,2015,0
64,2015,0.75
135,2015,0.875
196,2015,0.375
21,2015,0
53,2015,0.25
15,2015,0.625
50,2015,0.75
96,2015,0.25
44,2015,0
49,2015,0.375
77,2015,0
75,2015,0.75
139,2015,1
47,2015,0
84,2016,0.5
204,2016,0.75
197,2016,0.375
132,2016,1
199,2016,0.75
134,2016,0.75
45,2016,0.75
114,2016,1
133,2016,0.75
191,2016,0.75
192,2016,0
79,2016,0.75
43,2016,0.375
78,2016,0
67,2016,0
64,2016,0.75
135,2016,0.875
131,2016,1
196,2016,0.375
21,2016,0
53,2016,0.25
15,2016,0.625
50,2016,0.75
44,2016,0
49,2016,0.375
77,2016,0
61,2016,0.5
76,2016,0
75,2016,0
139,2016,0.75
47,2016,0
84,2017,0.5
204,2017,0.75
197,2017,0.5
132,2017,0.75
199,2017,0.25
214,2017,0.75
134,2017,0.75
45,2017,0.375
114,2017,0.75
133,2017,0.875
191,2017,0.75
192,2017,0
79,2017,0.375
215,2017,0.75
43,2017,0.583333333333333
78,2017,0
67,2017,0
64,2017,0.5
135,2017,0.875
196,2017,0.625
21,2017,0
53,2017,0.25
15,2017,0.625
50,2017,0.75
44,2017,0
49,2017,0.375
77,2017,0
61,2017,0.5
76,2017,0.375
75,2017,0.5
139,2017,0
47,2017,0
82,2018,0.9375
84,2018,0.875
151,2018,1
200,2018,0.9375
118,2018,1
213,2018,0.75
120,2018,0.75
172,2018,1
250,2018,1
16,2018,1
255,2018,0.625
55,2018,1
52,2018,1
204,2018,0.416666666666667
124,2018,1
59,2018,0.75
164,2018,0.75
99,2018,0.833333333333333
108,2018,1
245,2018,1
232,2018,0.75
171,2018,0.15
247,2018,1
71,2018,1
205,2018,0.270833333333333
56,2018,1
24,2018,0.833333333333333
197,2018,0.625
218,2018,1
58,2018,1
113,2018,1
224,2018,1
209,2018,0.75
132,2018,0.333333333333333
28,2018,1
153,2018,1
130,2018,0.666666666666667
195,2018,0.75
187,2018,1
112,2018,0.25
244,2018,1
81,2018,1
199,2018,0.375
175,2018,0.75
46,2018,1
123,2018,1
115,2018,0.75
137,2018,0.75
214,2018,0.1875
134,2018,0.25
104,2018,1
45,2018,0.416666666666667
70,2018,1
95,2018,1
18,2018,1
174,2018,1
179,2018,0.75
169,2018,1
147,2018,1
198,2018,0.9375
74,2018,0.75
176,2018,0.75
106,2018,0.833333333333333
60,2018,1
80,2018,1
145,2018,1
125,2018,1
140,2018,1
136,2018,0.25
194,2018,0.75
193,2018,0.25
167,2018,0.75
114,2018,0.25
133,2018,0.375
209,2018,1
143,2018,1
203,2018,0.25
216,2018,0.6875
191,2018,0
192,2018,0
181,2018,1
79,2018,0.75
184,2018,0.75
166,2018,0.1875
210,2018,1
215,2018,0.625
43,2018,0.333333333333333
212,2018,1
51,2018,0.25
69,2018,1
78,2018,0.0625
97,2018,0.9375
67,2018,0
189,2018,1
209,2018,1
42,2018,0.9375
206,2018,0.9375
39,2018,0.75
68,2018,1
11,2018,1
64,2018,0.25
37,2018,1
29,2018,1
135,2018,0.75
9,2018,1
185,2018,0.75
186,2018,1
121,2018,1
62,2018,1
41,2018,0.666666666666667
101,2018,1
10,2018,1
177,2018,1
5,2018,1
162,2018,1
131,2018,0.25
196,2018,0.25
154,2018,1
13,2018,1
221,2018,0.25
21,2018,0
223,2018,1
48,2018,0.75
53,2018,0.0833333333333334
8,2018,1
129,2018,0.333333333333333
17,2018,0.3125
138,2018,0.3125
15,2018,0.25
178,2018,1
183,2018,1
116,2018,0.875
190,2018,1
100,2018,0.6875
32,2018,1
72,2018,1
73,2018,0.0833333333333334
248,2018,1
119,2018,1
122,2018,1
219,2018,1
127,2018,1
152,2018,1
103,2018,1
50,2018,0.625
66,2018,0.9375
31,2018,1
96,2018,0.75
208,2018,1
249,2018,1
220,2018,1
188,2018,1
7,2018,1
44,2018,0
102,2018,0.75
20,2018,1
182,2018,0.75
40,2018,1
49,2018,0.375
168,2018,1
222,2018,1
77,2018,0
14,2018,1
202,2018,0.75
25,2018,0.8125
110,2018,0.75
65,2018,0.9375
231,2018,1
98,2018,0.75
156,2018,1
155,2018,1
126,2018,0.625
61,2018,0.125
76,2018,0.375
111,2018,0.75
19,2018,1
75,2018,0.625
54,2018,1
180,2018,0.75
163,2018,1
173,2018,1
6,2018,1
139,2018,0.0625
207,2018,1
116,2018,0.875
47,2018,0
