rgn_id,fao_id,scientificname,stockid,stocklong,commonname
209,61,Prionace glauca,NA,NA,NA
255,61,Prionace glauca,NA,NA,NA
272,61,Prionace glauca,NA,NA,NA
273,67,Prionace glauca,NA,NA,NA
7,71,Prionace glauca,NA,NA,NA
18,71,Prionace glauca,NA,NA,NA
19,71,Prionace glauca,NA,NA,NA
155,71,Prionace glauca,NA,NA,NA
212,71,Prionace glauca,NA,NA,NA
216,71,Prionace glauca,NA,NA,NA
247,71,Prionace glauca,NA,NA,NA
255,71,Prionace glauca,NA,NA,NA
274,71,Prionace glauca,NA,NA,NA
107,77,Prionace glauca,NA,NA,NA
147,77,Prionace glauca,NA,NA,NA
148,77,Prionace glauca,NA,NA,NA
149,77,Prionace glauca,NA,NA,NA
151,77,Prionace glauca,NA,NA,NA
152,77,Prionace glauca,NA,NA,NA
153,77,Prionace glauca,NA,NA,NA
157,77,Prionace glauca,NA,NA,NA
275,77,Prionace glauca,NA,NA,NA
4,81,Prionace glauca,NA,NA,NA
16,81,Prionace glauca,NA,NA,NA
155,81,Prionace glauca,NA,NA,NA
162,81,Prionace glauca,NA,NA,NA
276,81,Prionace glauca,NA,NA,NA
132,87,Prionace glauca,NA,NA,NA
137,87,Prionace glauca,NA,NA,NA
138,87,Prionace glauca,NA,NA,NA
172,87,Prionace glauca,NA,NA,NA
224,87,Prionace glauca,NA,NA,NA
277,87,Prionace glauca,NA,NA,NA
40,NA,Prionace glauca,NA,NA,NA
41,NA,Prionace glauca,NA,NA,NA
42,NA,Prionace glauca,NA,NA,NA
65,NA,Prionace glauca,NA,NA,NA
66,NA,Prionace glauca,NA,NA,NA
101,NA,Prionace glauca,NA,NA,NA
102,NA,Prionace glauca,NA,NA,NA
135,NA,Prionace glauca,NA,NA,NA
137,NA,Prionace glauca,NA,NA,NA
162,NA,Prionace glauca,NA,NA,NA
163,NA,Prionace glauca,NA,NA,NA
171,NA,Prionace glauca,NA,NA,NA
172,NA,Prionace glauca,NA,NA,NA
173,NA,Prionace glauca,NA,NA,NA
177,NA,Prionace glauca,NA,NA,NA
179,NA,Prionace glauca,NA,NA,NA
180,NA,Prionace glauca,NA,NA,NA
184,NA,Prionace glauca,NA,NA,NA
202,NA,Prionace glauca,NA,NA,NA
209,NA,Prionace glauca,NA,NA,NA
216,NA,Prionace glauca,NA,NA,NA
218,NA,Prionace glauca,NA,NA,NA
224,NA,Prionace glauca,NA,NA,NA
163,31,Rachycentron canadum,COBGM,Cobia Gulf of Mexico,Cobia
163,21,Rachycentron canadum,COBSATLC,Cobia Southern Atlantic coast,Cobia
163,31,Rachycentron canadum,COBSATLC,Cobia Southern Atlantic coast,Cobia
73,18,Rachycentron canadum,NA,NA,NA
218,18,Rachycentron canadum,NA,NA,NA
108,31,Rachycentron canadum,NA,NA,NA
110,31,Rachycentron canadum,NA,NA,NA
111,31,Rachycentron canadum,NA,NA,NA
112,31,Rachycentron canadum,NA,NA,NA
113,31,Rachycentron canadum,NA,NA,NA
114,31,Rachycentron canadum,NA,NA,NA
115,31,Rachycentron canadum,NA,NA,NA
116,31,Rachycentron canadum,NA,NA,NA
117,31,Rachycentron canadum,NA,NA,NA
118,31,Rachycentron canadum,NA,NA,NA
119,31,Rachycentron canadum,NA,NA,NA
120,31,Rachycentron canadum,NA,NA,NA
121,31,Rachycentron canadum,NA,NA,NA
122,31,Rachycentron canadum,NA,NA,NA
123,31,Rachycentron canadum,NA,NA,NA
124,31,Rachycentron canadum,NA,NA,NA
125,31,Rachycentron canadum,NA,NA,NA
126,31,Rachycentron canadum,NA,NA,NA
127,31,Rachycentron canadum,NA,NA,NA
129,31,Rachycentron canadum,NA,NA,NA
130,31,Rachycentron canadum,NA,NA,NA
131,31,Rachycentron canadum,NA,NA,NA
132,31,Rachycentron canadum,NA,NA,NA
133,31,Rachycentron canadum,NA,NA,NA
135,31,Rachycentron canadum,NA,NA,NA
136,31,Rachycentron canadum,NA,NA,NA
139,31,Rachycentron canadum,NA,NA,NA
140,31,Rachycentron canadum,NA,NA,NA
164,31,Rachycentron canadum,NA,NA,NA
166,31,Rachycentron canadum,NA,NA,NA
167,31,Rachycentron canadum,NA,NA,NA
168,31,Rachycentron canadum,NA,NA,NA
169,31,Rachycentron canadum,NA,NA,NA
171,31,Rachycentron canadum,NA,NA,NA
220,31,Rachycentron canadum,NA,NA,NA
221,31,Rachycentron canadum,NA,NA,NA
244,31,Rachycentron canadum,NA,NA,NA
245,31,Rachycentron canadum,NA,NA,NA
248,31,Rachycentron canadum,NA,NA,NA
249,31,Rachycentron canadum,NA,NA,NA
250,31,Rachycentron canadum,NA,NA,NA
255,31,Rachycentron canadum,NA,NA,NA
58,34,Rachycentron canadum,NA,NA,NA
63,34,Rachycentron canadum,NA,NA,NA
64,34,Rachycentron canadum,NA,NA,NA
65,34,Rachycentron canadum,NA,NA,NA
66,34,Rachycentron canadum,NA,NA,NA
98,34,Rachycentron canadum,NA,NA,NA
99,34,Rachycentron canadum,NA,NA,NA
193,34,Rachycentron canadum,NA,NA,NA
196,34,Rachycentron canadum,NA,NA,NA
255,34,Rachycentron canadum,NA,NA,NA
169,41,Rachycentron canadum,NA,NA,NA
171,41,Rachycentron canadum,NA,NA,NA
266,41,Rachycentron canadum,NA,NA,NA
85,47,Rachycentron canadum,NA,NA,NA
86,47,Rachycentron canadum,NA,NA,NA
101,47,Rachycentron canadum,NA,NA,NA
102,47,Rachycentron canadum,NA,NA,NA
199,47,Rachycentron canadum,NA,NA,NA
200,47,Rachycentron canadum,NA,NA,NA
267,47,Rachycentron canadum,NA,NA,NA
30,51,Rachycentron canadum,NA,NA,NA
31,51,Rachycentron canadum,NA,NA,NA
33,51,Rachycentron canadum,NA,NA,NA
34,51,Rachycentron canadum,NA,NA,NA
35,51,Rachycentron canadum,NA,NA,NA
36,51,Rachycentron canadum,NA,NA,NA
37,51,Rachycentron canadum,NA,NA,NA
41,51,Rachycentron canadum,NA,NA,NA
42,51,Rachycentron canadum,NA,NA,NA
43,51,Rachycentron canadum,NA,NA,NA
44,51,Rachycentron canadum,NA,NA,NA
45,51,Rachycentron canadum,NA,NA,NA
46,51,Rachycentron canadum,NA,NA,NA
47,51,Rachycentron canadum,NA,NA,NA
48,51,Rachycentron canadum,NA,NA,NA
49,51,Rachycentron canadum,NA,NA,NA
50,51,Rachycentron canadum,NA,NA,NA
51,51,Rachycentron canadum,NA,NA,NA
52,51,Rachycentron canadum,NA,NA,NA
53,51,Rachycentron canadum,NA,NA,NA
54,51,Rachycentron canadum,NA,NA,NA
79,51,Rachycentron canadum,NA,NA,NA
190,51,Rachycentron canadum,NA,NA,NA
191,51,Rachycentron canadum,NA,NA,NA
192,51,Rachycentron canadum,NA,NA,NA
202,51,Rachycentron canadum,NA,NA,NA
203,51,Rachycentron canadum,NA,NA,NA
214,51,Rachycentron canadum,NA,NA,NA
215,51,Rachycentron canadum,NA,NA,NA
255,51,Rachycentron canadum,NA,NA,NA
269,51,Rachycentron canadum,NA,NA,NA
25,57,Rachycentron canadum,NA,NA,NA
206,57,Rachycentron canadum,NA,NA,NA
216,57,Rachycentron canadum,NA,NA,NA
12,61,Rachycentron canadum,NA,NA,NA
14,61,Rachycentron canadum,NA,NA,NA
15,61,Rachycentron canadum,NA,NA,NA
20,61,Rachycentron canadum,NA,NA,NA
21,61,Rachycentron canadum,NA,NA,NA
207,61,Rachycentron canadum,NA,NA,NA
209,61,Rachycentron canadum,NA,NA,NA
210,61,Rachycentron canadum,NA,NA,NA
255,61,Rachycentron canadum,NA,NA,NA
272,61,Rachycentron canadum,NA,NA,NA
7,71,Rachycentron canadum,NA,NA,NA
8,71,Rachycentron canadum,NA,NA,NA
10,71,Rachycentron canadum,NA,NA,NA
11,71,Rachycentron canadum,NA,NA,NA
15,71,Rachycentron canadum,NA,NA,NA
16,71,Rachycentron canadum,NA,NA,NA
17,71,Rachycentron canadum,NA,NA,NA
18,71,Rachycentron canadum,NA,NA,NA
25,71,Rachycentron canadum,NA,NA,NA
206,71,Rachycentron canadum,NA,NA,NA
207,71,Rachycentron canadum,NA,NA,NA
208,71,Rachycentron canadum,NA,NA,NA
212,71,Rachycentron canadum,NA,NA,NA
216,71,Rachycentron canadum,NA,NA,NA
247,71,Rachycentron canadum,NA,NA,NA
255,71,Rachycentron canadum,NA,NA,NA
274,71,Rachycentron canadum,NA,NA,NA
162,81,Rachycentron canadum,NA,NA,NA
15,NA,Rachycentron canadum,NA,NA,NA
46,NA,Rachycentron canadum,NA,NA,NA
47,NA,Rachycentron canadum,NA,NA,NA
50,NA,Rachycentron canadum,NA,NA,NA
54,NA,Rachycentron canadum,NA,NA,NA
66,NA,Rachycentron canadum,NA,NA,NA
135,NA,Rachycentron canadum,NA,NA,NA
163,NA,Rachycentron canadum,NA,NA,NA
171,NA,Rachycentron canadum,NA,NA,NA
202,NA,Rachycentron canadum,NA,NA,NA
206,NA,Rachycentron canadum,NA,NA,NA
247,NA,Rachycentron canadum,NA,NA,NA
314,NA,Rachycentron canadum,NA,NA,NA
141,27,Reinhardtius hippoglossoides,GHALV-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Greenland halibut
143,27,Reinhardtius hippoglossoides,GHALV-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Greenland halibut
145,27,Reinhardtius hippoglossoides,GHALV-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Greenland halibut
180,27,Reinhardtius hippoglossoides,GHALV-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Greenland halibut
181,27,Reinhardtius hippoglossoides,GHALV-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Greenland halibut
218,18,Reinhardtius hippoglossoides,NA,NA,NA
145,21,Reinhardtius hippoglossoides,NA,NA,NA
163,21,Reinhardtius hippoglossoides,NA,NA,NA
218,21,Reinhardtius hippoglossoides,NA,NA,NA
219,21,Reinhardtius hippoglossoides,NA,NA,NA
261,21,Reinhardtius hippoglossoides,NA,NA,NA
144,27,Reinhardtius hippoglossoides,NA,NA,NA
175,27,Reinhardtius hippoglossoides,NA,NA,NA
222,27,Reinhardtius hippoglossoides,NA,NA,NA
223,27,Reinhardtius hippoglossoides,NA,NA,NA
262,27,Reinhardtius hippoglossoides,NA,NA,NA
206,57,Reinhardtius hippoglossoides,NA,NA,NA
216,57,Reinhardtius hippoglossoides,NA,NA,NA
20,61,Reinhardtius hippoglossoides,NA,NA,NA
21,61,Reinhardtius hippoglossoides,NA,NA,NA
73,61,Reinhardtius hippoglossoides,NA,NA,NA
163,61,Reinhardtius hippoglossoides,NA,NA,NA
209,61,Reinhardtius hippoglossoides,NA,NA,NA
210,61,Reinhardtius hippoglossoides,NA,NA,NA
255,61,Reinhardtius hippoglossoides,NA,NA,NA
272,61,Reinhardtius hippoglossoides,NA,NA,NA
73,67,Reinhardtius hippoglossoides,NA,NA,NA
163,67,Reinhardtius hippoglossoides,NA,NA,NA
218,67,Reinhardtius hippoglossoides,NA,NA,NA
273,67,Reinhardtius hippoglossoides,NA,NA,NA
216,71,Reinhardtius hippoglossoides,NA,NA,NA
163,77,Reinhardtius hippoglossoides,NA,NA,NA
73,NA,Reinhardtius hippoglossoides,NA,NA,NA
143,NA,Reinhardtius hippoglossoides,NA,NA,NA
145,NA,Reinhardtius hippoglossoides,NA,NA,NA
163,NA,Reinhardtius hippoglossoides,NA,NA,NA
218,NA,Reinhardtius hippoglossoides,NA,NA,NA
223,NA,Reinhardtius hippoglossoides,NA,NA,NA
20,61,Scomber australasicus,BMACKECS,Spotted mackerel East China Sea,Spotted mackerel
209,61,Scomber australasicus,BMACKECS,Spotted mackerel East China Sea,Spotted mackerel
210,61,Scomber australasicus,BMACKECS,Spotted mackerel East China Sea,Spotted mackerel
210,61,Scomber australasicus,BMACKPJPN,Spotted mackerel Pacific Coast of Japan,Spotted mackerel
264,34,Scomber australasicus,NA,NA,NA
16,57,Scomber australasicus,NA,NA,NA
216,57,Scomber australasicus,NA,NA,NA
255,57,Scomber australasicus,NA,NA,NA
270,57,Scomber australasicus,NA,NA,NA
14,61,Scomber australasicus,NA,NA,NA
73,61,Scomber australasicus,NA,NA,NA
255,61,Scomber australasicus,NA,NA,NA
272,61,Scomber australasicus,NA,NA,NA
8,71,Scomber australasicus,NA,NA,NA
9,71,Scomber australasicus,NA,NA,NA
15,71,Scomber australasicus,NA,NA,NA
16,71,Scomber australasicus,NA,NA,NA
17,71,Scomber australasicus,NA,NA,NA
216,71,Scomber australasicus,NA,NA,NA
255,71,Scomber australasicus,NA,NA,NA
274,71,Scomber australasicus,NA,NA,NA
3,81,Scomber australasicus,NA,NA,NA
16,81,Scomber australasicus,NA,NA,NA
162,81,Scomber australasicus,NA,NA,NA
276,81,Scomber australasicus,NA,NA,NA
162,NA,Scomber australasicus,NA,NA,NA
210,61,Scomber japonicus,CMACKPJPN,Chub mackerel Pacific Coast of Japan,Chub mackerel
20,61,Scomber japonicus,CMACKTSST,Chub mackerel Tsushima Strait,Chub mackerel
209,61,Scomber japonicus,CMACKTSST,Chub mackerel Tsushima Strait,Chub mackerel
210,61,Scomber japonicus,CMACKTSST,Chub mackerel Tsushima Strait,Chub mackerel
55,27,Scomber japonicus,NA,NA,NA
57,27,Scomber japonicus,NA,NA,NA
179,27,Scomber japonicus,NA,NA,NA
180,27,Scomber japonicus,NA,NA,NA
181,27,Scomber japonicus,NA,NA,NA
182,27,Scomber japonicus,NA,NA,NA
183,27,Scomber japonicus,NA,NA,NA
227,27,Scomber japonicus,NA,NA,NA
228,27,Scomber japonicus,NA,NA,NA
262,27,Scomber japonicus,NA,NA,NA
108,31,Scomber japonicus,NA,NA,NA
110,31,Scomber japonicus,NA,NA,NA
111,31,Scomber japonicus,NA,NA,NA
112,31,Scomber japonicus,NA,NA,NA
113,31,Scomber japonicus,NA,NA,NA
114,31,Scomber japonicus,NA,NA,NA
115,31,Scomber japonicus,NA,NA,NA
116,31,Scomber japonicus,NA,NA,NA
117,31,Scomber japonicus,NA,NA,NA
118,31,Scomber japonicus,NA,NA,NA
119,31,Scomber japonicus,NA,NA,NA
120,31,Scomber japonicus,NA,NA,NA
121,31,Scomber japonicus,NA,NA,NA
122,31,Scomber japonicus,NA,NA,NA
123,31,Scomber japonicus,NA,NA,NA
124,31,Scomber japonicus,NA,NA,NA
125,31,Scomber japonicus,NA,NA,NA
126,31,Scomber japonicus,NA,NA,NA
127,31,Scomber japonicus,NA,NA,NA
129,31,Scomber japonicus,NA,NA,NA
130,31,Scomber japonicus,NA,NA,NA
131,31,Scomber japonicus,NA,NA,NA
132,31,Scomber japonicus,NA,NA,NA
133,31,Scomber japonicus,NA,NA,NA
135,31,Scomber japonicus,NA,NA,NA
136,31,Scomber japonicus,NA,NA,NA
139,31,Scomber japonicus,NA,NA,NA
140,31,Scomber japonicus,NA,NA,NA
163,31,Scomber japonicus,NA,NA,NA
164,31,Scomber japonicus,NA,NA,NA
166,31,Scomber japonicus,NA,NA,NA
167,31,Scomber japonicus,NA,NA,NA
168,31,Scomber japonicus,NA,NA,NA
169,31,Scomber japonicus,NA,NA,NA
220,31,Scomber japonicus,NA,NA,NA
221,31,Scomber japonicus,NA,NA,NA
244,31,Scomber japonicus,NA,NA,NA
245,31,Scomber japonicus,NA,NA,NA
248,31,Scomber japonicus,NA,NA,NA
249,31,Scomber japonicus,NA,NA,NA
250,31,Scomber japonicus,NA,NA,NA
255,31,Scomber japonicus,NA,NA,NA
263,31,Scomber japonicus,NA,NA,NA
55,34,Scomber japonicus,NA,NA,NA
56,34,Scomber japonicus,NA,NA,NA
57,34,Scomber japonicus,NA,NA,NA
58,34,Scomber japonicus,NA,NA,NA
62,34,Scomber japonicus,NA,NA,NA
63,34,Scomber japonicus,NA,NA,NA
64,34,Scomber japonicus,NA,NA,NA
65,34,Scomber japonicus,NA,NA,NA
66,34,Scomber japonicus,NA,NA,NA
96,34,Scomber japonicus,NA,NA,NA
97,34,Scomber japonicus,NA,NA,NA
98,34,Scomber japonicus,NA,NA,NA
99,34,Scomber japonicus,NA,NA,NA
100,34,Scomber japonicus,NA,NA,NA
103,34,Scomber japonicus,NA,NA,NA
104,34,Scomber japonicus,NA,NA,NA
106,34,Scomber japonicus,NA,NA,NA
182,34,Scomber japonicus,NA,NA,NA
183,34,Scomber japonicus,NA,NA,NA
193,34,Scomber japonicus,NA,NA,NA
194,34,Scomber japonicus,NA,NA,NA
195,34,Scomber japonicus,NA,NA,NA
196,34,Scomber japonicus,NA,NA,NA
197,34,Scomber japonicus,NA,NA,NA
198,34,Scomber japonicus,NA,NA,NA
199,34,Scomber japonicus,NA,NA,NA
200,34,Scomber japonicus,NA,NA,NA
255,34,Scomber japonicus,NA,NA,NA
264,34,Scomber japonicus,NA,NA,NA
60,37,Scomber japonicus,NA,NA,NA
61,37,Scomber japonicus,NA,NA,NA
62,37,Scomber japonicus,NA,NA,NA
67,37,Scomber japonicus,NA,NA,NA
68,37,Scomber japonicus,NA,NA,NA
71,37,Scomber japonicus,NA,NA,NA
72,37,Scomber japonicus,NA,NA,NA
73,37,Scomber japonicus,NA,NA,NA
74,37,Scomber japonicus,NA,NA,NA
75,37,Scomber japonicus,NA,NA,NA
76,37,Scomber japonicus,NA,NA,NA
77,37,Scomber japonicus,NA,NA,NA
78,37,Scomber japonicus,NA,NA,NA
79,37,Scomber japonicus,NA,NA,NA
80,37,Scomber japonicus,NA,NA,NA
81,37,Scomber japonicus,NA,NA,NA
82,37,Scomber japonicus,NA,NA,NA
84,37,Scomber japonicus,NA,NA,NA
179,37,Scomber japonicus,NA,NA,NA
182,37,Scomber japonicus,NA,NA,NA
184,37,Scomber japonicus,NA,NA,NA
185,37,Scomber japonicus,NA,NA,NA
186,37,Scomber japonicus,NA,NA,NA
187,37,Scomber japonicus,NA,NA,NA
188,37,Scomber japonicus,NA,NA,NA
214,37,Scomber japonicus,NA,NA,NA
215,37,Scomber japonicus,NA,NA,NA
232,37,Scomber japonicus,NA,NA,NA
95,41,Scomber japonicus,NA,NA,NA
171,41,Scomber japonicus,NA,NA,NA
172,41,Scomber japonicus,NA,NA,NA
173,41,Scomber japonicus,NA,NA,NA
224,41,Scomber japonicus,NA,NA,NA
266,41,Scomber japonicus,NA,NA,NA
86,47,Scomber japonicus,NA,NA,NA
100,47,Scomber japonicus,NA,NA,NA
101,47,Scomber japonicus,NA,NA,NA
102,47,Scomber japonicus,NA,NA,NA
198,47,Scomber japonicus,NA,NA,NA
199,47,Scomber japonicus,NA,NA,NA
200,47,Scomber japonicus,NA,NA,NA
267,47,Scomber japonicus,NA,NA,NA
33,51,Scomber japonicus,NA,NA,NA
34,51,Scomber japonicus,NA,NA,NA
35,51,Scomber japonicus,NA,NA,NA
41,51,Scomber japonicus,NA,NA,NA
42,51,Scomber japonicus,NA,NA,NA
44,51,Scomber japonicus,NA,NA,NA
45,51,Scomber japonicus,NA,NA,NA
46,51,Scomber japonicus,NA,NA,NA
47,51,Scomber japonicus,NA,NA,NA
48,51,Scomber japonicus,NA,NA,NA
49,51,Scomber japonicus,NA,NA,NA
50,51,Scomber japonicus,NA,NA,NA
51,51,Scomber japonicus,NA,NA,NA
52,51,Scomber japonicus,NA,NA,NA
53,51,Scomber japonicus,NA,NA,NA
54,51,Scomber japonicus,NA,NA,NA
79,51,Scomber japonicus,NA,NA,NA
102,51,Scomber japonicus,NA,NA,NA
190,51,Scomber japonicus,NA,NA,NA
191,51,Scomber japonicus,NA,NA,NA
192,51,Scomber japonicus,NA,NA,NA
214,51,Scomber japonicus,NA,NA,NA
215,51,Scomber japonicus,NA,NA,NA
255,51,Scomber japonicus,NA,NA,NA
269,51,Scomber japonicus,NA,NA,NA
16,57,Scomber japonicus,NA,NA,NA
270,57,Scomber japonicus,NA,NA,NA
12,61,Scomber japonicus,NA,NA,NA
13,61,Scomber japonicus,NA,NA,NA
14,61,Scomber japonicus,NA,NA,NA
15,61,Scomber japonicus,NA,NA,NA
21,61,Scomber japonicus,NA,NA,NA
73,61,Scomber japonicus,NA,NA,NA
163,61,Scomber japonicus,NA,NA,NA
207,61,Scomber japonicus,NA,NA,NA
255,61,Scomber japonicus,NA,NA,NA
272,61,Scomber japonicus,NA,NA,NA
163,67,Scomber japonicus,NA,NA,NA
218,67,Scomber japonicus,NA,NA,NA
273,67,Scomber japonicus,NA,NA,NA
5,71,Scomber japonicus,NA,NA,NA
6,71,Scomber japonicus,NA,NA,NA
7,71,Scomber japonicus,NA,NA,NA
8,71,Scomber japonicus,NA,NA,NA
9,71,Scomber japonicus,NA,NA,NA
10,71,Scomber japonicus,NA,NA,NA
11,71,Scomber japonicus,NA,NA,NA
12,71,Scomber japonicus,NA,NA,NA
13,71,Scomber japonicus,NA,NA,NA
14,71,Scomber japonicus,NA,NA,NA
15,71,Scomber japonicus,NA,NA,NA
17,71,Scomber japonicus,NA,NA,NA
18,71,Scomber japonicus,NA,NA,NA
19,71,Scomber japonicus,NA,NA,NA
156,71,Scomber japonicus,NA,NA,NA
157,71,Scomber japonicus,NA,NA,NA
158,71,Scomber japonicus,NA,NA,NA
161,71,Scomber japonicus,NA,NA,NA
206,71,Scomber japonicus,NA,NA,NA
207,71,Scomber japonicus,NA,NA,NA
210,71,Scomber japonicus,NA,NA,NA
212,71,Scomber japonicus,NA,NA,NA
216,71,Scomber japonicus,NA,NA,NA
255,71,Scomber japonicus,NA,NA,NA
274,71,Scomber japonicus,NA,NA,NA
107,77,Scomber japonicus,NA,NA,NA
129,77,Scomber japonicus,NA,NA,NA
130,77,Scomber japonicus,NA,NA,NA
131,77,Scomber japonicus,NA,NA,NA
132,77,Scomber japonicus,NA,NA,NA
133,77,Scomber japonicus,NA,NA,NA
134,77,Scomber japonicus,NA,NA,NA
135,77,Scomber japonicus,NA,NA,NA
136,77,Scomber japonicus,NA,NA,NA
148,77,Scomber japonicus,NA,NA,NA
149,77,Scomber japonicus,NA,NA,NA
150,77,Scomber japonicus,NA,NA,NA
151,77,Scomber japonicus,NA,NA,NA
152,77,Scomber japonicus,NA,NA,NA
153,77,Scomber japonicus,NA,NA,NA
156,77,Scomber japonicus,NA,NA,NA
157,77,Scomber japonicus,NA,NA,NA
158,77,Scomber japonicus,NA,NA,NA
159,77,Scomber japonicus,NA,NA,NA
161,77,Scomber japonicus,NA,NA,NA
163,77,Scomber japonicus,NA,NA,NA
275,77,Scomber japonicus,NA,NA,NA
16,81,Scomber japonicus,NA,NA,NA
162,81,Scomber japonicus,NA,NA,NA
276,81,Scomber japonicus,NA,NA,NA
129,87,Scomber japonicus,NA,NA,NA
130,87,Scomber japonicus,NA,NA,NA
132,87,Scomber japonicus,NA,NA,NA
137,87,Scomber japonicus,NA,NA,NA
138,87,Scomber japonicus,NA,NA,NA
172,87,Scomber japonicus,NA,NA,NA
224,87,Scomber japonicus,NA,NA,NA
277,87,Scomber japonicus,NA,NA,NA
15,NA,Scomber japonicus,NA,NA,NA
20,NA,Scomber japonicus,NA,NA,NA
61,NA,Scomber japonicus,NA,NA,NA
65,NA,Scomber japonicus,NA,NA,NA
66,NA,Scomber japonicus,NA,NA,NA
67,NA,Scomber japonicus,NA,NA,NA
71,NA,Scomber japonicus,NA,NA,NA
73,NA,Scomber japonicus,NA,NA,NA
76,NA,Scomber japonicus,NA,NA,NA
77,NA,Scomber japonicus,NA,NA,NA
80,NA,Scomber japonicus,NA,NA,NA
101,NA,Scomber japonicus,NA,NA,NA
102,NA,Scomber japonicus,NA,NA,NA
135,NA,Scomber japonicus,NA,NA,NA
137,NA,Scomber japonicus,NA,NA,NA
138,NA,Scomber japonicus,NA,NA,NA
163,NA,Scomber japonicus,NA,NA,NA
171,NA,Scomber japonicus,NA,NA,NA
172,NA,Scomber japonicus,NA,NA,NA
173,NA,Scomber japonicus,NA,NA,NA
179,NA,Scomber japonicus,NA,NA,NA
184,NA,Scomber japonicus,NA,NA,NA
186,NA,Scomber japonicus,NA,NA,NA
187,NA,Scomber japonicus,NA,NA,NA
193,NA,Scomber japonicus,NA,NA,NA
194,NA,Scomber japonicus,NA,NA,NA
209,NA,Scomber japonicus,NA,NA,NA
210,NA,Scomber japonicus,NA,NA,NA
214,NA,Scomber japonicus,NA,NA,NA
218,NA,Scomber japonicus,NA,NA,NA
224,NA,Scomber japonicus,NA,NA,NA
232,NA,Scomber japonicus,NA,NA,NA
210,61,Scomberomorus niphonius,SPANMACKSETO,Japanese Spanish mackerel Inland Sea of Japan,Japanese Spanish mackerel
135,31,Scomberomorus niphonius,NA,NA,NA
163,31,Scomberomorus niphonius,NA,NA,NA
171,41,Scomberomorus niphonius,NA,NA,NA
42,51,Scomberomorus niphonius,NA,NA,NA
50,51,Scomberomorus niphonius,NA,NA,NA
203,51,Scomberomorus niphonius,NA,NA,NA
214,51,Scomberomorus niphonius,NA,NA,NA
16,57,Scomberomorus niphonius,NA,NA,NA
26,57,Scomberomorus niphonius,NA,NA,NA
40,57,Scomberomorus niphonius,NA,NA,NA
203,57,Scomberomorus niphonius,NA,NA,NA
216,57,Scomberomorus niphonius,NA,NA,NA
270,57,Scomberomorus niphonius,NA,NA,NA
14,61,Scomberomorus niphonius,NA,NA,NA
20,61,Scomberomorus niphonius,NA,NA,NA
21,61,Scomberomorus niphonius,NA,NA,NA
207,61,Scomberomorus niphonius,NA,NA,NA
209,61,Scomberomorus niphonius,NA,NA,NA
255,61,Scomberomorus niphonius,NA,NA,NA
272,61,Scomberomorus niphonius,NA,NA,NA
273,67,Scomberomorus niphonius,NA,NA,NA
9,71,Scomberomorus niphonius,NA,NA,NA
13,71,Scomberomorus niphonius,NA,NA,NA
15,71,Scomberomorus niphonius,NA,NA,NA
16,71,Scomberomorus niphonius,NA,NA,NA
17,71,Scomberomorus niphonius,NA,NA,NA
216,71,Scomberomorus niphonius,NA,NA,NA
274,71,Scomberomorus niphonius,NA,NA,NA
275,77,Scomberomorus niphonius,NA,NA,NA
277,87,Scomberomorus niphonius,NA,NA,NA
20,NA,Scomberomorus niphonius,NA,NA,NA
210,NA,Scomberomorus niphonius,NA,NA,NA
163,67,Sebastes melanops,BLACKROCKCAL,Black rockfish California,Black rockfish
163,77,Sebastes melanops,BLACKROCKCAL,Black rockfish California,Black rockfish
163,67,Sebastes melanops,BLACKROCKORECOAST,Black rockfish Oregon,Black rockfish
163,67,Sebastes melanops,BLACKROCKWASH,Black rockfish Washington,Black rockfish
218,67,Sebastes melanops,NA,NA,NA
224,87,Sprattus fuegensis,SSARDCH,Southern sardine Chile,Southern sardine
143,27,Sprattus fuegensis,NA,NA,NA
175,27,Sprattus fuegensis,NA,NA,NA
177,27,Sprattus fuegensis,NA,NA,NA
179,27,Sprattus fuegensis,NA,NA,NA
180,27,Sprattus fuegensis,NA,NA,NA
223,27,Sprattus fuegensis,NA,NA,NA
163,31,Sprattus fuegensis,NA,NA,NA
95,41,Sprattus fuegensis,NA,NA,NA
172,41,Sprattus fuegensis,NA,NA,NA
224,41,Sprattus fuegensis,NA,NA,NA
266,41,Sprattus fuegensis,NA,NA,NA
50,51,Sprattus fuegensis,NA,NA,NA
14,61,Sprattus fuegensis,NA,NA,NA
20,61,Sprattus fuegensis,NA,NA,NA
207,61,Sprattus fuegensis,NA,NA,NA
209,61,Sprattus fuegensis,NA,NA,NA
255,61,Sprattus fuegensis,NA,NA,NA
272,61,Sprattus fuegensis,NA,NA,NA
18,71,Sprattus fuegensis,NA,NA,NA
216,71,Sprattus fuegensis,NA,NA,NA
172,87,Sprattus fuegensis,NA,NA,NA
172,NA,Sprattus fuegensis,NA,NA,NA
224,NA,Sprattus fuegensis,NA,NA,NA
163,21,Squalus acanthias,SDOGATLC,Spiny dogfish Atlantic Coast,Spiny dogfish
73,18,Squalus acanthias,NA,NA,NA
145,21,Squalus acanthias,NA,NA,NA
