"rgn_id","stockid","stockid_ram","stocklong","year","RAM_area_m2","ram_bmsy","gapfilled","method"
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2001,22190928462.6834,0.429,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2002,22190928462.6834,0.396,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2003,22190928462.6834,0.374,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2004,22190928462.6834,0.355,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2005,22190928462.6834,0.342,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2006,22190928462.6834,0.35,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2007,22190928462.6834,0.37,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2008,22190928462.6834,0.388,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2009,22190928462.6834,0.412,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2010,22190928462.6834,0.433,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2011,22190928462.6834,0.467,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2012,22190928462.6834,0.537,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2013,22190928462.6834,0.587,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2014,22190928462.6834,0.653,0,NA
1,"Thunnus_maccoyii-57","SBT","Southern bluefin tuna Southern Oceans",2015,22190928462.6834,0.33,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2001,467246138625.77,1.95,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2002,467246138625.77,1.65,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2003,467246138625.77,1.54,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2004,467246138625.77,1.54,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2005,467246138625.77,1.67,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2006,467246138625.77,1.66,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2007,467246138625.77,1.57,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2008,467246138625.77,1.54,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2009,467246138625.77,1.53,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2010,467246138625.77,1.38,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2011,467246138625.77,1.21,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2012,467246138625.77,1.09,0,NA
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2013,467246138625.77,1.18499999999999,1,"lm, 3 years gf"
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2014,467246138625.77,1.13230769230768,1,"lm, 3 years gf"
1,"Thunnus_alalunga-57","ALBAIO","Albacore tuna Indian Ocean",2015,467246138625.77,1.07961538461537,1,"lm, 3 years gf"
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2001,467246138625.77,1.59,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2002,467246138625.77,1.66,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2003,467246138625.77,1.64,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2004,467246138625.77,1.71,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2005,467246138625.77,1.69,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2006,467246138625.77,1.63,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2007,467246138625.77,1.56,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2008,467246138625.77,1.46,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2009,467246138625.77,1.32,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2010,467246138625.77,1.22,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2011,467246138625.77,1.31,0,NA
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2012,467246138625.77,1.26727272727275,1,"lm, 4 years gf"
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2013,467246138625.77,1.22409090909093,1,"lm, 4 years gf"
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2014,467246138625.77,1.18090909090913,1,"lm, 4 years gf"
1,"Thunnus_obesus-57","BIGEYEIO","Bigeye tuna Indian Ocean",2015,467246138625.77,1.1377272727273,1,"lm, 4 years gf"
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2001,467246138625.77,1.49,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2002,467246138625.77,1.47,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2003,467246138625.77,1.47,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2004,467246138625.77,1.44,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2005,467246138625.77,1.34,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2006,467246138625.77,1.35,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2007,467246138625.77,1.31,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2008,467246138625.77,1.3,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2009,467246138625.77,1.24,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2010,467246138625.77,1.18,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2011,467246138625.77,1.17,0,NA
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2012,467246138625.77,1.13672727272727,1,"lm, 4 years gf"
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2013,467246138625.77,1.10254545454546,1,"lm, 4 years gf"
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2014,467246138625.77,1.06836363636364,1,"lm, 4 years gf"
1,"Makaira_indica-57","BLKMARLINIO","Black marlin Indian Ocean",2015,467246138625.77,1.03418181818182,1,"lm, 4 years gf"
1,"Makaira_mazara-57","BMARLINIO","Indo-Pacific blue marlin Indian Ocean",2001,467246138625.77,1.29,0,NA
1,"Makaira_mazara-57","BMARLINIO","Indo-Pacific blue marlin Indian Ocean",2002,467246138625.77,1.29,0,NA
1,"Makaira_mazara-57","BMARLINIO","Indo-Pacific blue marlin Indian Ocean",2003,467246138625.77,1.27,0,NA
1,"Makaira_mazara-57","BMARLINIO","Indo-Pacific blue marlin Indian Ocean",2004,467246138625.77,1.24,0,NA
