"rgn_id","fao_id","stockid","stocklong"
1,57,"SBT","Southern bluefin tuna Southern Oceans"
1,57,"ALBAIO","Albacore tuna Indian Ocean"
1,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
1,57,"BLKMARLINIO","Black marlin Indian Ocean"
1,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
1,57,"SKJCIO","Skipjack tuna Indian Ocean"
1,57,"STMARLINIO","Striped marlin Indian Ocean"
1,57,"SWORDIO","Swordfish Indian Ocean"
1,57,"YFINEIO","Yellowfin tuna Indian Ocean"
2,57,"SBT","Southern bluefin tuna Southern Oceans"
2,57,"ALBAIO","Albacore tuna Indian Ocean"
2,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
2,57,"BLKMARLINIO","Black marlin Indian Ocean"
2,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
2,57,"SKJCIO","Skipjack tuna Indian Ocean"
2,57,"STMARLINIO","Striped marlin Indian Ocean"
2,57,"SWORDIO","Swordfish Indian Ocean"
2,57,"YFINEIO","Yellowfin tuna Indian Ocean"
2,57,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
3,81,"SBT","Southern bluefin tuna Southern Oceans"
3,81,"BMARLINPAC","Blue marlin Pacific Ocean"
3,81,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
3,81,"HOKIWNZ","Hoki Western New Zealand"
3,81,"BNSNZ","Bluenose New Zealand"
3,81,"NZSNAPNZ8","New Zealand snapper New Zealand Area 8"
3,81,"GEMFISHNZ","common gemfish New Zealand"
3,81,"ALBASPAC","Albacore tuna South Pacific Ocean"
3,81,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
3,81,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
3,81,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
3,81,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
4,81,"SBT","Southern bluefin tuna Southern Oceans"
4,81,"PTOOTHFISHMI","Patagonian toothfish Macquarie Island"
5,71,"BMARLINPAC","Blue marlin Pacific Ocean"
5,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
5,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
5,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
5,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
5,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
5,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
5,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
5,81,"BMARLINPAC","Blue marlin Pacific Ocean"
5,81,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
5,81,"ALBASPAC","Albacore tuna South Pacific Ocean"
5,81,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
5,81,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
5,81,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
5,81,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
6,71,"BMARLINPAC","Blue marlin Pacific Ocean"
6,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
6,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
6,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
6,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
6,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
6,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
6,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
7,71,"BMARLINPAC","Blue marlin Pacific Ocean"
7,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
7,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
7,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
7,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
7,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
7,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
7,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
8,71,"ALBANPAC","Albacore tuna North Pacific"
8,71,"BMARLINPAC","Blue marlin Pacific Ocean"
8,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
8,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
8,71,"SWORDNPAC","Swordfish North Pacific"
8,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
8,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
8,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
8,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
9,71,"ALBANPAC","Albacore tuna North Pacific"
9,71,"BMARLINPAC","Blue marlin Pacific Ocean"
9,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
9,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
9,71,"SWORDNPAC","Swordfish North Pacific"
9,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
9,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
9,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
9,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
9,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
9,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
10,71,"ALBANPAC","Albacore tuna North Pacific"
10,71,"BMARLINPAC","Blue marlin Pacific Ocean"
10,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
10,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
10,71,"SWORDNPAC","Swordfish North Pacific"
10,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
10,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
10,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
10,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
10,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
10,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
11,71,"ALBANPAC","Albacore tuna North Pacific"
11,71,"BMARLINPAC","Blue marlin Pacific Ocean"
11,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
11,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
11,71,"SWORDNPAC","Swordfish North Pacific"
11,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
11,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
11,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
11,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
12,61,"ALBANPAC","Albacore tuna North Pacific"
12,61,"BMARLINPAC","Blue marlin Pacific Ocean"
12,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
12,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
12,61,"SWORDNPAC","Swordfish North Pacific"
12,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
12,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
12,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
12,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
12,71,"ALBANPAC","Albacore tuna North Pacific"
12,71,"BMARLINPAC","Blue marlin Pacific Ocean"
12,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
12,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
12,71,"SWORDNPAC","Swordfish North Pacific"
12,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
12,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
12,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
12,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,61,"ALBANPAC","Albacore tuna North Pacific"
13,61,"BMARLINPAC","Blue marlin Pacific Ocean"
13,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,61,"SWORDNPAC","Swordfish North Pacific"
13,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
13,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,71,"ALBANPAC","Albacore tuna North Pacific"
13,71,"BMARLINPAC","Blue marlin Pacific Ocean"
13,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,71,"SWORDNPAC","Swordfish North Pacific"
