"rgn_id","fao_id","stockid","stocklong"
13,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
13,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,61,"ALBANPAC","Albacore tuna North Pacific"
14,61,"BMARLINPAC","Blue marlin Pacific Ocean"
14,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,61,"SWORDNPAC","Swordfish North Pacific"
14,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
14,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,71,"BMARLINPAC","Blue marlin Pacific Ocean"
14,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,71,"SWORDNPAC","Swordfish North Pacific"
14,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
14,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,61,"ALBANPAC","Albacore tuna North Pacific"
15,61,"BMARLINPAC","Blue marlin Pacific Ocean"
15,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,61,"SWORDNPAC","Swordfish North Pacific"
15,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
15,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,71,"ALBANPAC","Albacore tuna North Pacific"
15,71,"BMARLINPAC","Blue marlin Pacific Ocean"
15,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,71,"SWORDNPAC","Swordfish North Pacific"
15,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
15,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,57,"SBT","Southern bluefin tuna Southern Oceans"
16,57,"BIGHTREDSE","Bight redfish Southeast Australia"
16,57,"DEEPFLATHEADSE","Deepwater flathead Southeast Australia"
16,57,"GEMFISHSE","common gemfish Southeast Australia"
16,57,"MORWONGSE","Jackass morwong Southeast Australia"
16,57,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,57,"NZLINGWSE","New Zealand ling Western half of Southeast Australia"
16,57,"OROUGHYSE","Orange roughy Southeast Australia"
16,57,"SILVERFISHSE","Silverfish Southeast Australia"
16,57,"SWHITSE","School whiting Southeast Australia"
16,57,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,57,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,57,"WAREHOUWSE","Blue Warehou Western half of Southeast Australia"
16,57,"ALBAIO","Albacore tuna Indian Ocean"
16,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
16,57,"BLKMARLINIO","Black marlin Indian Ocean"
16,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
16,57,"SKJCIO","Skipjack tuna Indian Ocean"
16,57,"STMARLINIO","Striped marlin Indian Ocean"
16,57,"SWORDIO","Swordfish Indian Ocean"
16,57,"YFINEIO","Yellowfin tuna Indian Ocean"
16,57,"BMARLINPAC","Blue marlin Pacific Ocean"
16,57,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,57,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,57,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,57,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
16,57,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,57,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,57,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,71,"SBT","Southern bluefin tuna Southern Oceans"
16,71,"GEMFISHSE","common gemfish Southeast Australia"
16,71,"SWHITSE","School whiting Southeast Australia"
16,71,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,71,"BMARLINPAC","Blue marlin Pacific Ocean"
16,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
16,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,81,"SBT","Southern bluefin tuna Southern Oceans"
16,81,"BIGHTREDSE","Bight redfish Southeast Australia"
16,81,"GEMFISHSE","common gemfish Southeast Australia"
16,81,"MORWONGSE","Jackass morwong Southeast Australia"
16,81,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,81,"OROUGHYSE","Orange roughy Southeast Australia"
16,81,"SILVERFISHSE","Silverfish Southeast Australia"
16,81,"SWHITSE","School whiting Southeast Australia"
16,81,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,81,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,81,"BMARLINPAC","Blue marlin Pacific Ocean"
16,81,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,81,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,81,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,81,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
16,81,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,81,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
17,71,"ALBANPAC","Albacore tuna North Pacific"
17,71,"BMARLINPAC","Blue marlin Pacific Ocean"
17,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
17,71,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
17,71,"SWORDNPAC","Swordfish North Pacific"
17,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
17,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
17,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
17,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
17,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
17,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,71,"BMARLINPAC","Blue marlin Pacific Ocean"
18,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
18,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
18,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,81,"BMARLINPAC","Blue marlin Pacific Ocean"
18,81,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,81,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,81,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,81,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
18,81,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,81,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
19,71,"BMARLINPAC","Blue marlin Pacific Ocean"
19,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
19,71,"ALBASPAC","Albacore tuna South Pacific Ocean"
19,71,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
19,71,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
19,71,"SKJCWPAC","Skipjack tuna Central Western Pacific"
19,71,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
19,71,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
20,61,"ALBANPAC","Albacore tuna North Pacific"
20,61,"BMARLINPAC","Blue marlin Pacific Ocean"
20,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
20,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
20,61,"SWORDNPAC","Swordfish North Pacific"
20,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
20,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
20,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
20,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
21,61,"ALBANPAC","Albacore tuna North Pacific"
21,61,"BMARLINPAC","Blue marlin Pacific Ocean"
21,61,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
21,61,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
21,61,"SWORDNPAC","Swordfish North Pacific"
21,61,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
21,61,"BIGEYEWPO","Bigeye tuna Western Pacific Ocean"
21,61,"SKJCWPAC","Skipjack tuna Central Western Pacific"
21,61,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
24,71,"BMARLINPAC","Blue marlin Pacific Ocean"
24,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
25,57,"ALBAIO","Albacore tuna Indian Ocean"
25,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
25,57,"BLKMARLINIO","Black marlin Indian Ocean"
25,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
25,57,"SKJCIO","Skipjack tuna Indian Ocean"
25,57,"STMARLINIO","Striped marlin Indian Ocean"
25,57,"SWORDIO","Swordfish Indian Ocean"
25,57,"YFINEIO","Yellowfin tuna Indian Ocean"
25,71,"BMARLINPAC","Blue marlin Pacific Ocean"
25,71,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
26,57,"ALBAIO","Albacore tuna Indian Ocean"
26,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
26,57,"BLKMARLINIO","Black marlin Indian Ocean"
26,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
26,57,"SKJCIO","Skipjack tuna Indian Ocean"
26,57,"STMARLINIO","Striped marlin Indian Ocean"
26,57,"SWORDIO","Swordfish Indian Ocean"
26,57,"YFINEIO","Yellowfin tuna Indian Ocean"
28,51,"ALBAIO","Albacore tuna Indian Ocean"
28,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
28,51,"BLKMARLINIO","Black marlin Indian Ocean"
28,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
28,51,"SKJCIO","Skipjack tuna Indian Ocean"
28,51,"STMARLINIO","Striped marlin Indian Ocean"
28,51,"SWORDIO","Swordfish Indian Ocean"
28,51,"YFINEIO","Yellowfin tuna Indian Ocean"
29,51,"ALBAIO","Albacore tuna Indian Ocean"
29,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
29,51,"BLKMARLINIO","Black marlin Indian Ocean"
29,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
29,51,"SKJCIO","Skipjack tuna Indian Ocean"
29,51,"STMARLINIO","Striped marlin Indian Ocean"
29,51,"SWORDIO","Swordfish Indian Ocean"
29,51,"YFINEIO","Yellowfin tuna Indian Ocean"
30,51,"ALBAIO","Albacore tuna Indian Ocean"
30,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
30,51,"BLKMARLINIO","Black marlin Indian Ocean"
30,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
30,51,"SKJCIO","Skipjack tuna Indian Ocean"
30,51,"STMARLINIO","Striped marlin Indian Ocean"
30,51,"SWORDIO","Swordfish Indian Ocean"
30,51,"YFINEIO","Yellowfin tuna Indian Ocean"
31,51,"ALBAIO","Albacore tuna Indian Ocean"
31,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
31,51,"BLKMARLINIO","Black marlin Indian Ocean"
31,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
31,51,"SKJCIO","Skipjack tuna Indian Ocean"
31,51,"STMARLINIO","Striped marlin Indian Ocean"
31,51,"SWORDIO","Swordfish Indian Ocean"
31,51,"YFINEIO","Yellowfin tuna Indian Ocean"
32,51,"ALBAIO","Albacore tuna Indian Ocean"
32,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
32,51,"BLKMARLINIO","Black marlin Indian Ocean"
32,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
32,51,"SKJCIO","Skipjack tuna Indian Ocean"
32,51,"STMARLINIO","Striped marlin Indian Ocean"
32,51,"SWORDIO","Swordfish Indian Ocean"
32,51,"YFINEIO","Yellowfin tuna Indian Ocean"
33,51,"ALBAIO","Albacore tuna Indian Ocean"
33,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
33,51,"BLKMARLINIO","Black marlin Indian Ocean"
33,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
33,51,"SKJCIO","Skipjack tuna Indian Ocean"
33,51,"STMARLINIO","Striped marlin Indian Ocean"
33,51,"SWORDIO","Swordfish Indian Ocean"
33,51,"YFINEIO","Yellowfin tuna Indian Ocean"
34,51,"ALBAIO","Albacore tuna Indian Ocean"
34,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
34,51,"BLKMARLINIO","Black marlin Indian Ocean"
34,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
34,51,"SKJCIO","Skipjack tuna Indian Ocean"
34,51,"STMARLINIO","Striped marlin Indian Ocean"
34,51,"SWORDIO","Swordfish Indian Ocean"
34,51,"YFINEIO","Yellowfin tuna Indian Ocean"
35,51,"ALBAIO","Albacore tuna Indian Ocean"
35,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
35,51,"BLKMARLINIO","Black marlin Indian Ocean"
35,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
35,51,"SKJCIO","Skipjack tuna Indian Ocean"
35,51,"STMARLINIO","Striped marlin Indian Ocean"
35,51,"SWORDIO","Swordfish Indian Ocean"
35,51,"YFINEIO","Yellowfin tuna Indian Ocean"
36,51,"ALBAIO","Albacore tuna Indian Ocean"
36,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
36,51,"BLKMARLINIO","Black marlin Indian Ocean"
36,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
36,51,"SKJCIO","Skipjack tuna Indian Ocean"
36,51,"STMARLINIO","Striped marlin Indian Ocean"
36,51,"SWORDIO","Swordfish Indian Ocean"
36,51,"YFINEIO","Yellowfin tuna Indian Ocean"
37,51,"ALBAIO","Albacore tuna Indian Ocean"
37,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
37,51,"BLKMARLINIO","Black marlin Indian Ocean"
37,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
37,51,"SKJCIO","Skipjack tuna Indian Ocean"
37,51,"STMARLINIO","Striped marlin Indian Ocean"
37,51,"SWORDIO","Swordfish Indian Ocean"
37,51,"YFINEIO","Yellowfin tuna Indian Ocean"
38,51,"ALBAIO","Albacore tuna Indian Ocean"
38,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
38,51,"BLKMARLINIO","Black marlin Indian Ocean"
38,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
38,51,"SKJCIO","Skipjack tuna Indian Ocean"
38,51,"STMARLINIO","Striped marlin Indian Ocean"
38,51,"SWORDIO","Swordfish Indian Ocean"
38,51,"YFINEIO","Yellowfin tuna Indian Ocean"
39,51,"ALBAIO","Albacore tuna Indian Ocean"
39,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
39,51,"BLKMARLINIO","Black marlin Indian Ocean"
39,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
39,51,"SKJCIO","Skipjack tuna Indian Ocean"
39,51,"STMARLINIO","Striped marlin Indian Ocean"
39,51,"SWORDIO","Swordfish Indian Ocean"
39,51,"YFINEIO","Yellowfin tuna Indian Ocean"
39,57,"ALBAIO","Albacore tuna Indian Ocean"
39,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
39,57,"BLKMARLINIO","Black marlin Indian Ocean"
39,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
39,57,"SKJCIO","Skipjack tuna Indian Ocean"
39,57,"STMARLINIO","Striped marlin Indian Ocean"
39,57,"SWORDIO","Swordfish Indian Ocean"
39,57,"YFINEIO","Yellowfin tuna Indian Ocean"
40,57,"ALBAIO","Albacore tuna Indian Ocean"
40,57,"BIGEYEIO","Bigeye tuna Indian Ocean"
40,57,"BLKMARLINIO","Black marlin Indian Ocean"
40,57,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
40,57,"SKJCIO","Skipjack tuna Indian Ocean"
40,57,"STMARLINIO","Striped marlin Indian Ocean"
40,57,"SWORDIO","Swordfish Indian Ocean"
40,57,"YFINEIO","Yellowfin tuna Indian Ocean"
41,51,"ALBAIO","Albacore tuna Indian Ocean"
41,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
41,51,"BLKMARLINIO","Black marlin Indian Ocean"
41,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
41,51,"SKJCIO","Skipjack tuna Indian Ocean"
41,51,"STMARLINIO","Striped marlin Indian Ocean"
41,51,"SWORDIO","Swordfish Indian Ocean"
41,51,"YFINEIO","Yellowfin tuna Indian Ocean"
42,51,"ALBAIO","Albacore tuna Indian Ocean"
42,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
42,51,"BLKMARLINIO","Black marlin Indian Ocean"
42,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
42,51,"SKJCIO","Skipjack tuna Indian Ocean"
42,51,"STMARLINIO","Striped marlin Indian Ocean"
42,51,"SWORDIO","Swordfish Indian Ocean"
42,51,"YFINEIO","Yellowfin tuna Indian Ocean"
43,51,"ALBAIO","Albacore tuna Indian Ocean"
43,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
43,51,"BLKMARLINIO","Black marlin Indian Ocean"
43,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
43,51,"SKJCIO","Skipjack tuna Indian Ocean"
43,51,"STMARLINIO","Striped marlin Indian Ocean"
43,51,"SWORDIO","Swordfish Indian Ocean"
43,51,"YFINEIO","Yellowfin tuna Indian Ocean"
44,51,"ALBAIO","Albacore tuna Indian Ocean"
44,51,"BIGEYEIO","Bigeye tuna Indian Ocean"
44,51,"BLKMARLINIO","Black marlin Indian Ocean"
44,51,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
44,51,"SKJCIO","Skipjack tuna Indian Ocean"
44,51,"STMARLINIO","Striped marlin Indian Ocean"
44,51,"SWORDIO","Swordfish Indian Ocean"
44,51,"YFINEIO","Yellowfin tuna Indian Ocean"
46,51,"ALBAIO","Albacore tuna Indian Ocean"
