"x"
"Ablennes hians"
"Abudefduf luridus"
"Acanthistius brasilianus"
"Acanthocybium solandri"
"Acanthopagrus berda"
"Acanthopagrus bifasciatus"
"Acanthopagrus latus"
"Acanthopagrus schlegelii schlegelii"
"Acanthuridae"
"Acanthurus sohal"
"Acetes japonicus"
"Aequipecten opercularis"
"Aethaloperca rogaa"
"Albula vulpes"
"Alectis alexandrinus"
"Alepes djedaba"
"Alepocephalus bairdii"
"Alepocephalus rostratus"
"Alopias"
"Alopias superciliosus"
"Alopias vulpinus"
"Alosa"
"Alosa aestivalis"
"Alosa alosa"
"Alosa fallax"
"Alosa immaculata"
"Alosa mediocris"
"Alosa pseudoharengus"
"Alosa sapidissima"
"Ambassidae"
"Amblyraja georgiana"
"Amblyraja hyperborea"
"Ammodytes"
"Ammodytes personatus"
"Ammodytidae"
"Anadara"
"Anadara granosa"
"Anarhichas"
"Anarhichas denticulatus"
"Anarhichas lupus"
"Anarhichas minor"
"Anchoa hepsetus"
"Anchoa mitchilli"
"Anguilliformes"
"Anodontostoma chacunda"
"Anthias anthias"
"Antimora rostrata"
"Aphanopus carbo"
"Aphanopus intermedius"
"Aphareus rutilans"
"Apogonidae"
"Apostichopus japonicus"
"Aprion virescens"
"Arca"
"Archosargus probatocephalus"
"Argentina"
"Argentina silus"
"Argentina sphyraena"
"Argopecten gibbus"
"Argopecten irradians"
"Argopecten purpuratus"
"Argopecten ventricosus"
"Argyrops spinifer"
"Argyrosomus hololepidotus"
"Argyrosomus regius"
"Argyrozona argyrozona"
"Ariidae"
"Ariomma indica"
"Aristaeomorpha foliacea"
"Aristeidae"
"Aristeus antennatus"
"Aristeus varidens"
"Arius thalassinus"
"Arnoglossus laterna"
"Arripis georgianus"
"Artemesia longinaris"
"Ascidiacea"
"Aspitrigla cuculus"
"Asteroidea"
"Atherina boyeri"
"Atherina presbyter"
"Atherinidae"
"Atractoscion aequidens"
"Atractoscion nobilis"
"Atrobucca nibe"
"Atule mate"
"Aulacomya ater"
"Austroglossus"
"Austroglossus microlepis"
"Austroglossus pectoralis"
"Auxis"
"Auxis rochei rochei"
"Auxis thazard thazard"
"Balistidae"
"Bathylagidae"
"Bathyraja"
"Bathyraja eatonii"
"Bathyraja irrasa"
"Bathyraja maccaini"
"Bathyraja meridionalis"
"Bathyraja murrayi"
"Batrachoididae"
"Belone"
"Belone belone"
"Belonidae"
"Benthodesmus"
"Benthosema pterotum"
"Berycidae"
"Beryx"
"Beryx decadactylus"
"Beryx splendens"
"Bivalvia"
"Bolbometopon muricatum"
"Bolinus brandaris"
"Boops boops"
"Boreogadus saida"
"Borostomias antarcticus"
"Bothidae"
"Bothus pantherinus"
"Brachydeuterus auritus"
"Brachyura"
"Brama brama"
"Bramidae"
"Bregmaceros mcclellandi"
"Brevoortia aurea"
"Brevoortia patronus"
"Brevoortia pectinata"
"Brevoortia tyrannus"
"Brosme brosme"
"Brotula barbata"
"Buccinidae"
"Buccinum undatum"
"Busycon"
"Caesionidae"
"Calamus"
"Calamus bajonado"
"Callianassa"
"Callinectes"
"Callinectes danae"
