"rgn_id","fao_id","scientificname","stock_id","stockid","stocklong","commonname","idtemp2"
267,47,"Hoplostethus atlanticus","Hoplostethus_atlanticus-47",NA,NA,NA,NA
92,51,"Hoplostethus atlanticus","Hoplostethus_atlanticus-51",NA,NA,NA,NA
102,51,"Hoplostethus atlanticus","Hoplostethus_atlanticus-51",NA,NA,NA,NA
16,57,"Hoplostethus atlanticus","Hoplostethus_atlanticus-57",NA,NA,NA,NA
270,57,"Hoplostethus atlanticus","Hoplostethus_atlanticus-57",NA,NA,NA,NA
210,61,"Hoplostethus atlanticus","Hoplostethus_atlanticus-61",NA,NA,NA,NA
3,81,"Hoplostethus atlanticus","Hoplostethus_atlanticus-81",NA,NA,NA,NA
5,81,"Hoplostethus atlanticus","Hoplostethus_atlanticus-81",NA,NA,NA,NA
16,81,"Hoplostethus atlanticus","Hoplostethus_atlanticus-81",NA,NA,NA,NA
155,81,"Hoplostethus atlanticus","Hoplostethus_atlanticus-81",NA,NA,NA,NA
276,81,"Hoplostethus atlanticus","Hoplostethus_atlanticus-81",NA,NA,NA,NA
172,87,"Hoplostethus atlanticus","Hoplostethus_atlanticus-87",NA,NA,NA,NA
224,87,"Hoplostethus atlanticus","Hoplostethus_atlanticus-87",NA,NA,NA,NA
102,NA,"Hoplostethus atlanticus","Hoplostethus_atlanticus-NA",NA,NA,NA,NA
145,NA,"Hoplostethus atlanticus","Hoplostethus_atlanticus-NA",NA,NA,NA,NA
224,NA,"Hoplostethus atlanticus","Hoplostethus_atlanticus-NA",NA,NA,NA,NA
145,21,"Pandalus borealis","Pandalus_borealis-21","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",3
163,21,"Pandalus borealis","Pandalus_borealis-21","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",5
218,21,"Pandalus borealis","Pandalus_borealis-21","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",13
143,27,"Pandalus borealis","Pandalus_borealis-27","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",1
145,27,"Pandalus borealis","Pandalus_borealis-27","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",2
175,27,"Pandalus borealis","Pandalus_borealis-27","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",7
223,27,"Pandalus borealis","Pandalus_borealis-27","PANDALI-II","Northern shrimp North-East Arctic","Northern shrimp",14
73,18,"Pandalus borealis","Pandalus_borealis-18",NA,NA,NA,NA
145,18,"Pandalus borealis","Pandalus_borealis-18",NA,NA,NA,NA
218,18,"Pandalus borealis","Pandalus_borealis-18",NA,NA,NA,NA
219,21,"Pandalus borealis","Pandalus_borealis-21",NA,NA,NA,NA
261,21,"Pandalus borealis","Pandalus_borealis-21",NA,NA,NA,NA
69,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
70,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
73,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
141,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
144,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
174,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
176,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
179,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
180,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
181,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
182,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
183,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
222,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
227,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
262,27,"Pandalus borealis","Pandalus_borealis-27",NA,NA,NA,NA
163,31,"Pandalus borealis","Pandalus_borealis-31",NA,NA,NA,NA
269,51,"Pandalus borealis","Pandalus_borealis-51",NA,NA,NA,NA
20,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
21,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
73,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
163,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
209,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
210,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
255,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
272,61,"Pandalus borealis","Pandalus_borealis-61",NA,NA,NA,NA
134,77,"Pandalus borealis","Pandalus_borealis-77",NA,NA,NA,NA
73,NA,"Pandalus borealis","Pandalus_borealis-NA",NA,NA,NA,NA
143,NA,"Pandalus borealis","Pandalus_borealis-NA",NA,NA,NA,NA
145,NA,"Pandalus borealis","Pandalus_borealis-NA",NA,NA,NA,NA
180,27,"Pleuronectes platessa","Pleuronectes_platessa-27","PLAICCELT","European Plaice ICES VIIf-g","European Plaice",9
181,27,"Pleuronectes platessa","Pleuronectes_platessa-27","PLAICCELT","European Plaice ICES VIIf-g","European Plaice",11
73,18,"Pleuronectes platessa","Pleuronectes_platessa-18",NA,NA,NA,NA
145,18,"Pleuronectes platessa","Pleuronectes_platessa-18",NA,NA,NA,NA
218,18,"Pleuronectes platessa","Pleuronectes_platessa-18",NA,NA,NA,NA
145,21,"Pleuronectes platessa","Pleuronectes_platessa-21",NA,NA,NA,NA
163,21,"Pleuronectes platessa","Pleuronectes_platessa-21",NA,NA,NA,NA
218,21,"Pleuronectes platessa","Pleuronectes_platessa-21",NA,NA,NA,NA
219,21,"Pleuronectes platessa","Pleuronectes_platessa-21",NA,NA,NA,NA
55,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
59,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
69,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
70,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
73,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
141,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
143,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
144,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
145,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
174,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
175,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
176,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
177,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
178,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
179,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
182,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
183,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
189,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
222,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
223,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
227,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
228,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
262,27,"Pleuronectes platessa","Pleuronectes_platessa-27",NA,NA,NA,NA
125,31,"Pleuronectes platessa","Pleuronectes_platessa-31",NA,NA,NA,NA
127,31,"Pleuronectes platessa","Pleuronectes_platessa-31",NA,NA,NA,NA
163,31,"Pleuronectes platessa","Pleuronectes_platessa-31",NA,NA,NA,NA
166,31,"Pleuronectes platessa","Pleuronectes_platessa-31",NA,NA,NA,NA
255,31,"Pleuronectes platessa","Pleuronectes_platessa-31",NA,NA,NA,NA
58,34,"Pleuronectes platessa","Pleuronectes_platessa-34",NA,NA,NA,NA
195,34,"Pleuronectes platessa","Pleuronectes_platessa-34",NA,NA,NA,NA
264,34,"Pleuronectes platessa","Pleuronectes_platessa-34",NA,NA,NA,NA
61,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
75,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
80,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
81,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
82,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
84,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
179,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
182,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
184,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
185,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
186,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
187,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
232,37,"Pleuronectes platessa","Pleuronectes_platessa-37",NA,NA,NA,NA
171,41,"Pleuronectes platessa","Pleuronectes_platessa-41",NA,NA,NA,NA
172,41,"Pleuronectes platessa","Pleuronectes_platessa-41",NA,NA,NA,NA
88,47,"Pleuronectes platessa","Pleuronectes_platessa-47",NA,NA,NA,NA
101,47,"Pleuronectes platessa","Pleuronectes_platessa-47",NA,NA,NA,NA
200,47,"Pleuronectes platessa","Pleuronectes_platessa-47",NA,NA,NA,NA
47,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
49,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
50,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
52,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
190,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
202,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
203,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
214,51,"Pleuronectes platessa","Pleuronectes_platessa-51",NA,NA,NA,NA
16,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
26,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
203,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
204,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
205,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
216,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
231,57,"Pleuronectes platessa","Pleuronectes_platessa-57",NA,NA,NA,NA
20,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
21,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
73,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
163,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
209,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
210,61,"Pleuronectes platessa","Pleuronectes_platessa-61",NA,NA,NA,NA
163,67,"Pleuronectes platessa","Pleuronectes_platessa-67",NA,NA,NA,NA
16,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
25,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
206,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
207,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
216,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
255,71,"Pleuronectes platessa","Pleuronectes_platessa-71",NA,NA,NA,NA
163,77,"Pleuronectes platessa","Pleuronectes_platessa-77",NA,NA,NA,NA
162,81,"Pleuronectes platessa","Pleuronectes_platessa-81",NA,NA,NA,NA
73,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
143,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
145,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
176,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
179,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
180,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
216,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
223,NA,"Pleuronectes platessa","Pleuronectes_platessa-NA",NA,NA,NA,NA
218,67,"Sebastes alutus","Sebastes_alutus-67","PERCHQCI","Pacific Ocean perch Haida Gwaii","Pacific Ocean perch",12
145,21,"Sebastes alutus","Sebastes_alutus-21",NA,NA,NA,NA
73,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
141,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
143,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
145,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
180,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
223,27,"Sebastes alutus","Sebastes_alutus-27",NA,NA,NA,NA
163,31,"Sebastes alutus","Sebastes_alutus-31",NA,NA,NA,NA
76,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
77,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
79,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
80,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
81,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
214,37,"Sebastes alutus","Sebastes_alutus-37",NA,NA,NA,NA
16,57,"Sebastes alutus","Sebastes_alutus-57",NA,NA,NA,NA
73,61,"Sebastes alutus","Sebastes_alutus-61",NA,NA,NA,NA
163,61,"Sebastes alutus","Sebastes_alutus-61",NA,NA,NA,NA
210,61,"Sebastes alutus","Sebastes_alutus-61",NA,NA,NA,NA
255,61,"Sebastes alutus","Sebastes_alutus-61",NA,NA,NA,NA
73,67,"Sebastes alutus","Sebastes_alutus-67",NA,NA,NA,NA
163,67,"Sebastes alutus","Sebastes_alutus-67",NA,NA,NA,NA
163,77,"Sebastes alutus","Sebastes_alutus-77",NA,NA,NA,NA
16,NA,"Sebastes alutus","Sebastes_alutus-NA",NA,NA,NA,NA
172,NA,"Sebastes alutus","Sebastes_alutus-NA",NA,NA,NA,NA
